Tm,#Fld,RA/G,DefEff,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr
ARI,51,4.09,.701,162,1458,1202,12990.0,6024,4330,1604,90,131,.985,27,3,59,1
ATL,44,3.73,.699,162,1458,1153,13317.0,6197,4439,1675,83,131,.987,-8,-1,23,2
BAL,49,5.31,.682,162,1458,1161,13020.0,6105,4340,1655,110,159,.982,-57,-5,0,0
BOS,49,4.55,.701,162,1458,1129,13116.0,5990,4372,1526,92,120,.985,12,1,22,2
CHC,42,4.67,.678,162,1458,1090,12909.0,5996,4303,1559,134,128,.978,-3,0,-31,-3
CHW,42,4.36,.685,162,1458,1159,13140.0,6126,4380,1667,79,129,.987,-10,-1,-3,0
CIN,42,4.44,.705,162,1458,1088,13209.0,6253,4403,1759,91,146,.985,27,2,62,6
CLE,45,4.69,.692,162,1458,1155,13080.0,6159,4360,1689,110,130,.982,4,0,-30,-3
COL,55,4.78,.688,162,1458,1121,13029.0,6199,4343,1758,98,156,.984,-31,-3,24,2
DET,45,4.39,.692,162,1458,1033,12960.0,6062,4320,1639,103,148,.983,-4,0,14,1
FLA,44,4.33,.694,162,1458,1111,13137.0,6025,4379,1553,93,126,.985,-15,-1,-62,-6
HOU,47,4.91,.680,162,1458,1125,12915.0,6053,4305,1632,116,140,.981,-3,0,14,1
KCR,42,4.70,.687,162,1458,1227,13062.0,6149,4354,1700,95,149,.985,-16,-1,13,0
ANA,42,3.91,.704,162,1458,1154,13185.0,6211,4395,1723,93,157,.985,37,3,30,0
LAD,48,3.80,.701,161,1449,1064,12888.0,5892,4296,1511,85,121,.986,-5,0,0,0
MIL,46,3.94,.694,162,1458,1086,12975.0,6023,4325,1587,111,130,.982,24,2,34,3
MIN,44,4.96,.677,162,1458,1182,12795.0,6005,4265,1621,119,153,.980,-64,-6,-50,-5
NYM,46,4.58,.683,162,1458,1143,13032.0,6157,4344,1697,116,126,.981,-81,-7,-60,-6
NYY,48,4.06,.688,162,1458,1102,13125.0,6046,4375,1569,102,141,.983,28,3,22,0
OAK,48,4.19,.692,162,1458,1180,13029.0,5996,4343,1529,124,145,.979,-32,-3,-42,-4
PHI,42,3.27,.703,162,1458,1188,13293.0,6125,4431,1620,74,135,.988,25,2,-54,-5
PIT,52,4.40,.684,162,1458,1081,13044.0,6231,4348,1771,112,154,.982,-17,-2,-40,-1
SDP,48,3.77,.704,162,1458,1086,13044.0,6136,4348,1694,94,139,.985,13,1,30,3
SEA,45,4.17,.698,162,1458,1194,12897.0,6030,4299,1623,108,152,.982,-13,-1,-3,0
SFG,43,3.57,.701,162,1458,1008,13212.0,6165,4404,1657,104,127,.983,12,1,30,3
STL,46,4.27,.687,162,1458,960,13158.0,6317,4386,1815,116,167,.982,-3,0,-2,0
TBD,40,3.79,.724,162,1458,1102,13041.0,5939,4347,1519,73,138,.988,53,5,57,1
TEX,45,4.18,.704,162,1458,1130,12972.0,5990,4324,1552,114,164,.981,40,4,-6,-1
TOR,53,4.70,.693,162,1458,1162,13128.0,6189,4376,1703,110,148,.982,20,2,-4,0
WSN,43,3.99,.697,161,1449,1098,13044.0,6143,4348,1691,104,145,.983,48,4,26,2
