Tm,#Fld,RA/G,DefEff,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr
ANA,38,5.02,.702,52,468,350,4131.0,1835,1377,428,30,32,.984,-2,-1,-13,-4
ARI,33,4.36,.691,53,477,345,4338.0,1967,1446,501,20,39,.990,13,4,19,1
ATL,37,4.57,.707,54,486,394,4362.0,1964,1454,481,29,44,.985,10,3,19,5
BAL,40,6.17,.692,53,477,338,4191.0,1919,1397,483,39,57,.980,7,2,-30,-1
BOS,37,4.60,.698,53,477,387,4275.0,1924,1425,468,31,39,.984,4,1,2,0
CHC,34,4.33,.681,51,459,319,4182.0,2004,1394,569,41,50,.980,7,2,9,2
CHW,36,5.27,.677,52,468,363,3993.0,1818,1331,443,44,50,.976,-15,-5,-21,-6
CIN,30,3.67,.694,52,468,321,4164.0,1884,1388,474,22,46,.988,5,1,23,1
CLE,37,3.92,.698,52,468,368,4107.0,1822,1369,427,26,31,.986,9,3,6,2
COL,36,5.39,.684,51,459,365,4152.0,1956,1384,547,25,49,.987,5,2,-8,0
DET,38,5.35,.690,51,459,385,4101.0,1875,1367,475,33,45,.982,-19,-6,-19,-5
FLA,33,4.84,.688,50,450,331,4002.0,1828,1334,464,30,51,.984,-14,-4,-7,0
HOU,29,3.52,.734,54,486,373,4275.0,1884,1425,436,23,24,.988,23,6,25,7
KCR,34,5.33,.681,52,468,393,4122.0,1877,1374,484,19,52,.990,2,1,7,0
LAD,33,3.89,.718,53,477,329,4233.0,1914,1411,478,25,41,.987,20,6,43,12
MIL,36,4.65,.702,54,486,358,4413.0,1972,1471,476,25,49,.987,5,1,24,1
MIN,35,3.92,.696,52,468,369,4140.0,1826,1380,420,26,33,.986,23,7,22,1
NYM,41,4.83,.674,52,468,286,4209.0,1893,1403,451,39,43,.979,-30,-8,-35,-2
NYY,40,4.13,.701,52,468,368,4194.0,1880,1398,442,40,37,.979,5,1,-16,-5
OAK,30,4.24,.718,54,486,392,4392.0,1955,1464,465,26,36,.987,4,1,8,0
PHI,36,4.45,.686,53,477,374,4311.0,1985,1437,517,31,46,.984,2,1,-5,0
PIT,40,5.12,.680,50,450,325,4032.0,1834,1344,454,36,45,.980,-5,-2,-13,-4
SDP,37,4.23,.702,53,477,347,4239.0,1898,1413,455,30,27,.984,-1,0,13,4
SEA,46,5.96,.670,55,495,387,4368.0,2019,1456,504,59,48,.971,-32,-9,-44,-2
SFG,40,5.23,.689,52,468,362,4212.0,1916,1404,472,40,36,.979,-1,0,36,2
STL,33,4.62,.708,52,468,339,4137.0,1911,1379,506,26,54,.986,8,2,6,2
TBD,38,3.18,.716,50,450,337,4092.0,1853,1364,470,19,45,.990,22,6,26,8
TEX,33,5.40,.672,50,450,360,3987.0,1791,1329,433,29,53,.984,-20,-6,-21,-6
TOR,40,4.70,.697,53,477,385,4245.0,1957,1415,504,38,44,.981,7,2,-11,-3
WSN,39,5.19,.667,53,477,386,4191.0,1879,1397,444,38,38,.980,-27,-8,-35,-2
