Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
326,Cory Lidle\lidleco01,32,2TM,211.1,34,34,123,5.24,4.74,0.06,0.18,99.9,4.85,-10,-0.9,,-0.1,0.7,10,0.473,0.495,"$2,750,000",Free Agency
207,Freddy Garcia\garcifr03,27,2TM,210,31,31,92,3.94,5.12,0.1,0.19,99,5.16,26,2.7,,-0.1,4.8,53,0.588,0.508,"$6,875,000",Traded
48,Kris Benson\bensokr01,29,2TM,200.1,31,31,106,4.76,4.77,-0.17,0.18,100.6,5.15,8,0.8,,-0.1,2.4,26,0.526,0.503,"$6,150,000",Traded
334,Esteban Loaiza\loaizes01,32,2TM,183,31,27,124,6.1,4.84,-0.05,0.16,99.8,5.04,-23,-2,0.45,0,-0.2,0,0.436,0.495,"$4,000,000",Free Agency
112,Jose Contreras\contrjo01,32,2TM,170.1,31,31,114,6.02,5.07,-0.23,0.18,99,5.42,-13,-1.2,,-0.1,0.4,8,0.461,0.496,"$8,500,000",Traded
564,Ismael Valdez\valdeis01,30,2TM,170,34,31,105,5.56,4.41,-0.01,0.16,93.2,4.26,-25,-2.4,0.9,-0.1,-1,-9,0.43,0.491,"$800,000",Traded
168,Scott Elarton\elartsc01,28,2TM,158.2,29,29,107,6.07,4.89,-0.1,0.18,100.8,5.19,-17,-1.4,,-0.1,0.1,2,0.452,0.498,"$480,000",Free Agency
434,Brad Penny\pennybr01,26,2TM,143,24,24,55,3.46,4.65,0.11,0.18,94.5,4.46,15,1.6,,-0.1,2.7,28,0.568,0.509,"$3,725,000",Traded
630,Victor Zambrano\zambrvi01,28,2TM,142,26,25,77,4.88,5.2,-0.01,0.19,97.2,5.25,5,0.4,1.91,-0.1,1.8,22,0.517,0.503,"$325,000",Traded
179,Jeff Fassero*\fasseje01,41,2TM,112,41,12,73,5.87,4.77,-0.17,-0.02,113.1,5.56,-4,-0.4,0.79,-0.1,0.4,6,0.49,0.497,"$500,000",Free Agency
144,Elmer Dessens\desseel01,33,2TM,105,50,10,61,5.23,4.81,0.02,-0.12,105.5,4.92,-4,-0.4,0.7,-0.2,0.4,6,0.492,0.498,"$4,000,000",Traded
