Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
187,Max Fried*\friedma01,25,ATL,62.0,13,11,23,3.34,4.32,0.18,0.17,105.6,4.55,10,1.0,1.24,-0.1,1.5,14,.579,.506,$565000,Traded
523,Mike Soroka\sorokmi01,21,ATL,57.1,9,9,13,2.04,4.36,0.17,0.19,99.4,4.35,16,1.8,,-0.1,2.2,20,.700,.511,,Amateur Draft
201,Kevin Gausman\gausmke01,28,ATL,55.0,11,11,37,6.05,4.50,0.18,0.18,101.7,4.58,-8,-0.8,,-0.1,-0.3,-4,.432,.495,$9350000,Traded
182,Mike Foltynewicz\foltymi01,27,ATL,38.1,7,7,31,7.28,4.66,0.20,0.20,100.3,4.67,-10,-0.9,,0.0,-0.6,-8,.368,.494,$5475000,Traded
558,Josh Tomlin\tomlijo01,34,ATL,29.0,19,0,15,4.66,4.60,0.20,-0.24,100.6,4.17,-1,-0.1,.85,-0.1,0.1,1,.495,.499,$100000,Free Agency
273,Luke Jackson\jackslu01,27,ATL,28.2,25,0,9,2.83,4.33,0.15,-0.30,104.8,4.07,5,0.5,1.85,0.1,0.8,7,.519,.503,$585000,Free Agency
389,Sean Newcomb*\newcose01,26,ATL,24.2,14,3,8,2.92,4.58,0.21,-0.08,102.1,4.38,5,0.5,1.05,0.0,0.6,6,.533,.503,$575000,Traded
559,Touki Toussaint\toussto01,23,ATL,23.0,9,1,11,4.30,4.72,0.16,-0.06,97.8,4.40,1,0.1,1.60,0.0,0.2,2,.508,.500,,Traded
589,Jacob Webb\webbja01,25,ATL,17.0,20,0,4,2.12,4.73,0.16,-0.32,98.1,4.16,4,0.4,1.05,0.0,0.6,5,.522,.503,,Amateur Draft
606,Dan Winkler\winklda01,29,ATL,16.0,21,0,11,6.19,4.54,0.16,-0.31,100.1,4.07,-3,-0.3,1.45,-0.1,-0.3,-2,.484,.498,$1610000,Rule 5 Draft
411,Wes Parsons\parsowe01,26,ATL,14.1,15,0,7,4.40,4.79,0.16,-0.33,105.5,4.54,1,0.1,1.20,0.0,0.1,2,.504,.500,$565000,Amateur Free Agent
613,Kyle Wright\wrighky01,23,ATL,14.0,3,3,11,7.07,4.55,0.19,0.20,105.2,4.79,-3,-0.3,,0.0,-0.2,-2,.400,.498,$565000,Amateur Draft
521,Chad Sobotka\sobotch01,25,ATL,12.0,13,0,13,9.75,4.40,0.17,-0.30,108.2,4.25,-7,-0.7,.76,0.0,-0.5,-6,.447,.496,$565000,Amateur Draft
371,A.J. Minter*\minteaj01,25,ATL,11.0,15,0,12,9.82,4.57,0.19,-0.31,104.1,4.23,-7,-0.6,1.64,-0.2,-0.8,-6,.457,.496,$575000,Amateur Draft
90,Shane Carle\carlesh01,27,ATL,9.1,6,0,10,9.64,4.35,0.21,-0.30,105.0,4.04,-6,-0.5,.65,0.1,-0.4,-5,.412,.497,$575000,Traded
59,Jerry Blevins*\blevije01,35,ATL,7.2,13,0,6,7.04,4.48,0.19,-0.31,98.3,3.91,-3,-0.2,1.22,-0.1,-0.2,-2,.481,.498,,Purchased
573,Jonny Venters*\ventejo01,34,ATL,4.2,9,0,13,25.07,4.75,0.21,-0.33,106.1,4.47,-11,-1.0,.83,0.1,-0.9,-10,.392,.494,$2250000,Traded
603,Bryse Wilson\wilsobr02,21,ATL,4.1,2,1,4,8.31,4.15,0.17,0.07,107.4,4.35,-2,-0.2,.03,0.0,-0.1,-2,.415,.499,$565000,Amateur Draft
135,Grant Dayton*\daytogr01,31,ATL,4.0,5,0,0,0.00,4.87,0.22,-0.34,93.9,4.05,2,0.2,.30,-0.1,0.2,2,.539,.501,$585000,Waivers
578,Arodys Vizcaino\vizcaar01,28,ATL,4.0,4,0,1,2.25,4.38,0.12,-0.30,104.0,4.12,1,0.1,1.22,0.0,0.1,1,.523,.501,$4800000,Traded
127,Charlie Culberson\culbech01,30,ATL,1.0,1,0,0,0.00,4.29,0.19,-0.30,104.0,3.96,0,0.0,.00,0.0,0.0,1,.548,.500,$1395000,Traded
93,Andrew Cashner\cashnan01,32,BAL,64.1,12,12,38,5.32,4.81,-0.45,0.22,102.1,5.60,2,0.2,,-0.1,0.8,9,.519,.501,$9500000,Free Agency
81,Dylan Bundy\bundydy01,26,BAL,59.0,11,11,33,5.03,4.92,-0.39,0.22,99.6,5.51,3,0.3,,-0.1,0.9,9,.531,.502,$2800000,Amateur Draft
253,David Hess\hessda01,25,BAL,55.0,12,11,50,8.18,4.73,-0.45,0.20,103.4,5.56,-16,-1.4,.21,0.0,-0.9,-10,.382,.491,$563500,Amateur Draft
359,John Means*\meansjo01,26,BAL,54.2,13,9,21,3.46,4.62,-0.41,0.14,103.9,5.37,12,1.3,1.70,0.0,1.8,17,.596,.508,$555500,Amateur Draft
535,Dan Straily\straida01,30,BAL,38.2,10,8,37,8.61,4.93,-0.53,0.15,101.0,5.66,-13,-1.1,.61,0.0,-0.8,-9,.387,.493,$575000,Free Agency
96,Miguel Castro\castrmi01,24,BAL,29.1,24,0,20,6.14,4.76,-0.43,-0.32,101.0,4.93,-4,-0.4,.85,-0.1,-0.2,-1,.484,.498,$569000,Traded
208,Mychal Givens\givenmy01,29,BAL,24.2,21,0,15,5.47,4.89,-0.33,-0.33,101.7,4.98,-1,-0.1,1.83,-0.1,0.0,1,.494,.499,$2150000,Amateur Draft
189,Paul Fry*\frypa01,26,BAL,23.0,23,0,9,3.52,4.89,-0.40,-0.33,102.2,5.07,4,0.4,1.73,0.1,0.7,6,.518,.503,$559000,Traded
618,Gabriel Ynoa\ynoaga01,26,BAL,21.2,10,1,15,6.23,4.55,-0.45,-0.21,100.5,4.81,-3,-0.3,.55,0.0,-0.1,-1,.468,.498,,Purchased
615,Jimmy Yacabonis\yacabji01,27,BAL,17.2,11,0,12,6.11,5.08,-0.48,-0.34,99.6,5.20,-2,-0.2,.97,-0.1,-0.1,0,.485,.499,$559000,Amateur Draft
302,Branden Kline\klinebr01,27,BAL,15.2,12,0,10,5.74,4.74,-0.38,-0.32,103.4,4.97,-1,-0.1,1.38,-0.1,-0.1,0,.489,.499,,Amateur Draft
58,Richard Bleier*\bleieri01,32,BAL,13.1,11,0,12,8.10,4.46,-0.52,-0.30,104.3,4.87,-5,-0.5,.83,0.0,-0.3,-3,.459,.497,$572500,Traded
426,Evan Phillips\phillev01,24,BAL,13.0,12,0,10,6.92,5.22,-0.38,-0.35,102.2,5.36,-2,-0.2,1.01,0.0,-0.1,-1,.482,.499,,Traded
113,Alex Cobb\cobbal01,31,BAL,12.1,3,3,16,11.68,5.26,-0.57,0.24,99.3,6.02,-8,-0.6,,0.0,-0.5,-6,.294,.496,$14000000,Free Agency
325,Josh Lucas\lucasjo02,28,BAL,12.1,6,0,6,4.38,4.78,-0.38,-0.32,107.1,5.18,1,0.1,.47,-0.1,0.2,2,.519,.501,,Free Agency
447,Yefry Ramirez\ramirye01,25,BAL,10.1,4,1,9,7.84,4.86,-0.37,-0.15,101.3,5.14,-3,-0.3,.84,0.0,-0.2,-2,.429,.498,,Purchased
501,Tanner Scott*\scottta01,24,BAL,6.2,8,0,7,9.45,5.22,-0.36,-0.35,98.8,5.16,-3,-0.3,.55,0.0,-0.2,-2,.462,.498,,Amateur Draft
289,Nate Karns\karnsna01,31,BAL,5.1,4,2,1,1.69,5.03,-0.42,0.09,98.0,5.43,2,0.2,.19,0.0,0.3,3,.558,.501,$800000,Free Agency
471,Josh Rogers*\rogerjo01,24,BAL,3.2,1,0,5,12.27,5.81,-0.54,-0.39,100.0,5.95,-3,-0.2,.20,0.1,-0.1,-2,.295,.499,,Traded
612,Matt Wotherspoon\wothema01,27,BAL,2.0,1,0,3,13.50,4.36,-0.63,-0.29,96.0,4.51,-2,-0.2,.42,0.0,-0.1,-2,.332,.499,,Traded
6,Hanser Alberto\alberha01,26,BAL,1.0,1,0,2,18.00,5.27,-0.56,-0.35,100.0,5.48,-1,-0.1,.00,0.1,-0.1,-1,.377,.499,$578000,Waivers
132,Chris Davis\davisch02,33,BAL,1.0,1,0,1,9.00,5.24,-0.56,-0.35,100.0,5.45,0,0.0,.00,0.0,0.0,0,.462,.500,$23000000,Free Agency
544,Jesus Sucre\sucreje01,31,BAL,1.0,1,0,0,0.00,4.39,-0.42,-0.30,100.0,4.52,1,0.1,.00,0.0,0.0,1,.552,.500,$850000,Free Agency
26,Pedro Araujo\araujpe01,25,BAL,0.2,1,0,2,27.00,4.36,-0.63,-0.30,96.0,4.51,-2,-0.1,.22,0.1,-0.1,-2,.356,.499,$557000,Rule 5 Draft
490,Chris Sale*\salech01,30,BOS,68.1,12,12,37,4.87,4.76,-0.03,0.22,100.8,5.05,2,0.2,,-0.1,0.8,9,.514,.501,$15000000,Traded
434,Rick Porcello\porceri01,30,BOS,68.0,12,12,43,5.69,4.76,-0.05,0.22,103.2,5.19,-4,-0.3,,-0.1,0.3,3,.472,.498,$21125000,Traded
467,Eduardo Rodriguez*\rodried05,26,BOS,60.2,11,11,36,5.34,4.71,-0.04,0.21,100.4,4.99,-2,-0.2,,-0.1,0.3,4,.481,.499,$4300000,Traded
437,David Price*\priceda01,33,BOS,47.2,9,9,17,3.21,4.68,-0.04,0.21,100.9,4.97,10,1.0,,-0.1,1.4,14,.613,.506,$31000000,Free Agency
571,Hector Velazquez\velazhe01,30,BOS,34.2,18,7,24,6.23,4.68,-0.04,-0.01,102.5,4.82,-5,-0.5,.21,0.0,-0.2,-2,.472,.497,$568500,Free Agency
583,Marcus Walden\waldema01,30,BOS,32.0,21,0,9,2.53,4.69,-0.04,-0.31,103.5,4.56,7,0.8,1.38,0.0,1.1,11,.536,.505,,Free Agency
611,Brandon Workman\workmbr01,30,BOS,25.1,28,0,6,2.13,4.71,-0.02,-0.31,101.4,4.48,7,0.7,1.36,0.0,1.0,9,.524,.504,$1150000,Amateur Draft
245,Heath Hembree\hembrhe01,30,BOS,25.0,26,0,10,3.60,4.76,-0.04,-0.32,99.7,4.47,3,0.3,.94,-0.1,0.4,5,.510,.502,$1312500,Traded
67,Ryan Brasier\brasiry01,31,BOS,23.2,26,0,12,4.56,4.79,-0.04,-0.32,101.3,4.57,0,0.0,1.65,-0.1,0.2,3,.500,.500,$577500,Free Agency
71,Colten Brewer\breweco01,26,BOS,23.0,21,0,15,5.87,4.90,-0.05,-0.33,101.2,4.67,-3,-0.3,.79,-0.1,-0.1,-1,.486,.498,$557000,Traded
39,Matt Barnes\barnema01,29,BOS,22.2,23,0,5,1.99,4.71,-0.03,-0.31,101.2,4.47,6,0.6,1.85,0.2,1.1,9,.528,.504,$1600000,Amateur Draft
163,Nathan Eovaldi\eovalna01,29,BOS,21.0,4,4,15,6.43,5.16,-0.05,0.24,96.0,5.23,-3,-0.3,,0.0,-0.1,-1,.436,.498,$17000000,Traded
555,Tyler Thornburg\thornty01,30,BOS,18.2,16,0,16,7.71,4.68,-0.04,-0.31,103.5,4.56,-6,-0.6,.18,0.2,-0.2,-5,.461,.496,$1750000,Traded
591,Ryan Weber\weberry01,28,BOS,18.0,5,2,9,4.50,4.51,-0.05,-0.02,103.0,4.68,0,0.0,.26,0.0,0.2,2,.509,.500,,Free Agency
516,Josh Smith\smithjo07,31,BOS,7.1,4,1,4,4.91,4.59,-0.05,-0.07,102.7,4.69,0,0.0,.13,0.0,0.1,1,.496,.500,,Free Agency
306,Travis Lakins\lakintr01,25,BOS,7.0,4,0,5,6.43,4.31,-0.05,-0.29,102.1,4.16,-2,-0.2,1.34,-0.1,-0.2,-1,.458,.499,,Amateur Draft
282,Brian Johnson*\johnsbr02,28,BOS,5.2,4,0,8,12.71,4.99,-0.05,-0.33,95.9,4.51,-5,-0.5,.23,0.2,-0.3,-5,.385,.497,$575000,Amateur Draft
443,Erasmo Ramirez\ramirer02,29,BOS,3.0,1,0,4,12.00,5.28,-0.06,-0.35,98.0,4.88,-2,-0.2,.19,0.1,-0.1,-2,.307,.499,,Free Agency
248,Darwinzon Hernandez*\hernada02,22,BOS,2.1,1,0,0,0.00,3.44,-0.04,-0.23,108.0,3.51,1,0.1,.52,0.0,0.1,1,.597,.501,,Amateur Free Agent
552,Josh Taylor*\taylojo02,26,BOS,2.0,2,0,1,4.50,4.86,-0.05,-0.32,104.3,4.77,0,0.0,.55,0.0,0.0,0,.503,.500,,Traded
395,Eduardo Nunez\nunezed02,32,BOS,1.0,1,0,1,9.00,4.40,-0.05,-0.30,106.0,4.41,-1,0.0,.00,0.0,0.0,0,.452,.500,$5000000,Free Agency
435,Bobby Poyner*\poynebo01,26,BOS,1.0,2,0,2,18.00,4.79,-0.07,-0.32,104.0,4.72,-1,-0.1,.84,0.0,-0.1,-1,.431,.499,,Amateur Draft
246,Kyle Hendricks\hendrky01,29,CHC,70.0,11,11,31,3.99,4.62,0.18,0.20,103.9,4.82,8,0.8,,-0.1,1.4,13,.577,.505,$7405000,Traded
441,Jose Quintana*\quintjo01,30,CHC,66.2,12,11,31,4.19,4.67,0.18,0.17,102.8,4.79,6,0.6,1.18,-0.1,1.1,11,.551,.504,$10500000,Traded
230,Cole Hamels*\hamelco01,35,CHC,62.2,11,11,30,4.31,4.76,0.18,0.21,101.4,4.86,5,0.5,,-0.1,1.0,10,.549,.503,$20000000,Traded
129,Yu Darvish\darviyu01,32,CHC,61.0,12,12,35,5.16,4.48,0.16,0.20,102.5,4.64,-2,-0.2,,-0.1,0.2,2,.481,.499,$20000000,Free Agency
313,Jon Lester*\lestejo01,35,CHC,52.2,10,10,27,4.61,4.77,0.19,0.21,103.3,4.95,3,0.3,,-0.1,0.7,7,.532,.502,$27500000,Free Agency
103,Tyler Chatwood\chatwty01,29,CHC,31.1,15,1,12,3.45,4.53,0.17,-0.21,104.9,4.34,4,0.4,1.43,0.0,0.7,6,.526,.502,$12500000,Free Agency
301,Brandon Kintzler\kintzbr01,34,CHC,26.1,25,0,8,2.73,4.68,0.16,-0.32,102.8,4.32,5,0.5,1.46,0.0,0.8,7,.521,.503,,Traded
108,Steve Cishek\cishest01,33,CHC,24.0,25,0,8,3.00,4.88,0.16,-0.33,103.1,4.52,5,0.5,1.63,0.1,0.8,6,.519,.503,$6500000,Free Agency
64,Brad Brach\brachbr01,33,CHC,23.2,24,0,9,3.42,4.72,0.16,-0.32,102.6,4.35,3,0.3,1.19,0.0,0.5,5,.512,.502,$1650000,Free Agency
485,Kyle Ryan*\ryanky01,27,CHC,19.2,25,0,12,5.49,4.98,0.18,-0.34,101.6,4.53,-2,-0.2,1.41,-0.1,-0.1,0,.493,.499,$555000,Free Agency
373,Mike Montgomery*\montgmi01,29,CHC,14.0,11,0,9,5.79,4.51,0.20,-0.31,105.8,4.23,-2,-0.2,1.18,-0.1,-0.2,-1,.481,.499,$2440000,Traded
157,Carl Edwards Jr.\edwarca01,27,CHC,12.0,15,0,10,7.50,4.81,0.16,-0.33,104.2,4.50,-4,-0.4,1.38,-0.1,-0.4,-3,.475,.498,$1500000,Traded
592,Allen Webster\webstal01,29,CHC,11.0,12,0,7,5.73,4.64,0.21,-0.32,101.6,4.18,-2,-0.2,.84,0.0,-0.1,-1,.486,.499,,Free Agency
541,Pedro Strop\stroppe01,34,CHC,10.2,12,0,6,5.06,4.77,0.14,-0.33,104.5,4.49,0,0.0,1.62,0.0,0.0,0,.496,.500,$6250000,Traded
477,Randy Rosario*\rosarra01,25,CHC,7.0,8,0,6,7.71,5.04,0.18,-0.35,105.0,4.74,-2,-0.2,1.05,0.0,-0.2,-2,.473,.499,$564000,Waivers
117,Tim Collins*\colliti01,29,CHC,4.2,5,0,2,3.86,4.39,0.25,-0.30,100.2,3.85,0,0.0,.16,0.0,0.0,0,.502,.500,$850000,Free Agency
336,Dillon Maples\mapledi01,27,CHC,4.2,6,0,0,0.00,5.06,0.05,-0.35,99.6,4.64,3,0.3,1.37,0.0,0.3,3,.544,.502,,Amateur Draft
97,Xavier Cedeno*\cedenxa01,32,CHC,2.0,5,0,0,0.00,5.67,0.27,-0.39,107.7,5.40,1,0.1,.88,0.0,0.1,1,.526,.501,$900000,Free Agency
89,Victor Caratini\caratvi01,25,CHC,1.0,1,0,2,18.00,4.16,0.31,-0.29,104.0,3.71,-2,-0.1,.01,0.1,-0.1,-1,.361,.499,$569500,Traded
393,James Norwood\norwoja01,25,CHC,1.0,1,0,0,0.00,4.16,0.13,-0.29,104.0,3.90,0,0.0,1.05,0.0,0.1,1,.547,.500,,Amateur Draft
596,Rowan Wick\wickro01,26,CHC,1.0,1,0,1,9.00,4.22,0.25,-0.29,104.0,3.83,-1,-0.1,.34,0.0,0.0,0,.446,.500,,Traded
394,Ivan Nova\novaiv01,32,CHW,66.1,12,12,48,6.51,4.44,-0.31,0.20,99.7,4.94,-11,-1.0,,-0.1,-0.5,-5,.413,.494,$9167000,Traded
320,Reynaldo Lopez\lopezre01,25,CHW,65.1,12,12,48,6.61,4.33,-0.28,0.20,99.8,4.80,-13,-1.2,,-0.1,-0.6,-6,.402,.493,$580000,Traded
207,Lucas Giolito\giolilu01,24,CHW,60.0,10,10,21,3.15,4.60,-0.21,0.21,98.5,4.94,12,1.3,,-0.1,1.8,18,.632,.508,$573000,Traded
35,Manny Banuelos*\banuema01,28,CHW,40.1,11,7,33,7.36,4.53,-0.27,0.08,99.2,4.84,-11,-1.0,.53,0.0,-0.6,-7,.407,.494,$559000,Traded
465,Carlos Rodon*\rodonca01,26,CHW,34.2,7,7,22,5.71,4.30,-0.24,0.20,101.2,4.79,-3,-0.3,,0.0,0.0,0,.454,.498,$4200000,Amateur Draft
124,Dylan Covey\coveydy01,27,CHW,32.1,8,6,19,5.29,4.77,-0.29,0.20,97.6,5.12,0,0.0,1.98,0.0,0.2,3,.494,.500,$571000,Rule 5 Draft
118,Alex Colome\colomal01,30,CHW,22.2,23,0,4,1.59,4.36,-0.21,-0.29,99.1,4.24,7,0.7,1.27,0.0,0.9,9,.530,.504,$7325000,Traded
188,Jace Fry*\fryja01,25,CHW,22.1,25,0,15,6.04,4.57,-0.24,-0.31,99.2,4.47,-4,-0.4,1.11,-0.1,-0.3,-2,.485,.498,$569000,Amateur Draft
252,Kelvin Herrera\herreke01,29,CHW,22.0,24,0,18,7.36,4.41,-0.31,-0.29,99.2,4.38,-7,-0.7,1.10,-0.1,-0.6,-5,.471,.496,$8500000,Free Agency
84,Ryan Burr\burrry01,25,CHW,19.2,16,1,13,5.95,4.65,-0.26,-0.26,99.0,4.60,-3,-0.3,.53,0.0,-0.1,-1,.483,.498,$556000,Traded
401,Josh Osich*\osichjo01,30,CHW,18.1,14,0,9,4.42,4.63,-0.26,-0.31,98.1,4.49,0,0.0,.56,-0.1,0.1,2,.502,.500,,Waivers
80,Aaron Bummer*\bummeaa01,25,CHW,14.1,12,0,2,1.26,4.47,-0.22,-0.30,98.2,4.31,5,0.5,.96,-0.1,0.6,6,.542,.503,,Amateur Draft
369,Juan Minaya\minayju01,28,CHW,13.1,9,0,3,2.03,4.84,-0.23,-0.32,97.7,4.64,4,0.4,.22,-0.2,0.3,5,.545,.502,,Waivers
497,Ervin Santana\santaer01,36,CHW,13.1,3,3,14,9.45,4.32,-0.36,0.20,98.6,4.81,-7,-0.6,,0.0,-0.4,-5,.313,.497,$100000,Free Agency
482,Jose Ruiz\ruizjo01,24,CHW,12.2,14,0,7,4.97,4.73,-0.33,-0.32,98.1,4.66,0,0.0,.60,0.0,0.1,1,.497,.500,,Waivers
340,Evan Marshall\marshev01,29,CHW,11.1,11,0,0,0.00,4.43,-0.24,-0.30,97.6,4.28,5,0.6,1.25,0.0,0.7,7,.551,.503,,Free Agency
190,Carson Fulmer\fulmeca01,25,CHW,10.1,8,0,10,8.71,4.19,-0.29,-0.28,99.3,4.17,-5,-0.5,.61,0.1,-0.3,-4,.439,.497,,Amateur Draft
284,Nate Jones\jonesna01,33,CHW,10.1,13,0,4,3.48,4.56,-0.25,-0.30,100.1,4.51,1,0.1,.90,0.0,0.2,2,.509,.501,$4650000,Amateur Draft
576,Thyago Vieira\vieirth01,25,CHW,4.1,3,0,2,4.15,4.72,-0.25,-0.32,97.2,4.52,0,0.0,.35,0.0,0.0,1,.507,.500,,Traded
184,Caleb Frare*\frareca01,25,CHW,2.2,5,0,3,10.13,5.47,-0.24,-0.36,99.3,5.31,-1,-0.1,.75,0.0,-0.1,-1,.472,.499,$555000,Traded
476,Jose Rondon\rondojo02,25,CHW,1.0,1,0,0,0.00,5.00,-0.45,-0.33,98.0,5.01,1,0.1,.02,0.0,0.0,1,.558,.500,$560000,Purchased
95,Luis Castillo\castilu02,26,CIN,69.2,12,12,20,2.58,4.50,0.26,0.20,102.4,4.54,17,1.8,,-0.1,2.4,22,.653,.511,$557500,Traded
460,Tanner Roark\roarkta01,32,CIN,62.1,12,12,25,3.61,4.71,0.32,0.21,103.5,4.77,9,1.0,,-0.1,1.5,14,.583,.506,$10000000,Traded
334,Tyler Mahle\mahlety01,24,CIN,61.1,11,11,29,4.26,4.85,0.32,0.21,97.5,4.62,4,0.4,,-0.1,0.9,8,.536,.502,$570000,Amateur Draft
217,Sonny Gray\grayso01,29,CIN,56.0,11,11,24,3.86,4.71,0.29,0.21,102.6,4.74,7,0.7,,-0.1,1.1,11,.564,.504,$7500000,Traded
139,Anthony DeSclafani\desclan01,29,CIN,54.1,11,11,31,5.13,4.64,0.33,0.20,100.8,4.55,-2,-0.2,,-0.1,0.2,2,.479,.499,$2125000,Traded
322,Michael Lorenzen\lorenmi01,27,CIN,31.0,25,0,12,3.48,4.74,0.35,-0.32,101.5,4.12,3,0.3,1.21,-0.1,0.5,5,.512,.502,$1950000,Amateur Draft
269,Raisel Iglesias\iglesra01,29,CIN,26.1,24,0,9,3.08,4.64,0.28,-0.32,102.1,4.13,4,0.4,1.92,0.1,0.7,6,.516,.502,$5714285,Amateur Free Agent
