Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
75,John Burkett\burkejo03,31,2TM,222.2,34,34,117,4.73,4.85,0.26,0.18,99.8,4.77,1,0.1,,-0.1,2,23,0.503,0.499,"$3,550,000",Free Agency
342,Denny Neagle*\neaglde01,27,2TM,221.1,33,33,93,3.78,4.66,-0.18,0.17,105,5.25,38,4.3,,-0.1,6,56,0.631,0.523,"$2,300,000",Traded
260,Mark Leiter\leitema01,33,2TM,205,35,34,128,5.62,4.7,0.1,0.17,97.1,4.63,-21,-1.9,0.59,-0.1,-0.3,-5,0.446,0.492,"$1,850,000",Traded
331,Terry Mulholland*\mulhote01,33,2TM,202.2,33,33,112,4.97,4.99,0.12,0.18,101.8,5.14,4,0.4,,-0.1,2.1,24,0.512,0.501,"$700,000",Free Agency
9,Scott Aldred*\aldresc01,28,2TM,165.1,36,25,125,6.8,5.44,0.03,0.11,101.6,5.62,-24,-1.9,0.76,-0.1,-0.3,-1,0.447,0.496,"$150,000",Free Agency
111,Danny Darwin\darwida01,40,2TM,164.2,34,25,79,4.32,4.72,-0.19,0.14,98,4.96,13,1.6,1.8,-0.2,2.8,26,0.548,0.506,"$550,000",Traded
330,Jamie Moyer*\moyerja01,33,2TM,160.2,34,21,86,4.82,5.32,-0.15,0.07,100.9,5.6,12,1.1,1.02,-0.2,2.6,34,0.532,0.504,"$825,000",Free Agency
54,Ricky Bones\bonesri01,27,2TM,152,36,24,115,6.81,5.46,0.03,0.13,103.8,5.78,-20,-1.7,1.27,-0.1,-0.2,1,0.453,0.493,"$1,425,000",Traded
151,Marvin Freeman\freemma02,33,2TM,131.2,27,24,103,7.04,4.7,-0.03,0.15,127,6.19,-11,-1.1,2.3,-0.1,-0.1,-1,0.46,0.494,"$2,500,000",Waivers
328,Mike Morgan\morgami01,36,2TM,130.1,23,23,72,4.97,4.75,0.37,0.18,101.6,4.62,-4,-0.3,,-0.1,0.7,6,0.488,0.496,"$1,250,000",Free Agency
161,Greg Gohr\gohrgr01,28,2TM,115.2,32,16,96,7.47,5.53,-0.42,0.09,100.7,6.09,-19,-1.7,0.76,-0.1,-0.6,-3,0.447,0.495,"$200,000",Traded
