Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
516,CC Sabathia*\sabatc.01,27,2TM,253,35,35,85,3.02,4.66,0.17,0.18,96.5,4.5,41,4.6,,-0.2,6.7,66,0.631,0.514,"$11,000,000",Amateur Draft
50,Joe Blanton\blantjo01,27,2TM,197.2,33,33,110,5.01,4.81,0.36,0.19,95.1,4.39,-15,-1.5,,-0.1,0.3,6,0.456,0.495,"$3,700,000",Amateur Draft
340,Greg Maddux\maddugr01,42,2TM,194,33,33,105,4.87,4.51,-0.03,0.18,91.5,4.31,-11,-1,,-0.1,0.5,5,0.469,0.497,"$10,000,000",Traded
635,Randy Wolf*\wolfra02,31,2TM,190.1,33,33,100,4.73,4.57,0.02,0.18,92.5,4.37,-6,-0.5,,-0.1,1,9,0.484,0.497,"$4,750,000",Traded
88,Paul Byrd\byrdpa01,37,2TM,180,30,30,96,4.8,4.82,0.17,0.18,99.5,4.81,-3,-0.3,,-0.1,1.4,20,0.49,0.498,"$7,500,000",Traded
253,Livan Hernandez\hernali01,33,2TM,180,31,31,129,6.45,4.67,-0.22,0.18,99.2,5.02,-31,-2.8,,-0.1,-1.2,-10,0.409,0.491,"$5,000,000",Waivers
239,Rich Harden\harderi01,26,2TM,148,25,25,38,2.31,4.73,0.05,0.18,99.7,4.84,41,4.6,,-0.1,5.9,56,0.684,0.514,"$4,750,000",Traded
20,Cha-Seung Baek\baekch01,28,2TM,141,32,21,78,4.98,4.68,0.01,0.1,88.3,4.2,-12,-1.2,0.64,-0.1,0,1,0.464,0.496,"$392,500",Traded
462,Sidney Ponson\ponsosi01,31,2TM,135.2,25,24,89,5.9,4.86,-0.29,0.18,101.2,5.4,-10,-1,0.46,-0.1,0.3,7,0.461,0.497,,Free Agency
193,Sean Gallagher\gallase01,22,2TM,115.1,23,21,73,5.7,4.64,0.05,0.16,98.5,4.68,-14,-1.2,0.24,-0.1,-0.2,-2,0.449,0.497,,Amateur Draft
200,Chad Gaudin\gaudich01,25,2TM,90,50,6,50,5,4.85,0.15,-0.14,98.3,4.48,-6,-0.6,0.8,-0.1,0.2,4,0.488,0.498,"$1,775,000",Traded
29,Brian Bass\bassbr01,26,2TM,89.1,49,4,55,5.54,4.86,-0.16,-0.23,97.6,4.68,-10,-1,0.86,-0.1,-0.2,1,0.48,0.495,"$390,000",Conditional Deal
511,Glendon Rusch*\ruschgl01,33,2TM,83.2,35,9,50,5.38,4.53,-0.16,-0.04,103.4,4.84,-4,-0.4,0.94,0,0.3,2,0.489,0.5,"$850,000",Free Agency
17,Luis Ayala\ayalalu01,30,2TM,75.2,81,0,53,6.3,4.82,0,-0.35,99,4.42,-15,-1.5,1.42,-0.4,-1.3,-9,0.481,0.494,"$1,700,000",Traded
222,Jason Grilli\grillja01,31,2TM,75,60,0,27,3.24,4.61,-0.2,-0.34,109.2,4.88,14,1.4,0.73,-0.3,1.8,21,0.524,0.506,"$420,000",Traded
475,Jon Rauch\rauchjo01,29,2TM,71.2,74,0,36,4.52,4.69,-0.09,-0.34,100.9,4.48,0,0,1.55,0.1,0.7,6,0.501,0.501,"$1,200,000",Traded
588,Brett Tomko\tomkobr01,35,2TM,70,22,10,51,6.56,4.92,-0.44,0.07,99.2,5.4,-10,-0.9,0.58,-0.1,-0.4,-2,0.458,0.495,"$3,000,000",Free Agency
352,Damaso Marte*\marteda01,33,2TM,65,72,0,29,4.02,4.78,-0.12,-0.35,99.2,4.51,4,0.4,1.5,-0.1,0.9,10,0.505,0.502,"$2,150,000",Traded
