Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
589,Rick White\whiteri01,34,2TM,67,49,0,48,6.45,4.7,0.21,-0.35,102.4,4.24,-16,-1.6,0.63,0.1,-0.8,-9,0.468,0.494,"$600,000",Free Agency
607,Esteban Yan\yanes01,28,2TM,66.2,54,0,48,6.48,4.92,0.08,-0.37,100.3,4.47,-15,-1.5,0.85,0,-0.9,-8,0.473,0.495,"$1,500,000",Traded
489,Scott Schoeneweis*\schoesc01,29,2TM,64.2,59,0,35,4.87,4.98,0.13,-0.37,98.7,4.42,-3,-0.3,0.66,-0.1,0.3,4,0.495,0.499,"$1,425,000",Amateur Draft
524,Scott Sullivan\sullisc01,32,2TM,64,65,0,28,3.94,4.8,0.05,-0.36,97.8,4.3,2,0.2,1.05,-0.1,0.7,9,0.504,0.501,"$2,800,000",Traded
591,Mike Williams\willimi03,34,2TM,63,68,0,44,6.29,4.77,0.02,-0.36,98.2,4.32,-14,-1.4,1.5,-0.4,-1.3,-8,0.479,0.496,"$3,500,000",Traded
192,Gary Glover\glovega01,26,2TM,62.2,42,0,33,4.74,4.81,0.15,-0.36,99.2,4.26,-3,-0.3,0.54,-0.1,0.3,4,0.493,0.499,"$330,000",Traded
593,Scott Williamson\willisc01,27,2TM,62.2,66,0,30,4.31,4.83,-0.03,-0.36,98.4,4.42,1,0.1,1.59,0,0.7,7,0.501,0.501,"$1,600,000",Traded
77,Mickey Callaway\callami01,28,2TM,60.2,23,7,50,7.42,4.95,0.23,-0.07,101.2,4.7,-18,-1.7,0.47,0.1,-0.9,-11,0.427,0.494,"$302,500",Traded
485,Scott Sauerbeck*\sauersc01,31,2TM,56.2,79,0,34,5.4,4.91,-0.07,-0.37,102,4.7,-5,-0.4,1.26,-0.1,0,1,0.495,0.499,"$1,566,667",Traded
605,Jaret Wright\wrighja02,27,2TM,56.1,50,0,46,7.35,4.69,0.03,-0.35,94.4,4.07,-21,-2,1.04,-0.2,-1.7,-16,0.46,0.49,"$725,000",Waivers
338,Kent Mercker*\merckke01,35,2TM,55.1,67,0,16,2.6,4.84,0.09,-0.36,97,4.25,10,1,1.07,-0.1,1.4,15,0.515,0.503,"$550,000",Traded
372,Jeff Nelson\nelsoje01,36,2TM,55.1,70,0,25,4.07,4.83,0.05,-0.36,94.5,4.18,1,0.1,1.46,-0.1,0.6,7,0.501,0.5,"$3,983,333",Traded
282,Curt Leskanic\leskacu01,35,2TM,52.2,53,0,15,2.56,4.73,-0.3,-0.35,104.3,4.87,13,1.4,1.22,0,1.9,19,0.526,0.504,"$3,700,000",Traded
122,Valerio De Los Santos*\delosva01,30,2TM,52,51,0,31,5.37,4.85,-0.38,-0.36,100,4.87,-3,-0.3,1.19,-0.1,0.1,2,0.495,0.501,"$925,000",Amateur Free Agent
553,Todd Van Poppel\vanpoto01,31,2TM,48.1,16,5,32,5.96,4.89,0.13,0.02,99.3,4.74,-7,-0.6,0.47,0,-0.1,-2,0.463,0.498,"$2,500,000",Free Agency
294,Graeme Lloyd*\lloydgr01,36,2TM,47.2,52,0,34,6.42,4.93,-0.32,-0.37,101,4.93,-8,-0.7,0.73,0.1,-0.2,-3,0.486,0.499,"$650,000",Traded
587,Gabe White*\whitega01,31,2TM,46.2,46,0,22,4.24,4.84,-0.05,-0.36,97.2,4.4,1,0.1,1.77,-0.1,0.4,5,0.502,0.5,"$3,316,667",Traded
50,Nick Bierbrodt*\bierbni01,25,2TM,43.1,18,5,47,9.76,4.81,0.17,-0.04,99.3,4.58,-25,-2.1,0.4,0.1,-1.5,-20,0.382,0.491,"$300,000",Waivers
173,Chad Fox\foxch02,32,2TM,43.1,38,0,16,3.32,4.9,-0.11,-0.37,100.7,4.68,6,0.7,1.42,0.1,1.2,11,0.518,0.502,"$500,000",Free Agency
3,Juan Acevedo\aceveju01,33,2TM,38.1,39,0,32,7.51,4.94,-0.29,-0.37,99.7,4.84,-11,-1.1,1.34,-0.3,-1,-7,0.473,0.496,"$900,000",Free Agency
11,Hector Almonte\almonhe01,27,2TM,36.2,35,0,29,7.12,4.93,-0.06,-0.37,102.6,4.74,-10,-1,0.77,0.1,-0.5,-6,0.472,0.496,,Free Agency
495,Scott Service\servisc01,36,2TM,34.1,33,0,18,4.72,4.85,-0.19,-0.36,107.8,5.04,1,0.1,1.11,-0.1,0.4,5,0.504,0.5,,Free Agency
16,Jason Anderson\anderja01,24,2TM,31.1,28,0,19,5.46,5.01,-0.29,-0.38,96.4,4.75,-2,-0.2,0.26,0,0.1,1,0.491,0.499,"$300,000",Traded
86,Bruce Chen*\chenbr01,26,2TM,24.1,16,2,16,5.92,5.23,0.16,-0.17,100.8,4.94,-3,-0.3,0.57,0,0,0,0.483,0.499,"$550,000",Waivers
42,Alan Benes\benesal01,31,2TM,23.1,7,4,22,8.49,4.79,0.22,0.08,113.1,5.26,-8,-0.6,0.66,0,-0.4,-6,0.421,0.498,,Free Agency
111,Mike Crudale\crudami01,26,2TM,20.2,22,0,8,3.48,4.64,-0.18,-0.35,95.7,4.28,2,0.2,0.78,-0.1,0.3,4,0.508,0.5,,Traded
376,Phil Norton*\nortoph01,27,2TM,18,21,0,6,3,4.88,-0.01,-0.36,95.8,4.34,3,0.3,0.98,0,0.4,4,0.513,0.501,,Free Agency
443,Dennys Reyes*\reyesde01,26,2TM,12.2,15,0,16,11.37,4.61,-0.07,-0.34,100.2,4.34,-10,-1,0.5,0.2,-0.6,-9,0.436,0.496,"$600,000",Free Agency
117,Vic Darensbourg*\darenvi01,32,2TM,9,9,0,9,9,5.15,-0.01,-0.38,110.3,5.22,-4,-0.4,0.23,0.1,-0.2,-3,0.459,0.498,,Traded
359,Scott Mullen*\mullesc01,28,2TM,7.1,3,1,11,13.5,5.45,-0.09,0.15,106.8,6.09,-6,-0.5,0.54,0,-0.4,-5,0.334,0.498,,Amateur Draft
588,Matt White*\whitema03,25,2TM,5.2,6,0,14,22.24,5.29,-0.06,-0.4,98.4,4.9,-11,-0.9,0.41,0.2,-0.6,-10,0.355,0.497,"$300,000",Rule 5 Draft
418,Bret Prinz\prinzbr01,26,2TM,3,3,0,4,12,4.53,-0.33,-0.34,116.7,5.27,-2,-0.2,0.56,0,-0.1,-2,0.437,0.499,"$300,000",Amateur Draft
118,Doug Davis*\davisdo02,27,3TM,109.1,21,20,55,4.53,4.76,-0.34,0.18,101.6,5.36,10,1.2,0.75,-0.1,2.1,21,0.556,0.503,,Free Agency
43,Armando Benitez\benitar01,30,3TM,73,69,0,27,3.33,4.87,-0.14,-0.36,97.2,4.51,9,1,1.4,0,1.7,17,0.514,0.503,"$6,937,500",Traded
454,Joe Roa\roajo01,31,3TM,51.1,28,4,36,6.31,4.82,0.06,-0.21,96.5,4.37,-11,-1.1,0.27,0.2,-0.5,-7,0.461,0.496,"$315,000",Free Agency
384,Jesse Orosco*\oroscje01,46,3TM,34,65,0,31,8.21,4.92,-0.04,-0.37,94.7,4.36,-15,-1.4,1.44,-0.4,-1.5,-11,0.478,0.495,"$800,000",Traded
341,Dan Miceli\micelda01,32,4TM,70.1,57,0,27,3.45,4.68,0.19,-0.35,104.4,4.33,7,0.7,0.86,-0.2,1.2,13,0.512,0.502,"$350,000",Free Agency
574,Jarrod Washburn*\washbja01,28,ANA,207.1,32,32,106,4.6,4.87,0.14,0.18,97.3,4.78,4,0.4,,-0.1,2.4,28,0.514,0.503,"$3,875,000",Amateur Draft
276,John Lackey\lackejo01,24,ANA,204,33,33,117,5.16,4.91,0.14,0.18,97.7,4.84,-7,-0.7,,-0.1,1.3,16,0.48,0.496,"$315,000",Amateur Draft
385,Ramon Ortiz\ortizra02,30,ANA,180,32,32,121,6.05,4.85,0.15,0.18,96.6,4.71,-26,-2.4,,-0.1,-0.7,-6,0.424,0.485,"$2,266,667",Amateur Free Agent
497,Scot Shields\shielsc01,27,ANA,148.1,44,13,56,3.4,4.9,0.13,-0.06,97.3,4.58,20,2,0.46,-0.4,3.1,36,0.545,0.512,"$305,000",Amateur Draft
492,Aaron Sele\seleaa01,33,ANA,121.2,25,25,82,6.07,4.84,0.15,0.18,95.5,4.66,-19,-1.7,,-0.1,-0.6,-5,0.431,0.489,"$8,166,667",Free Agency
463,Francisco Rodriguez\rodrifr03,21,ANA,86,59,0,30,3.14,4.85,0.1,-0.36,97.3,4.27,11,1.1,1.05,-0.2,1.8,21,0.518,0.507,"$312,500",Amateur Free Agent
580,Ben Weber\weberbe01,33,ANA,80.1,62,0,26,2.91,4.92,0.14,-0.37,97.1,4.28,12,1.2,0.91,-0.2,1.9,21,0.52,0.508,"$375,000",Waivers
131,Brendan Donnelly\donnebr01,31,ANA,74,63,0,14,1.7,4.92,0.11,-0.37,96.4,4.28,21,2.1,1.57,0.4,3.4,30,0.534,0.513,"$325,000",Free Agency
404,Troy Percival\percitr01,33,ANA,49.1,52,0,22,4.01,4.92,0.11,-0.37,96.5,4.28,2,0.2,1.6,-0.1,0.6,7,0.503,0.501,"$7,833,333",Amateur Draft
256,Greg Jones\jonesgr01,26,ANA,27.2,18,0,15,4.88,4.92,0.13,-0.37,98,4.34,-2,-0.2,0.47,0,0.1,1,0.491,0.499,,Free Agency
202,Kevin Gregg\greggke01,25,ANA,24.2,5,3,9,3.28,4.88,0.13,0.08,97.1,4.69,4,0.4,0.42,0,0.6,7,0.58,0.502,,Free Agency
548,Derrick Turnbow\turnbde01,25,ANA,15.1,11,0,1,0.59,4.97,0.1,-0.37,97.8,4.4,7,0.7,0.29,-0.3,0.6,8,0.561,0.504,,Rule 5 Draft
55,Chris Bootcheck\bootcch01,24,ANA,10.1,4,1,13,11.32,4.87,0.17,-0.19,101.8,4.6,-8,-0.6,0.04,0.2,-0.3,-7,0.339,0.496,,Amateur Draft
465,Rich Rodriguez*\rodriri02,40,ANA,3.2,3,0,1,2.45,5.51,0.13,-0.41,99.6,4.95,1,0.1,0.18,-0.1,0.1,1,0.534,0.501,,Free Agency
340,Bart Miadich\miadiba01,27,ANA,2,1,0,4,18,4.89,0.15,-0.37,94,4.11,-3,-0.2,0.38,0.1,-0.1,-3,0.267,0.499,,Free Agency
35,Miguel Batista\batismi01,32,ARI,193.1,36,29,85,3.96,4.58,-0.18,0.14,106.8,5.23,27,2.9,0.78,-0.2,4.3,44,0.579,0.518,"$3,375,000",Free Agency
579,Brandon Webb\webbbr01,24,ARI,180.2,29,28,65,3.24,4.63,-0.15,0.17,108.7,5.39,42,4.8,0.05,-0.1,6.2,59,0.664,0.529,,Amateur Draft
128,Elmer Dessens\desseel01,32,ARI,175.2,34,30,107,5.48,4.64,-0.19,0.15,108.8,5.43,-2,-0.2,0.85,-0.1,1.2,14,0.495,0.499,"$3,000,000",Traded
486,Curt Schilling\schilcu01,36,ARI,168,24,24,58,3.11,4.64,-0.15,0.18,107.7,5.34,41,4.7,,-0.1,6,56,0.694,0.529,"$10,000,000",Traded
255,Randy Johnson*\johnsra05,39,ARI,114,18,18,61,4.82,4.45,-0.16,0.17,113,5.4,7,0.7,,-0.1,1.6,17,0.54,0.504,"$15,000,000",Free Agency
560,Oscar Villarreal\villaos01,21,ARI,98,86,1,40,3.67,4.71,-0.17,-0.34,109,4.95,13,1.4,1.2,-0.1,2.2,22,0.516,0.509,"$300,000",Amateur Free Agent
198,Andrew Good\goodan01,23,ARI,66.1,16,10,42,5.7,4.64,-0.19,0.11,114.9,5.67,0,0,0.45,-0.1,0.5,6,0.497,0.5,,Amateur Draft
431,Steve Randolph*\randost01,29,ARI,60,50,0,28,4.2,4.6,-0.16,-0.34,111.5,4.93,5,0.5,0.73,-0.2,0.8,10,0.51,0.503,"$300,000",Free Agency
318,Matt Mantei\mantema01,29,ARI,55,50,0,17,2.78,4.58,-0.13,-0.34,108.9,4.76,12,1.2,1.85,0.4,2.1,17,0.525,0.508,"$7,083,333",Traded
398,John Patterson\pattejo02,25,ARI,55,16,8,39,6.38,4.59,-0.18,0.05,109.1,5.26,-7,-0.7,0.53,0,-0.2,-2,0.456,0.496,,Free Agency
552,Jose Valverde\valvejo01,25,ARI,50.1,54,0,16,2.86,4.61,-0.12,-0.34,109,4.77,10,1.1,1.27,0,1.6,15,0.52,0.507,,Amateur Free Agent
383,Eddie Oropesa*\oropeed01,31,ARI,38.2,47,0,27,6.28,4.61,-0.16,-0.34,109.5,4.85,-6,-0.6,1.27,-0.2,-0.5,-3,0.486,0.496,,Free Agency
275,Mike Koplove\koplomi01,26,ARI,37.2,31,0,11,2.63,4.67,-0.17,-0.35,110.4,4.96,10,1,1.32,0.1,1.4,13,0.532,0.506,"$300,000",Amateur Draft
363,Mike Myers*\myersmi01,34,ARI,36.1,64,0,23,5.7,5.16,-0.19,-0.39,109,5.42,-1,-0.1,1.15,-0.1,0.1,2,0.498,0.499,"$1,750,000",Traded
78,Chris Capuano*\capuach01,24,ARI,33,9,5,19,5.18,4.64,-0.17,0.08,111.2,5.43,1,0.1,1.32,0,0.3,4,0.509,0.5,,Amateur Draft
194,Edgar Gonzalez\gonzaed01,20,ARI,18.1,9,2,10,4.91,4.62,-0.2,-0.03,106.8,5.1,0,0,0.91,0,0.2,2,0.504,0.5,,Amateur Free Agent
426,Brady Raggio\raggibr01,30,ARI,8.1,10,0,6,6.48,4.72,-0.16,-0.35,124.3,5.63,-1,-0.1,1.63,0,-0.1,0,0.492,0.499,,Purchased
59,Ricky Bottalico\bottari01,33,ARI,1.2,2,0,1,5.4,4.87,-0.21,-0.36,118,5.56,0,0,2.01,0,0,0,0.501,0.5,,Free Agency
310,Greg Maddux\maddugr01,37,ATL,218.1,36,36,112,4.62,4.55,0.23,0.17,100,4.5,-4,-0.4,,-0.1,1.3,16,0.489,0.498,"$14,750,000",Free Agency
386,Russ Ortiz\ortizru01,29,ATL,212.1,34,34,101,4.28,4.62,0.21,0.18,99.3,4.56,6,0.6,,-0.1,2.3,25,0.517,0.504,"$4,662,500",Traded
215,Mike Hampton*\hamptmi01,30,ATL,190,31,31,91,4.31,4.59,0.23,0.17,99.9,4.53,4,0.4,,-0.1,1.9,21,0.513,0.502,"$13,625,000",Traded
428,Horacio Ramirez*\ramirho01,23,ATL,182.1,29,29,91,4.49,4.56,0.22,0.17,99.6,4.49,-1,-0.1,,-0.1,1.3,16,0.497,0.499,"$300,000",Amateur Draft
444,Shane Reynolds\reynosh01,35,ATL,167.1,30,29,104,5.59,4.59,0.23,0.17,98.2,4.45,-22,-2.1,0.9,-0.1,-0.8,-7,0.43,0.487,,Free Agency
239,Trey Hodges\hodgetr01,25,ATL,65.2,52,1,38,5.21,4.61,0.2,-0.31,98.5,4.04,-9,-0.9,0.89,-0.1,-0.4,-3,0.483,0.495,"$300,000",Amateur Draft
504,John Smoltz\smoltjo01,36,ATL,64.1,62,0,9,1.26,4.63,0.17,-0.35,99.9,4.11,20,2.1,1.68,0.6,3.3,26,0.534,0.513,"$10,666,667",Free Agency
234,Roberto Hernandez\hernaro01,38,ATL,60,66,0,36,5.4,4.64,0.22,-0.35,99.9,4.08,-9,-0.9,1.06,-0.1,-0.5,-4,0.486,0.494,"$600,000",Free Agency
268,Ray King*\kingra01,29,ATL,59,80,0,30,4.58,4.8,0.2,-0.36,100.4,4.26,-2,-0.2,1.24,-0.1,0.1,3,0.497,0.499,"$600,000",Traded
54,Jung Bong*\bongju01,22,ATL,57,44,0,32,5.05,4.56,0.2,-0.34,98.7,3.97,-7,-0.7,0.98,-0.1,-0.3,-2,0.484,0.496,"$300,000",Amateur Free Agent
206,Kevin Gryboski\gryboke01,29,ATL,44.1,64,0,22,4.47,4.87,0.2,-0.36,98.8,4.25,-1,-0.1,1.36,-0.1,0.2,3,0.498,0.499,"$315,000",Traded
241,Darren Holmes\holmeda01,37,ATL,42,48,0,22,4.71,4.76,0.2,-0.36,98,4.13,-3,-0.3,0.75,0,0,1,0.494,0.498,"$700,000",Free Agency
321,Jason Marquis\marquja01,24,ATL,40.2,21,2,27,5.98,4.77,0.24,-0.22,99.6,4.3,-8,-0.8,0.2,0.2,-0.3,-4,0.464,0.495,"$368,000",Amateur Draft
114,Will Cunnane\cunnawi01,29,ATL,20,20,0,6,2.7,4.57,0.18,-0.34,98.9,4,3,0.3,1.47,0,0.5,5,0.514,0.502,,Free Agency
120,Joey Dawley\dawlejo01,31,ATL,7,5,0,14,18,4.83,0.28,-0.36,93.7,3.92,-11,-0.9,0.03,0.4,-0.4,-10,0.315,0.494,"$300,000",Free Agency
253,Jason Johnson\johnsja02,29,BAL,189.2,32,32,100,4.75,5.11,-0.01,0.19,98.5,5.23,11,1.1,,-0.1,2.9,32,0.533,0.507,"$2,900,000",Traded
229,Pat Hentgen\hentgpa01,34,BAL,160.2,28,22,74,4.15,5.06,-0.01,0.13,100.2,5.21,19,2,1.27,-0.1,3.5,37,0.571,0.512,"$1,200,000",Free Agency
303,Rodrigo Lopez\lopezro02,27,BAL,147,26,26,101,6.18,5.2,-0.01,0.18,98.2,5.29,-14,-1.3,,-0.1,0.1,2,0.448,0.492,"$325,000",Free Agency
116,Omar Daal*\daalom01,31,BAL,93.2,19,17,69,6.63,4.75,-0.01,0.15,99.6,4.88,-18,-1.6,1.74,-0.1,-0.8,-8,0.414,0.49,"$3,000,000",Free Agency
139,Eric DuBose*\duboser01,27,BAL,73.2,17,10,33,4.03,5.31,-0.01,0.11,99.3,5.38,11,1.1,1.5,0,1.9,19,0.567,0.507,,Free Agency
259,Jorge Julio\juliojo01,24,BAL,61.2,64,0,36,5.25,5.03,-0.01,-0.38,98.6,4.59,-4,-0.4,1.99,-0.4,-0.1,2,0.493,0.497,"$350,000",Traded
36,Rick Bauer\bauerri01,26,BAL,61.1,35,0,36,5.28,4.95,-0.01,-0.37,98.4,4.51,-5,-0.5,0.81,-0.1,0.1,2,0.486,0.497,"$325,000",Amateur Draft
288,Kerry Ligtenberg\ligteke01,32,BAL,59.1,68,0,23,3.49,5.13,-0.01,-0.39,99.5,4.72,8,0.8,1.36,0,1.5,15,0.512,0.505,"$1,200,000",Free Agency
473,B.J. Ryan*\ryanb.01,27,BAL,50.1,76,0,19,3.4,5.35,0,-0.4,99.1,4.9,9,0.8,1.71,0.2,1.6,14,0.511,0.505,"$762,500",Traded
138,Travis Driskill\drisktr01,31,BAL,48,20,0,35,6.56,5.01,-0.01,-0.31,103.3,4.86,-9,-0.9,1.16,-0.2,-0.5,-4,0.458,0.495,,Free Agency
205,Buddy Groom*\groombu01,37,BAL,45.1,60,0,27,5.36,5.24,-0.01,-0.39,99.9,4.85,-2,-0.2,1.47,-0.2,0.1,3,0.496,0.498,"$3,000,000",Free Agency
457,Willis Roberts\roberwi01,28,BAL,39.1,26,0,26,5.95,4.86,-0.01,-0.37,98.9,4.45,-6,-0.6,0.88,0,-0.3,-2,0.476,0.496,"$3,500,000",Free Agency
81,Hector Carrasco\carrahe01,33,BAL,38.1,40,0,22,5.17,5.44,-0.01,-0.41,98,4.94,-1,-0.1,1.24,-0.1,0.2,3,0.498,0.499,,Free Agency
396,John Parrish*\parrijo01,25,BAL,23.2,14,0,7,2.66,5.46,-0.01,-0.41,97.8,4.94,6,0.6,1.04,0,0.8,9,0.543,0.504,,Amateur Draft
448,Matt Riley*\rileyma01,23,BAL,10,2,2,2,1.8,5.38,-0.01,0.2,103.1,5.76,4,0.5,,0,0.6,6,0.744,0.503,,Amateur Draft
133,Sean Douglass\douglse01,24,BAL,8,3,0,12,13.5,5.63,-0.01,-0.42,100.5,5.24,-7,-0.6,0.23,0.2,-0.3,-6,0.305,0.496,,Amateur Draft
305,Derek Lowe\lowede01,30,BOS,203.1,33,33,113,5,4.84,-0.15,0.18,103.9,5.37,9,0.9,,-0.1,2.8,31,0.526,0.505,"$3,625,000",Traded
568,Tim Wakefield\wakefti01,36,BOS,202.1,35,33,106,4.71,4.92,-0.14,0.18,104,5.44,17,1.7,1.03,-0.1,3.6,39,0.548,0.51,"$4,000,000",Free Agency
325,Pedro Martinez\martipe02,31,BOS,186.2,29,29,52,2.51,4.86,-0.12,0.18,101.4,5.24,57,6.2,,-0.1,8,78,0.715,0.539,"$15,500,000",Traded
73,John Burkett\burkejo03,38,BOS,181.2,32,30,108,5.35,4.81,-0.15,0.15,102,5.22,-2,-0.2,0.34,-0.1,1.5,18,0.493,0.499,"$5,500,000",Free Agency
538,Mike Timlin\timlimi01,37,BOS,83.2,72,0,37,3.98,4.93,-0.14,-0.37,102.4,4.81,8,0.8,1.33,-0.1,1.6,17,0.511,0.505,"$1,850,000",Free Agency
170,Casey Fossum*\fossuca01,25,BOS,79,19,14,55,6.27,4.91,-0.14,0.12,105.1,5.43,-7,-0.7,0.32,0,0.1,2,0.464,0.496,"$324,500",Amateur Draft
335,Ramiro Mendoza\mendora01,31,BOS,66.2,37,5,51,6.89,5.08,-0.17,-0.17,105.2,5.33,-11,-1.1,0.88,-0.1,-0.5,-4,0.471,0.493,"$2,900,000",Free Agency
308,Brandon Lyon\lyonbr01,23,BOS,59,49,0,33,5.03,4.94,-0.15,-0.37,102.5,4.84,-1,-0.1,1.18,-0.1,0.4,5,0.498,0.499,"$309,500",Traded
151,Alan Embree*\embreal01,33,BOS,55,65,0,26,4.25,5.03,-0.13,-0.38,103.3,4.94,4,0.4,1.27,-0.1,1,10,0.507,0.503,"$3,000,000",Traded
498,Jason Shiell\shielja01,26,BOS,23.1,17,0,13,5.01,4.95,-0.13,-0.37,106.5,5.01,0,0,0.85,-0.1,0.2,3,0.5,0.5,,Free Agency
601,Steve Woodard\woodast01,28,BOS,17.2,7,0,10,5.09,4.85,-0.16,-0.22,106,5.08,0,0,0.61,0,0.2,2,0.5,0.5,,Free Agency
21,Bronson Arroyo\arroybr01,26,BOS,17.1,6,0,5,2.6,4.98,-0.12,-0.25,104,5.05,5,0.5,0.57,-0.1,0.6,7,0.582,0.503,,Waivers
407,Robert Person\persoro01,33,BOS,11.2,7,0,10,7.71,4.98,-0.14,-0.37,103.5,4.91,-4,-0.3,0.57,0,-0.2,-2,0.452,0.498,"$300,000",Free Agency
471,Ryan Rupe\rupery01,28,BOS,10,4,1,9,8.1,5.04,-0.17,-0.04,102.9,5.32,-3,-0.3,0.65,0,-0.2,-2,0.429,0.498,,Waivers
490,Rudy Seanez\seaneru01,34,BOS,8.2,9,0,7,7.27,5.24,-0.15,-0.39,103.9,5.19,-2,-0.2,0.89,0,-0.1,-1,0.479,0.499,,Free Agency
243,Bob Howry\howrybo01,29,BOS,4.1,4,0,6,12.46,4.86,-0.21,-0.37,99.7,4.68,-4,-0.3,0.48,0.1,-0.2,-3,0.415,0.498,"$1,700,000",Traded
539,Kevin Tolar*\tolarke01,32,BOS,4,6,0,5,11.25,5.05,-0.14,-0.38,111.3,5.36,-3,-0.2,0.55,0,-0.2,-2,0.459,0.498,,Free Agency
609,Carlos Zambrano\zambrca01,22,CHC,214,32,32,88,3.7,4.79,-0.16,0.18,101.2,5.18,34,3.8,,-0.1,5.4,54,0.618,0.523,"$340,000",Amateur Free Agent
419,Mark Prior\priorma01,22,CHC,211.1,30,30,67,2.85,4.69,-0.14,0.18,100.8,5.05,51,5.8,,-0.1,7.4,70,0.692,0.536,"$1,450,000",Amateur Draft
599,Kerry Wood\woodke02,26,CHC,211,32,32,77,3.28,4.75,-0.13,0.18,99.7,5.05,40,4.5,,-0.1,6.1,60,0.641,0.528,"$6,190,000",Amateur Draft
