Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
153,Chuck Finley*\finlech01,36,ANA,213.1,33,33,117,4.94,5.31,0.39,0.2,99.6,5.1,5,0.4,,-0.1,2.5,30,0.514,0.503,"$5,800,000",Amateur Draft--no sign
492,Steve Sparks\sparkst01,33,ANA,147.2,28,26,101,6.16,5.33,0.49,0.19,98.8,4.97,-19,-1.7,0.39,-0.1,-0.2,-1,0.441,0.49,"$1,387,500",Free Agency
33,Tim Belcher\belchti01,37,ANA,132.1,24,24,104,7.07,5.29,0.52,0.19,98.1,4.87,-32,-2.7,,-0.1,-1.4,-16,0.389,0.484,"$4,650,000",Free Agency
219,Ken Hill\hillke01,33,ANA,128.1,26,22,72,5.05,5.26,0.44,0.18,98.9,4.95,-1,-0.1,0.73,-0.1,1.2,14,0.497,0.499,"$5,500,000",Traded
267,Al Levine\levinal01,31,ANA,85,50,1,40,4.24,5.51,0.45,-0.35,99.8,4.7,5,0.4,0.65,-0.2,1.1,15,0.509,0.503,"$208,000",Waivers
389,Mark Petkovsek\petkoma01,33,ANA,83,64,0,37,4.01,5.42,0.47,-0.4,99.9,4.54,5,0.5,1.63,0,1.4,15,0.508,0.503,"$850,000",Traded
202,Shigetoshi Hasegawa\hasegsh01,30,ANA,77,64,1,45,5.26,5.35,0.45,-0.38,101.3,4.58,-6,-0.5,1.19,-0.2,0.1,4,0.492,0.497,"$900,000",Purchased
289,Mike Magnante*\magnami01,34,ANA,69.1,53,0,30,3.89,5.43,0.44,-0.4,99.5,4.56,5,0.5,0.93,-0.2,1.1,14,0.51,0.503,"$775,000",Free Agency
546,Jarrod Washburn*\washbja01,24,ANA,61.2,16,10,36,5.25,5.3,0.44,0.14,101.1,5.05,-1,-0.1,1.02,0,0.5,6,0.494,0.499,"$217,500",Amateur Draft
380,Troy Percival\percitr01,29,ANA,57,60,0,24,3.79,5.34,0.36,-0.4,99,4.54,5,0.5,2.14,0.1,1.2,12,0.508,0.503,"$1,975,000",Amateur Draft
163,Mike Fyhrie\fyhrimi01,29,ANA,51.2,16,7,32,5.57,5.4,0.5,0,101.7,4.98,-3,-0.3,0.66,0,0.2,3,0.482,0.498,"$245,000",Free Agency
364,Ramon Ortiz\ortizra02,26,ANA,48.1,9,9,35,6.52,5.34,0.42,0.2,101.3,5.19,-7,-0.6,,0,-0.1,-1,0.433,0.496,"$200,000",Amateur Free Agent
470,Scott Schoeneweis*\schoesc01,25,ANA,39.1,31,0,27,6.18,5.56,0.49,-0.41,99.9,4.65,-7,-0.6,0.98,-0.1,-0.3,-2,0.481,0.496,"$200,000",Amateur Draft
401,Lou Pote\potelo01,27,ANA,29.1,20,0,9,2.76,5.54,0.4,-0.41,100.7,4.76,7,0.6,1.2,0,0.9,10,0.531,0.504,"$200,000",Free Agency
100,Brian Cooper\coopebr01,24,ANA,27.2,5,5,15,4.88,5.18,0.43,0.2,101.1,5,0,0,,0,0.3,4,0.509,0.5,,Amateur Draft
225,Mike Holtz*\holtzmi01,26,ANA,22.1,28,0,20,8.06,5.72,0.44,-0.42,98.9,4.8,-8,-0.7,1.06,-0.1,-0.6,-5,0.474,0.496,"$290,000",Amateur Draft
303,Jack McDowell\mcdowja01,33,ANA,19,4,4,17,8.05,5.22,0.54,0.2,97,4.74,-7,-0.6,,0,-0.4,-5,0.359,0.497,"$500,000",Free Agency
323,Steve Mintz\mintzst01,30,ANA,5,3,0,2,3.6,5.13,0.52,-0.38,103.7,4.39,0,0,0.19,0,0.1,1,0.514,0.5,,Free Agency
11,Juan Alvarez*\alvarju01,25,ANA,3,8,0,1,3,6.58,0.28,-0.49,101,5.86,1,0.1,1.69,0,0.2,1,0.511,0.501,,Amateur Free Agent
238,Randy Johnson*\johnsra05,35,ARI,271.2,35,35,86,2.85,5.04,0.2,0.19,100.1,5.03,64,6.9,,-0.1,9.1,91,0.698,0.543,"$9,700,000",Free Agency
115,Omar Daal*\daalom01,27,ARI,214.2,32,32,92,3.86,5.07,0.26,0.19,101.7,5.08,28,2.9,,-0.1,4.6,49,0.59,0.518,"$2,625,000",Expansion Draft
37,Andy Benes\benesan01,31,ARI,198.1,33,32,117,5.31,5.06,0.28,0.18,100.1,4.96,-9,-0.8,0.46,-0.1,0.8,11,0.475,0.495,"$6,000,000",Free Agency
427,Armando Reynoso\reynoar02,33,ARI,167,31,27,90,4.85,5.07,0.3,0.17,102.1,5.04,3,0.3,1.28,-0.1,1.6,19,0.508,0.502,"$1,625,000",Free Agency
13,Brian Anderson*\anderbr02,27,ARI,130,31,19,69,4.78,4.96,0.29,0.1,104,4.96,2,0.2,0.66,-0.1,1.2,15,0.506,0.501,"$1,800,000",Expansion Draft
505,Todd Stottlemyre\stottto01,34,ARI,101.1,17,17,51,4.53,5.07,0.28,0.19,96.6,4.81,3,0.3,,0,1.1,13,0.515,0.502,"$8,000,000",Free Agency
512,Greg Swindell*\swindgr01,34,ARI,64.2,63,0,19,2.64,5.16,0.25,-0.39,99.8,4.51,13,1.3,1.33,0.1,1.9,19,0.52,0.508,"$1,333,333",Free Agency
361,Gregg Olson\olsongr01,32,ARI,60.2,61,0,28,4.15,5.06,0.26,-0.38,101.2,4.47,2,0.2,1.62,-0.1,0.6,8,0.503,0.501,"$850,000",Free Agency
223,Darren Holmes\holmeda01,33,ARI,48.2,44,0,21,3.88,5.03,0.28,-0.38,99,4.33,2,0.2,1.15,-0.1,0.6,7,0.505,0.501,"$1,466,666",Traded
90,Bobby Chouinard\chouibo01,27,ARI,40.1,32,0,16,3.57,5.03,0.27,-0.38,100.7,4.41,4,0.3,1.27,0,0.7,8,0.511,0.502,"$212,500",Waivers
252,Byung-Hyun Kim\kimby01,20,ARI,27.1,25,0,15,4.94,5.04,0.2,-0.38,101.6,4.53,-1,-0.1,1.46,-0.1,0,1,0.495,0.499,"$762,500",Amateur Free Agent
457,Erik Sabel\sabeler01,24,ARI,9.2,7,0,7,6.52,4.98,0.3,-0.38,97.8,4.2,-3,-0.2,0.46,0,-0.1,-2,0.466,0.499,,Amateur Draft
78,Dan Carlson\carlsda01,29,ARI,4,2,0,4,9,5.13,0.32,-0.39,100,4.42,-2,-0.2,0.98,0,-0.2,-2,0.408,0.499,,Free Agency
369,Vicente Padilla\padilvi01,21,ARI,2.2,5,0,5,16.88,6.21,0.51,-0.47,102.8,5.38,-3,-0.3,2.54,-0.2,-0.5,-3,0.437,0.498,,Amateur Free Agent
172,Tom Glavine*\glavito02,33,ATL,234,35,35,115,4.42,5.07,0.29,0.19,97.7,4.85,10,1,,-0.1,2.8,33,0.528,0.506,"$7,000,000",Amateur Draft
321,Kevin Millwood\millwke01,24,ATL,228,33,33,80,3.16,5.01,0.24,0.18,97.6,4.84,41,4.3,,-0.1,6.2,64,0.632,0.527,"$230,000",Amateur Draft
287,Greg Maddux\maddugr01,33,ATL,219.1,33,33,103,4.23,5.04,0.3,0.19,99,4.88,15,1.5,,-0.1,3.2,36,0.545,0.509,"$10,600,000",Free Agency
488,John Smoltz\smoltjo01,32,ATL,186.1,29,29,70,3.38,5,0.25,0.18,97.3,4.8,28,2.9,,-0.1,4.4,47,0.601,0.518,"$7,750,000",Free Agency
382,Odalis Perez*\perezod01,21,ATL,93,18,17,65,6.29,5.04,0.27,0.18,95.1,4.71,-17,-1.5,0.21,0,-0.8,-8,0.416,0.491,"$200,000",Amateur Free Agent
422,Mike Remlinger*\remlimi01,33,ATL,83.2,73,0,24,2.58,5.05,0.23,-0.38,97.1,4.31,16,1.5,1.37,0.1,2.4,24,0.521,0.509,"$1,100,000",Traded
438,John Rocker*\rockejo01,24,ATL,72.1,74,0,24,2.99,5.1,0.19,-0.39,98.4,4.45,11,1.1,1.86,0.3,2.1,19,0.515,0.507,"$217,500",Amateur Draft
305,Kevin McGlinchy\mcglike01,22,ATL,70.1,64,0,25,3.2,5.1,0.24,-0.39,98.2,4.39,9,0.9,1.25,0,1.5,16,0.514,0.505,"$200,000",Amateur Draft
473,Rudy Seanez\seaneru01,30,ATL,53.2,56,0,21,3.52,4.97,0.26,-0.38,99.7,4.32,4,0.4,1.78,0.1,1,10,0.508,0.503,"$775,000",Free Agency
88,Bruce Chen*\chenbr01,22,ATL,51,16,7,32,5.65,5.06,0.24,0.06,100.1,4.89,-5,-0.4,0.43,0,0,1,0.473,0.497,"$200,000",Amateur Free Agent
499,Russ Springer\sprinru01,30,ATL,47.1,49,0,20,3.8,5.1,0.22,-0.39,99,4.45,3,0.3,1.11,-0.1,0.6,8,0.506,0.502,,Traded
493,Justin Speier\speieju01,25,ATL,28.2,19,0,18,5.65,5.11,0.28,-0.39,95.2,4.23,-5,-0.4,0.3,0.1,-0.1,-2,0.477,0.497,"$201,000",Traded
135,Derrin Ebert*\ebertde01,22,ATL,8,5,0,5,5.63,5.21,0.28,-0.39,95.1,4.31,-1,-0.1,0.75,0,-0.1,0,0.477,0.499,,Amateur Draft
108,David Cortes\corteda01,25,ATL,3.2,4,0,3,7.36,5.27,0.28,-0.4,99.2,4.55,-1,-0.1,0.04,0,0,-1,0.472,0.499,,Traded
85,Mike Cather\cathemi01,28,ATL,2.2,4,0,3,10.13,5.01,0.39,-0.38,101.4,4.3,-2,-0.2,0.99,0,-0.1,-1,0.459,0.499,"$225,000",Purchased
507,Everett Stull\stullev01,27,ATL,0.2,1,0,3,40.5,4.93,0.63,-0.38,84,3.29,-3,-0.2,0,0.1,-0.1,-3,0.287,0.499,,Free Agency
573,Mark Wohlers\wohlema01,29,ATL,0.2,2,0,2,27,6.95,0.53,-0.53,96,5.67,-2,-0.1,0.45,0,-0.1,-2,0.428,0.499,"$5,200,000",Amateur Draft
570,Joe Winkelsas\winkejo01,25,ATL,0.1,1,0,2,54,5.59,1.27,-0.43,96,3.73,-2,-0.2,0.65,0,-0.1,-2,0.345,0.499,,Amateur Free Agent
142,Scott Erickson\ericksc01,31,BAL,230.1,34,34,127,4.96,5.12,0.26,0.19,96.1,4.85,-2,-0.2,,-0.1,2.1,25,0.495,0.499,"$6,079,931",Traded
397,Sidney Ponson\ponsosi01,22,BAL,210,32,32,118,5.06,5.27,0.26,0.2,94.5,4.93,-2,-0.2,,-0.1,1.8,23,0.494,0.499,"$250,000",Amateur Free Agent
341,Mike Mussina\mussimi01,30,BAL,203.1,31,31,88,3.9,5.21,0.23,0.19,95.5,4.94,24,2.4,,-0.1,4.3,48,0.577,0.515,"$6,623,143",Amateur Draft--no sign
235,Jason Johnson\johnsja02,25,BAL,115.1,22,21,74,5.77,5.22,0.26,0.2,95.7,4.94,-10,-0.9,0.05,-0.1,0.2,3,0.458,0.494,"$220,000",Traded
234,Doug Johns*\johnsdo04,31,BAL,86.2,32,5,45,4.67,5.41,0.25,-0.14,93.5,4.69,1,0.1,1.03,-0.1,0.8,11,0.502,0.5,"$300,000",Free Agency
525,Mike Timlin\timlimi01,33,BAL,63,62,0,30,4.29,5.15,0.23,-0.38,95.4,4.33,1,0,1.77,-0.1,0.6,8,0.501,0.5,"$2,250,000",Free Agency
273,Doug Linton\lintodo01,34,BAL,59,14,8,41,6.25,5.36,0.27,0.08,95.2,4.92,-8,-0.8,0.43,0,-0.1,-2,0.446,0.495,"$400,000",Free Agency
246,Scott Kamieniecki\kamiesc01,35,BAL,56.1,43,3,32,5.11,5.29,0.24,-0.3,95.6,4.53,-3,-0.3,1.35,-0.2,0.1,3,0.493,0.498,"$3,350,000",Free Agency
428,Arthur Rhodes*\rhodear01,29,BAL,53,43,0,37,6.28,5.37,0.2,-0.4,94.6,4.51,-10,-0.9,1.31,-0.3,-0.6,-4,0.478,0.494,"$2,200,000",Amateur Draft
50,Ricky Bones\bonesri01,30,BAL,43.2,30,2,29,5.98,5.46,0.28,-0.26,93.6,4.61,-6,-0.6,1.02,-0.1,-0.2,-1,0.48,0.496,"$800,000",Free Agency
363,Jesse Orosco*\oroscje01,42,BAL,32,65,0,21,5.91,5.5,0.21,-0.41,94.8,4.63,-4,-0.4,1.39,-0.2,-0.2,-1,0.494,0.497,"$800,000",Free Agency
152,Mike Fetters\fettemi01,34,BAL,31,27,0,23,6.68,5.41,0.26,-0.4,95.2,4.51,-7,-0.7,0.69,0,-0.3,-4,0.475,0.496,"$750,000",Free Agency
327,Gabe Molina\molinga01,24,BAL,23,20,0,19,7.43,5.39,0.24,-0.4,96.5,4.58,-7,-0.7,0.84,0,-0.4,-4,0.468,0.496,,Amateur Draft
430,Matt Riley*\rileyma01,19,BAL,11,3,3,9,7.36,5.52,0.28,0.21,94.6,5.16,-3,-0.2,,0,-0.1,-1,0.423,0.499,,Amateur Draft
147,Brian Falkenborg\falkebr01,21,BAL,3,2,0,0,0,5.28,0.24,-0.39,90,4.18,1,0.1,1.23,0,0.2,2,0.568,0.501,,Amateur Draft
296,Pedro Martinez\martipe02,27,BOS,213.1,31,29,56,2.36,5.31,0.22,0.19,103.5,5.47,75,7.8,0.56,-0.2,9.8,100,0.751,0.548,"$11,100,000",Traded
399,Mark Portugal\portuma01,36,BOS,150.1,31,27,100,5.99,5.27,0.35,0.18,102.1,5.2,-13,-1.1,0.52,-0.1,0.4,5,0.464,0.493,"$2,700,000",Free Agency
414,Pat Rapp\rapppa01,31,BOS,146.1,37,26,78,4.8,5.21,0.31,0.11,102.2,5.12,6,0.5,0.78,-0.1,2,23,0.515,0.503,"$1,650,000",Free Agency
540,Tim Wakefield\wakefti01,32,BOS,140,49,17,93,5.98,5.31,0.32,0.02,102.8,5.16,-12,-1.1,1.25,-0.2,0.2,4,0.477,0.493,"$4,000,000",Free Agency
458,Bret Saberhagen\saberbr01,35,BOS,119,22,22,43,3.25,5.22,0.32,0.19,102.3,5.21,26,2.6,,-0.1,3.8,40,0.619,0.516,"$3,500,000",Free Agency
282,Derek Lowe\lowede01,26,BOS,109.1,74,0,35,2.88,5.23,0.29,-0.39,102.7,4.67,22,2.1,1.42,0.2,3.5,35,0.528,0.513,"$245,000",Traded
449,Brian Rose\rosebr01,23,BOS,98,22,18,59,5.42,5.27,0.35,0.17,103.1,5.24,-1,-0.1,1,-0.1,0.8,10,0.494,0.499,,Amateur Draft
545,John Wasdin\wasdijo01,26,BOS,74.1,45,0,38,4.6,5.3,0.3,-0.29,102.8,4.85,2,0.2,1.11,-0.1,0.9,11,0.505,0.501,"$500,000",Traded
105,Rheal Cormier*\cormirh01,32,BOS,63.1,60,0,34,4.83,5.38,0.33,-0.4,101.8,4.74,0,0,1.45,-0.1,0.5,7,0.499,0.5,"$900,000",Free Agency
167,Rich Garces\garceri01,28,BOS,40.2,30,0,9,1.99,5.45,0.27,-0.4,103.5,4.94,13,1.3,1.03,-0.1,1.7,18,0.543,0.508,"$300,000",Free Agency
89,Jin Ho Cho\choji01,23,BOS,39.1,9,7,26,5.95,5.05,0.36,0.15,104.5,5.06,-4,-0.3,0.56,0,0.1,1,0.463,0.498,,Amateur Free Agent
297,Ramon Martinez\martira02,31,BOS,20.2,4,4,8,3.48,5.65,0.28,0.22,101.7,5.69,5,0.5,,0,0.7,8,0.628,0.503,"$1,500,000",Free Agency
177,Tom Gordon\gordoto01,31,BOS,17.2,21,0,11,5.6,5.56,0.25,-0.41,101.4,4.97,-1,-0.1,1.54,-0.1,0,1,0.495,0.499,"$3,750,000",Free Agency
198,Tim Harikkala\harikti01,27,BOS,13,7,0,9,6.23,5.68,0.33,-0.42,95.7,4.71,-2,-0.2,1.07,0,-0.1,-1,0.472,0.499,,Free Agency
357,Tomo Ohka\ohkato01,23,BOS,13,8,2,12,8.31,5.01,0.38,-0.13,100.4,4.52,-5,-0.5,0.21,0.1,-0.3,-4,0.44,0.497,"$200,000",Purchased
379,Juan Pena\penaju01,22,BOS,13,2,2,1,0.69,5.12,0.23,0.2,102.7,5.22,7,0.7,,0,0.8,8,0.848,0.504,"$200,000",Amateur Draft
185,Kip Gross\grosski01,34,BOS,12.2,11,1,11,7.82,5.28,0.33,-0.25,98.6,4.63,-4,-0.4,0.77,0,-0.3,-3,0.464,0.498,"$500,000",Free Agency
574,Bob Wolcott\wolcobo01,25,BOS,6.2,4,0,6,8.1,4.49,0.34,-0.33,106,4.05,-3,-0.3,0.51,0,-0.1,-2,0.435,0.498,,Traded
463,Marino Santana\santama01,27,BOS,4,3,0,7,15.75,4.9,0.37,-0.36,102.7,4.28,-5,-0.4,0.09,0.2,-0.2,-5,0.362,0.497,,Purchased
67,Kirk Bullinger\bulliki01,29,BOS,2,4,0,1,4.5,6.31,0.35,-0.47,98.4,5.41,0,0,1.45,0,0,0,0.505,0.5,,Free Agency
527,Steve Trachsel\trachst01,28,CHC,205.2,34,34,133,5.82,5.02,-0.13,0.18,97.7,5.22,-15,-1.4,,-0.1,0.3,6,0.459,0.491,"$5,250,000",Amateur Draft
269,Jon Lieber\liebejo01,29,CHC,203.1,31,31,107,4.74,5.03,-0.13,0.19,96.7,5.16,9,0.8,,-0.1,2.5,29,0.527,0.505,"$2,100,000",Traded
514,Kevin Tapani\tapanke01,35,CHC,136,23,23,81,5.36,5.05,-0.14,0.19,99.4,5.34,-1,-0.1,,-0.1,1,12,0.496,0.499,"$3,500,000",Free Agency
