Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
11,Wilson Alvarez*\alvarwi01,27,2TM,212,33,33,97,4.12,4.77,-0.04,0.18,96.7,4.82,16,1.6,,-0.1,3.5,39,0.549,0.507,"$4,662,500",Traded
93,Mark Clark\clarkma01,29,2TM,205,32,31,96,4.21,4.62,0.27,0.16,95.3,4.3,2,0.3,0.84,-0.1,1.8,20,0.508,0.498,"$2,200,000",Traded
18,Pedro Astacio\astacpe01,28,2TM,202.1,33,31,98,4.36,4.7,-0.18,0.16,98.9,4.99,14,1.5,1.2,-0.1,3.1,32,0.546,0.504,"$2,900,000",Traded
212,Ken Hill\hillke01,31,2TM,190,31,31,103,4.88,5.03,0.13,0.18,102.8,5.22,6,0.7,,-0.1,2.5,29,0.522,0.501,"$4,850,000",Traded
333,Terry Mulholland*\mulhote01,34,2TM,186.2,40,27,100,4.82,4.69,0.26,0.12,100.9,4.59,-5,-0.5,0.79,-0.1,1,11,0.488,0.499,"$2,400,000",Free Agency
86,Frank Castillo\castifr01,28,2TM,184.1,34,33,121,5.91,4.59,0.13,0.16,116.2,5.36,-11,-1.1,0.11,-0.1,0.4,5,0.468,0.496,"$1,740,000",Amateur Draft
351,Omar Olivares\olivaom01,29,2TM,177.1,32,31,109,5.53,5.12,-0.22,0.19,100.6,5.56,0,0,0.31,-0.1,1.7,21,0.499,0.5,"$1,125,000",Free Agency
243,Jeff Juden\judenje01,26,2TM,161.1,30,27,85,4.74,4.71,0.11,0.16,99.8,4.75,0,0,0.13,-0.1,1.4,15,0.501,0.501,"$185,000",Traded
117,Danny Darwin\darwida01,41,2TM,157.1,31,24,86,4.92,4.88,-0.05,0.15,98.7,5,1,0.1,0.77,-0.1,1.5,18,0.503,0.501,"$475,000",Free Agency
445,John Smiley*\smilejo01,32,2TM,154.1,26,26,99,5.77,4.8,-0.05,0.17,99.4,5,-14,-1.3,,-0.1,-0.1,1,0.449,0.494,"$3,750,000",Free Agency
390,Pat Rapp\rapppa01,29,2TM,141.2,27,25,83,5.27,4.67,0.03,0.15,98.6,4.71,-9,-0.9,0.43,-0.1,0.3,3,0.468,0.498,"$1,125,000",Expansion Draft
427,Scott Sanders\sandesc02,28,2TM,139.2,47,20,92,5.93,4.94,-0.17,0.04,98.9,5.1,-14,-1.3,1.23,-0.2,-0.1,3,0.473,0.494,"$1,300,000",Traded
199,Rick Helling\helliri01,26,2TM,131,41,16,67,4.6,4.74,0.03,0.01,100.6,4.75,2,0.2,1.35,-0.1,1.3,15,0.504,0.5,"$165,000",Traded
270,Felipe Lira\lirafe01,25,2TM,110.2,28,18,82,6.67,5.11,-0.3,0.13,99.9,5.55,-14,-1.3,1.54,-0.2,-0.3,-1,0.454,0.497,"$285,000",Amateur Free Agent
53,Ricky Bones\bonesri01,28,2TM,96,30,13,81,7.59,4.99,0.28,0,103.9,4.9,-29,-2.7,0.84,0,-1.6,-18,0.411,0.491,"$740,000",Free Agency
234,Mike Johnson\johnsmi02,21,2TM,89.2,25,16,70,7.03,4.87,0.13,0.01,97.8,4.64,-24,-2.2,0.23,0.2,-1.1,-15,0.412,0.493,"$150,000",Purchased
489,Fernando Valenzuela*\valenfe01,36,2TM,89,18,18,61,6.17,4.54,-0.53,0.16,94.2,4.89,-13,-1.2,,-0.1,-0.5,-5,0.435,0.497,"$1,650,000",Free Agency
83,Hector Carrasco\carrahe01,27,2TM,86,66,0,46,4.81,4.81,0.07,-0.37,100.3,4.39,-4,-0.4,0.89,-0.2,0.2,4,0.494,0.499,"$560,000",Traded
416,Mel Rojas\rojasme01,30,2TM,85.1,77,0,47,4.96,4.71,0.21,-0.36,101.3,4.19,-7,-0.7,1.37,-0.3,-0.3,0,0.49,0.498,"$4,583,333",Free Agency
209,Roberto Hernandez\hernaro01,32,2TM,80.2,74,0,24,2.68,4.83,0.01,-0.37,97.2,4.33,15,1.5,1.78,0.4,2.7,23,0.52,0.505,"$4,620,000",Traded
509,Turk Wendell\wendetu01,30,2TM,76.1,65,0,42,4.95,4.72,0.23,-0.36,102.6,4.24,-6,-0.6,1.05,-0.1,-0.1,1,0.49,0.498,"$350,000",Traded
