Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
469,Curt Schilling\schilcu01,33,2TM,210.1,29,29,90,3.85,5.12,0.09,0.18,102.4,5.33,34,3.5,,-0.1,5.2,55,0.621,0.511,"$5,650,000",Traded
356,Denny Neagle*\neaglde01,31,2TM,209,34,33,109,4.69,5.23,0.1,0.19,99.3,5.28,13,1.4,0.28,-0.1,3.2,36,0.541,0.505,"$4,750,000",Traded
532,Steve Trachsel\trachst01,29,2TM,200.2,34,34,116,5.2,5.39,0.05,0.21,101,5.62,8,0.7,,-0.1,2.7,34,0.521,0.503,"$1,000,000",Free Agency
20,Andy Ashby\ashbyan01,32,2TM,199.1,31,31,124,5.6,5.07,0.17,0.18,99.5,5.06,-12,-1,,-0.1,0.5,7,0.466,0.497,"$5,900,000",Traded
276,Esteban Loaiza\loaizes01,28,2TM,199.1,34,31,112,5.06,5.47,-0.21,0.19,102,5.99,19,1.9,0.88,-0.1,3.8,45,0.555,0.505,"$2,650,000",Traded
313,Brian Meadows\meadobr01,24,2TM,196.1,33,32,119,5.46,5.26,0.09,0.19,94.7,5.08,-9,-0.8,1.68,-0.1,0.8,12,0.475,0.496,"$360,000",Traded
18,Rolando Arrojo\arrojro01,34,2TM,172.2,32,32,118,6.15,5.44,0.3,0.2,111.3,5.94,-5,-0.5,,-0.1,1,14,0.486,0.498,"$325,000",Traded
53,Kent Bottenfield\botteke01,31,2TM,171.2,29,29,106,5.56,5.49,0.36,0.2,103.3,5.51,-2,-0.1,,-0.1,1.4,19,0.495,0.498,"$4,000,000",Traded
39,Jason Bere\bereja01,29,2TM,169.1,31,31,107,5.69,5.12,0.09,0.19,98,5.12,-11,-1,,-0.1,0.4,7,0.467,0.497,"$800,000",Traded
111,Omar Daal*\daalom01,28,2TM,167,32,28,128,6.9,5.17,0.11,0.16,100.4,5.24,-31,-2.6,1.33,-0.1,-1.3,-15,0.418,0.49,"$5,625,000",Expansion Draft
589,Jay Witasick\witasja01,27,2TM,150,33,25,107,6.42,5.34,0.15,0.14,97.1,5.18,-22,-1.9,0.86,-0.1,-0.6,-4,0.442,0.494,"$250,000",Traded
594,Steve Woodard\woodast01,25,2TM,147.2,40,22,105,6.4,5.21,0.09,0.05,98.1,5.08,-22,-2,0.86,-0.1,-0.8,-6,0.449,0.492,"$350,000",Traded
