Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
250,Roberto Hernandez\hernaro01,41,2TM,63.2,68,0,32,4.52,4.91,-0.13,-0.36,98.1,4.6,1,0.1,1.21,-0.2,0.5,6,0.501,0.5,"$2,750,000",Traded
411,Russ Ortiz\ortizru01,32,2TM,63,26,11,60,8.57,5.1,-0.04,-0.04,102.7,5.23,-24,-2.2,0.3,0.2,-1.3,-17,0.417,0.492,"$7,875,000",Free Agency
531,Kyle Snyder\snydeky01,28,2TM,60.1,17,11,51,7.61,5.19,-0.16,0.09,102,5.55,-14,-1,0.65,0,-0.4,-7,0.44,0.496,,Waivers
19,Danys Baez\baezda01,28,2TM,59.2,57,0,35,5.28,4.86,-0.15,-0.36,98.5,4.58,-4,-0.4,1.38,-0.2,-0.1,1,0.492,0.498,"$4,000,000",Traded
201,Geremi Gonzalez\gonzaje01,31,2TM,56,24,4,43,6.91,4.77,0.1,-0.16,100.7,4.52,-15,-1.4,0.78,0,-0.9,-10,0.443,0.494,,Traded
383,Guillermo Mota\motagu01,32,2TM,55.2,52,0,29,4.69,4.95,-0.07,-0.37,97.2,4.52,-1,-0.1,0.78,-0.1,0.4,5,0.498,0.498,"$3,000,000",Traded
606,Bob Wickman\wickmbo01,37,2TM,54,57,0,22,3.67,4.89,-0.13,-0.36,99.6,4.64,6,0.6,1.51,0,1.1,11,0.51,0.502,"$5,000,000",Traded
507,Rudy Seanez\seaneru01,37,2TM,53,49,0,32,5.43,5.14,-0.12,-0.38,103,5.03,-3,-0.3,0.73,-0.1,0.2,4,0.494,0.499,"$1,900,000",Free Agency
505,Scott Schoeneweis*\schoesc01,32,2TM,51.2,71,0,28,4.88,5.19,0.22,-0.38,100.7,4.62,-2,-0.1,1.34,-0.1,0.3,4,0.498,0.497,"$2,750,000",Traded
55,Bill Bray*\braybi01,23,2TM,50.2,48,0,27,4.8,4.91,-0.27,-0.36,100.1,4.82,0,0,1.05,-0.1,0.4,5,0.501,0.5,,Traded
354,Joe Mays\maysjo01,30,2TM,50.2,13,10,56,9.95,5.17,-0.08,0.17,103.3,5.59,-25,-2,0.69,0,-1.5,-19,0.35,0.494,"$1,000,000",Free Agency
140,Scott Dohmann\dohmasc01,28,2TM,48.1,48,0,39,7.26,5.02,0.13,-0.37,106.5,4.82,-13,-1.3,1.07,-0.2,-1,-8,0.474,0.496,"$333,000",Amateur Draft
116,Rheal Cormier*\cormirh01,39,2TM,48,64,0,13,2.44,4.96,-0.19,-0.37,104.4,4.99,14,1.4,1.31,0.1,2,18,0.522,0.505,"$2,500,000",Traded
99,Vinnie Chulk\chulkvi01,27,2TM,46.1,48,0,29,5.63,5.04,0.29,-0.37,100.4,4.39,-7,-0.6,1.25,-0.1,-0.3,-2,0.487,0.498,"$348,500",Traded
602,Kip Wells\wellski01,29,2TM,44.1,9,9,33,6.7,4.93,-0.24,0.19,97.7,5.25,-7,-0.7,,0,-0.3,-3,0.427,0.497,"$4,150,000",Traded
467,David Riske\riskeda01,29,2TM,44,41,0,20,4.09,5.14,-0.21,-0.38,103.7,5.15,5,0.5,0.69,-0.2,0.8,10,0.511,0.502,"$1,800,000",Traded
27,Denny Bautista\bautide01,23,2TM,41.2,12,8,34,7.34,5.2,0.17,0.09,103.8,5.31,-10,-0.9,0.19,0.2,-0.3,-5,0.427,0.498,"$335,500",Traded
128,Zach Day\dayza01,28,2TM,40,8,8,32,7.2,4.69,-0.13,0.18,100.1,5.01,-10,-0.7,,0,-0.4,-6,0.408,0.498,"$600,000",Traded
611,Scott Williamson\willisc01,30,2TM,39.1,42,0,26,5.95,4.85,0.02,-0.36,99,4.43,-7,-0.6,0.75,0,-0.3,-3,0.485,0.498,"$2,000,000",Free Agency
114,Bryan Corey\coreybr01,32,2TM,39,32,0,16,3.69,5.1,-0.07,-0.38,103.8,4.98,5,0.5,0.65,-0.2,0.7,10,0.516,0.502,,Traded
518,Brian Shouse*\shousbr01,37,2TM,38.1,65,0,18,4.23,5.09,0.05,-0.38,101.5,4.73,2,0.2,1.58,0,0.6,6,0.503,0.501,"$725,000",Traded
628,Esteban Yan\yanes01,31,2TM,37.1,27,0,25,6.03,5.06,-0.11,-0.32,101,4.9,-5,-0.4,0.78,0,-0.1,-1,0.483,0.499,"$1,250,000",Traded
214,Eddie Guardado*\guarded01,35,2TM,37,43,0,19,4.62,5.05,0.1,-0.37,100.4,4.6,0,0,1.49,-0.1,0.3,4,0.5,0.499,"$6,250,000",Traded
519,Brian Sikorski\sikorbr01,31,2TM,34,30,0,19,5.03,4.94,0.02,-0.37,92.9,4.24,-3,-0.3,0.88,0,0,1,0.49,0.499,,Traded
92,Fabio Castro*\castrfa01,21,2TM,31.2,20,0,9,2.56,5.02,-0.06,-0.37,102.1,4.82,8,0.8,0.66,-0.2,0.9,11,0.541,0.504,"$327,000",Traded
332,Mike MacDougal\macdomi01,29,2TM,29,29,0,5,1.55,5.11,-0.15,-0.38,104.8,5.11,11,1.1,1.44,0.2,1.6,15,0.539,0.505,"$430,000",Traded
270,Kevin Jarvis\jarvike01,36,2TM,28,9,4,27,8.68,5.28,-0.13,0.05,104.8,5.72,-9,-0.8,0.26,0.1,-0.4,-6,0.409,0.497,,Free Agency
501,Scott Sauerbeck*\sauersc01,34,2TM,25.1,46,0,17,6.04,5.45,-0.07,-0.41,98.1,5.02,-3,-0.3,0.65,0,-0.1,0,0.493,0.499,"$1,200,000",Free Agency
591,Tyler Walker\walkety01,30,2TM,25.1,26,0,20,7.11,5.14,-0.11,-0.38,100.1,4.87,-6,-0.6,1.94,-0.1,-0.4,-4,0.477,0.499,"$387,000",Free Agency
538,Chris Spurling\spurlch01,29,2TM,21.1,16,0,12,5.06,5.05,0.18,-0.37,99.1,4.47,-1,-0.1,0.57,-0.1,0,1,0.491,0.5,"$725,000",Traded
71,Mike Burns\burnsmi01,27,2TM,21,18,0,17,7.29,4.89,-0.31,-0.36,103.2,4.99,-5,-0.5,0.32,0.1,-0.2,-3,0.472,0.498,"$332,500",Traded
526,Matt Smith*\smithma04,27,2TM,20.2,26,0,2,0.87,5.17,-0.18,-0.38,97.7,4.85,9,0.9,0.85,-0.2,0.9,11,0.535,0.503,,Amateur Draft
62,Jim Brower\broweji01,33,2TM,20,18,0,27,12.15,5.02,0.08,-0.37,93.5,4.28,-18,-1.6,0.57,0.3,-1.1,-15,0.412,0.494,"$700,000",Free Agency
40,Adam Bernero\bernead01,29,2TM,15,4,3,10,6,5.28,0.11,0.15,101.3,5.39,-1,0.2,1.07,0,0.4,1,0.559,0.502,,Free Agency
291,Sun-Woo Kim\kimsu01,28,2TM,13.2,8,1,19,12.51,4.93,-0.09,-0.17,109.1,5.28,-11,-0.9,0.49,0.2,-0.6,-10,0.384,0.496,"$600,000",Conditional Deal
47,Chris Booker\bookech01,29,2TM,8.1,11,0,9,9.72,5.18,-0.12,-0.38,93.8,4.61,-5,-0.3,0.82,0.1,0,-4,0.477,0.5,,Waivers
275,Jason Johnson\johnsja02,32,3TM,115,24,20,86,6.73,4.95,-0.22,0.15,99.6,5.29,-19,-1.7,0.21,-0.1,-0.6,-5,0.427,0.495,"$3,500,000",Purchased
599,Brandon Webb\webbbr01,27,ARI,235,33,33,91,3.49,4.84,-0.01,0.19,105.1,5.29,48,5.1,,-0.1,7,69,0.656,0.532,"$2,500,000",Amateur Draft
25,Miguel Batista\batismi01,35,ARI,206.1,34,33,116,5.06,4.87,-0.01,0.19,105.1,5.32,7,0.7,0.18,-0.1,2.3,25,0.519,0.504,"$4,750,000",Traded
572,Claudio Vargas\vargacl01,28,ARI,167.2,31,30,101,5.42,4.87,-0.01,0.18,104,5.26,-2,-0.2,0.17,-0.1,1.1,12,0.492,0.498,"$1,275,000",Waivers
200,Enrique Gonzalez\gonzaen01,23,ARI,106.1,22,18,71,6.01,4.87,-0.01,0.16,104.2,5.25,-9,-0.8,0.17,-0.1,0,1,0.462,0.495,,Amateur Free Agent
123,Juan Cruz\cruzju02,27,ARI,94.2,31,15,45,4.28,4.83,-0.01,0.06,106.1,5.19,10,1,0.74,-0.1,1.7,18,0.532,0.506,"$575,000",Traded
362,Brandon Medders\meddebr01,26,ARI,71.2,60,0,37,4.65,4.88,-0.01,-0.36,104.9,4.75,1,0.1,0.91,-0.1,0.6,7,0.502,0.501,"$327,000",Free Agency
330,Brandon Lyon\lyonbr01,26,ARI,69.1,68,0,32,4.15,4.85,-0.01,-0.36,105.9,4.76,5,0.5,1.35,0,1.1,11,0.507,0.503,"$830,000",Traded
581,Luis Vizcaino\vizcalu01,31,ARI,65.1,70,0,26,3.58,4.85,0,-0.36,105.4,4.74,9,0.9,1.31,0,1.4,14,0.512,0.505,"$1,775,000",Traded
570,Jose Valverde\valvejo01,28,ARI,49.1,44,0,32,5.84,4.86,-0.01,-0.36,106.5,4.8,-6,-0.5,1.35,-0.2,-0.3,-1,0.488,0.497,"$359,000",Amateur Free Agent
11,Greg Aquino\aquingr01,28,ARI,48.1,42,0,27,5.03,4.8,-0.01,-0.35,106.6,4.74,-1,-0.1,0.5,-0.1,0.2,3,0.497,0.499,"$342,000",Amateur Free Agent
199,Edgar Gonzalez\gonzaed01,23,ARI,42.2,11,5,20,4.22,4.74,-0.01,0.06,99.6,4.79,3,0.3,0.67,0,0.6,7,0.526,0.502,,Amateur Free Agent
426,Tony Pena\penato03,24,ARI,30.2,25,0,21,6.16,4.8,-0.01,-0.35,107,4.76,-5,-0.5,1.32,-0.1,-0.3,-2,0.482,0.497,,Amateur Free Agent
212,Jason Grimsley\grimsja01,38,ARI,27.2,19,0,15,4.88,4.91,-0.01,-0.36,106.7,4.87,0,0,0.81,-0.1,0.2,2,0.5,0.5,"$825,000",Free Agency
98,Randy Choate*\choatra01,30,ARI,16,30,0,9,5.06,5.22,-0.01,-0.38,104.2,5.05,0,0,0.75,0,0.1,1,0.5,0.5,,Free Agency
124,Casey Daigle\daiglca01,25,ARI,12.1,10,0,5,3.65,4.99,-0.01,-0.37,109.3,5.06,2,0.2,0.66,-0.1,0.3,3,0.52,0.501,,Amateur Draft
400,Dustin Nippert\nippedu01,25,ARI,10,2,2,13,11.7,4.85,-0.01,0.19,110,5.55,-7,-0.5,,0,-0.4,-6,0.249,0.497,,Amateur Draft
523,Doug Slaten*\slatedo01,26,ARI,5.2,9,0,0,0,5.16,-0.01,-0.38,98.3,4.7,3,0.3,1.23,0,0.4,3,0.533,0.502,,Amateur Draft
297,Mike Koplove\koplomi01,29,ARI,3,2,0,1,3,4.47,-0.01,-0.33,108.7,4.51,1,0.1,1.61,0,0.1,1,0.526,0.5,,Amateur Draft
388,Terry Mulholland*\mulhote01,43,ARI,3,5,0,3,9,5.05,-0.01,-0.37,110.2,5.16,-1,-0.1,1.7,0,-0.1,-1,0.476,0.499,"$800,000",Free Agency
20,Jeff Bajenaru\bajenje01,28,ARI,1,1,0,4,36,4.77,-0.02,-0.35,110,4.88,-3,-0.3,1.44,-0.1,-0.3,-3,0.246,0.498,,Traded
529,John Smoltz\smoltjo01,39,ATL,232,35,35,93,3.61,4.92,-0.06,0.19,98.1,5.07,38,4,,-0.1,5.9,59,0.616,0.525,"$11,000,000",Free Agency
262,Tim Hudson\hudsoti01,30,ATL,218.1,35,35,129,5.32,4.9,-0.07,0.19,99.2,5.12,-4,-0.4,,-0.1,1.3,15,0.488,0.497,"$6,500,000",Traded
268,Chuck James*\jamesch03,24,ATL,119,25,18,54,4.08,4.88,-0.06,0.13,97.4,4.94,12,1.2,0.85,-0.1,2.1,22,0.548,0.507,"$327,000",Amateur Draft
579,Oscar Villarreal\villaos01,24,ATL,92.1,58,4,41,4,4.9,-0.07,-0.23,98.6,4.67,7,0.7,0.92,-0.2,1.4,15,0.512,0.504,"$462,500",Traded
560,John Thomson\thomsjo01,32,ATL,80.1,18,15,55,6.16,4.98,-0.07,0.16,97,5.05,-10,-0.9,0.89,0,-0.3,-3,0.449,0.494,"$4,750,000",Free Agency
448,Horacio Ramirez*\ramirho01,26,ATL,76.1,14,14,42,4.95,4.94,-0.07,0.19,99.6,5.18,2,0.2,,0,0.8,9,0.516,0.501,"$2,200,000",Amateur Draft
115,Lance Cormier\cormila01,25,ATL,73.2,29,9,44,5.38,4.87,-0.07,0,97.8,4.83,-4,-0.4,0.89,-0.1,0.2,2,0.486,0.497,"$345,000",Traded
454,Ken Ray\rayke01,31,ATL,67.2,69,0,36,4.79,4.94,-0.07,-0.36,98.1,4.55,-2,-0.2,0.88,-0.1,0.3,4,0.498,0.499,,Purchased
125,Kyle Davies\davieky01,22,ATL,63.1,14,14,60,8.53,5.11,-0.08,0.2,98.3,5.29,-23,-2,,0,-1.4,-17,0.361,0.488,"$333,500",Amateur Draft
355,Macay McBride*\mcbrima01,23,ATL,56.2,71,0,28,4.45,4.95,-0.06,-0.36,99,4.6,1,0.1,0.97,-0.1,0.5,6,0.502,0.501,"$332,000",Amateur Draft
421,Chad Paronto\paronch01,30,ATL,56.2,65,0,23,3.65,4.99,-0.06,-0.37,97.3,4.56,6,0.6,1.05,-0.1,1,11,0.509,0.504,,Free Agency
629,Tyler Yates\yatesty01,28,ATL,50,56,0,23,4.14,4.92,-0.06,-0.36,98.7,4.56,2,0.2,1.18,-0.1,0.6,7,0.504,0.501,,Free Agency
457,Chris Reitsma\reitsch01,28,ATL,28,27,0,27,8.68,4.93,-0.09,-0.36,97.7,4.55,-13,-1.2,1.62,-0.4,-1.4,-10,0.455,0.493,"$2,750,000",Traded
23,Kevin Barry\barryke01,27,ATL,25.2,19,1,16,5.61,4.94,-0.07,-0.29,96.5,4.55,-3,-0.3,0.37,0,0,-1,0.485,0.498,,Amateur Draft
458,Mike Remlinger*\remlimi01,40,ATL,22.1,36,0,11,4.43,5.09,-0.07,-0.38,98.3,4.71,1,0.1,1.67,0,0.3,3,0.502,0.5,"$700,000",Free Agency
517,Jason Shiell\shielja01,29,ATL,15.2,4,3,15,8.62,5,-0.08,0.19,100.4,5.29,-6,-0.5,0.14,0,-0.4,-4,0.374,0.497,,Purchased
385,Peter Moylan\moylape01,27,ATL,15,15,0,8,4.8,5.04,-0.07,-0.37,98.5,4.67,0,0,0.36,0,0.1,1,0.499,0.5,,Free Agency
180,Wayne Franklin*\frankwa01,32,ATL,7.2,11,0,6,7.04,5.03,-0.07,-0.37,97.1,4.59,-2,-0.2,0.57,0,-0.1,-1,0.482,0.499,,Free Agency
136,Joey Devine\devinjo01,22,ATL,6.1,10,0,7,9.95,5.05,-0.05,-0.37,100.6,4.76,-4,-0.3,0.36,0.1,-0.2,-3,0.465,0.498,,Amateur Draft
528,Travis Smith\smithtr01,33,ATL,4.1,1,1,4,8.31,4.56,-0.08,0.18,110,5.3,-1,-0.1,,0,-0.1,-1,0.374,0.499,,Free Agency
543,Phil Stockman\stockph01,26,ATL,4,4,0,1,2.25,4.76,-0.06,-0.35,97.3,4.35,1,0.1,1.14,0,0.1,1,0.524,0.501,,Free Agency
306,Anthony Lerew\lerewan01,23,ATL,2,1,0,5,22.5,5.16,-0.1,-0.38,108,5.27,-4,-0.3,0.03,0.1,-0.1,-4,0.228,0.498,,Amateur Draft
52,Blaine Boyer\boyerbl01,24,ATL,0.2,2,0,3,40.5,5.21,-0.19,-0.38,100,5.02,-3,-0.2,1.36,0,-0.3,-3,0.384,0.499,"$336,000",Amateur Draft
32,Erik Bedard*\bedarer01,27,BAL,196.1,33,33,92,4.22,5,-0.05,0.19,98.7,5.17,19,1.9,,-0.1,3.8,43,0.558,0.512,"$1,400,000",Amateur Draft
325,Rodrigo Lopez\lopezro02,30,BAL,189,36,29,129,6.14,5.09,-0.05,0.15,99,5.24,-21,-1.9,1.37,-0.2,-0.2,3,0.446,0.488,"$3,750,000",Free Agency
38,Kris Benson\bensokr01,31,BAL,183,30,30,105,5.16,5.1,-0.05,0.19,98.6,5.26,0,0,,-0.1,1.8,23,0.501,0.5,"$8,333,333",Traded
76,Daniel Cabrera\cabreda01,25,BAL,148,26,26,82,4.99,5.1,-0.04,0.19,99.3,5.3,4,0.4,,-0.1,1.8,22,0.514,0.502,"$385,000",Amateur Free Agent
320,Adam Loewen*\loewead01,22,BAL,112.1,22,19,72,5.77,5.1,-0.05,0.17,99.1,5.26,-7,-0.7,0.72,-0.1,0.4,6,0.468,0.496,,Amateur Draft
95,Bruce Chen*\chenbr01,29,BAL,98.2,40,12,81,7.39,5.09,-0.05,-0.04,98.8,5.05,-27,-2.5,0.37,0.2,-1.2,-14,0.438,0.485,"$3,800,000",Conditional Deal
453,Chris Ray\raych01,24,BAL,66,61,0,22,3,5.01,-0.04,-0.37,98.6,4.62,11,1.1,1.61,0.2,2,19,0.518,0.507,"$335,000",Amateur Draft
236,LaTroy Hawkins\hawkila01,33,BAL,60.1,60,0,30,4.48,5.07,-0.06,-0.38,99.1,4.7,1,0.1,1.1,-0.2,0.6,8,0.502,0.501,"$4,400,000",Traded
609,Todd Williams\willito02,35,BAL,57,62,0,36,5.68,5.08,-0.06,-0.38,98.8,4.7,-7,-0.7,1.41,-0.3,-0.3,0,0.489,0.496,"$775,000",Free Agency
60,Chris Britton\brittch01,23,BAL,53.2,52,0,22,3.69,5.09,-0.05,-0.38,98.3,4.67,5,0.5,0.83,-0.2,0.9,12,0.51,0.503,,Amateur Draft
470,Sendy Rleal\rlealse01,26,BAL,46.2,42,0,25,4.82,5.03,-0.05,-0.37,98.8,4.66,-1,-0.1,0.73,-0.1,0.3,4,0.497,0.499,"$327,000",Amateur Free Agent
43,Kurt Birkins*\birkiku01,25,BAL,31,35,0,19,5.52,5.11,-0.05,-0.31,99.3,4.81,-3,-0.3,0.91,-0.1,0,1,0.493,0.498,,Amateur Draft
219,John Halama*\halamjo01,34,BAL,29.1,17,1,20,6.14,4.9,-0.06,-0.27,98,4.59,-5,-0.5,0.73,0,-0.2,-2,0.47,0.497,,Free Agency
339,Julio Manon\manonju01,33,BAL,20,22,0,13,5.85,5.39,-0.05,-0.4,99.3,5.01,-2,-0.2,0.64,0,0,0,0.491,0.499,,Free Agency
427,Hayden Penn\pennha01,21,BAL,19.2,6,6,33,15.1,5.01,-0.07,0.19,99.7,5.26,-22,-1.6,,0,-1.4,-19,0.239,0.49,,Amateur Draft
473,Eddy Rodriguez\rodried03,24,BAL,15,9,0,14,8.4,5.07,-0.05,-0.38,98.6,4.68,-6,-0.6,0.7,0,-0.4,-4,0.435,0.496,,Free Agency
255,Jim Hoey\hoeyja02,23,BAL,9.2,12,0,11,10.24,4.92,-0.06,-0.37,98,4.52,-6,-0.6,0.96,0,-0.5,-5,0.451,0.496,,Amateur Draft
2,Winston Abreu\abreuwi01,29,BAL,8,7,0,10,11.25,5.29,-0.06,-0.39,97.2,4.82,-6,-0.5,0.06,0.2,-0.2,-5,0.424,0.497,,Free Agency
72,Brian Burres*\burrebr01,25,BAL,8,11,0,2,2.25,5.48,-0.05,-0.41,99.4,5.09,2,0.2,1.56,0,0.4,3,0.522,0.502,,Waivers
75,Tim Byrdak*\byrdati01,32,BAL,7,16,0,10,12.86,5.8,-0.07,-0.43,98.7,5.37,-6,-0.6,1.28,-0.1,-0.6,-5,0.465,0.497,"$335,000",Conditional Deal
145,Eric DuBose*\duboser01,30,BAL,4.2,2,0,5,9.64,4.72,-0.06,0.07,98,4.75,-3,-0.2,0.33,0,-0.2,-2,0.386,0.499,"$334,000",Free Agency
276,Jim Johnson\johnsji04,23,BAL,3,1,1,8,24,5.09,-0.09,0.2,98,5.27,-6,-0.4,,0,-0.3,-6,0.14,0.498,,Amateur Draft
31,Josh Beckett\beckejo02,26,BOS,204.2,33,33,120,5.28,5.1,-0.17,0.19,104.3,5.7,8,0.8,,-0.1,2.7,33,0.523,0.505,"$4,325,000",Traded
503,Curt Schilling\schilcu01,39,BOS,204,31,31,90,3.97,5.03,-0.17,0.19,102.9,5.55,34,3.5,,-0.1,5.5,59,0.614,0.522,"$13,000,000",Traded
588,Tim Wakefield\wakefti01,39,BOS,140,23,23,80,5.14,5.06,-0.18,0.19,103.1,5.61,6,0.6,,-0.1,2,23,0.526,0.504,"$4,000,000",Free Agency
556,Julian Tavarez\tavarju01,33,BOS,98.2,58,6,54,4.93,5.12,-0.19,-0.18,103.9,5.32,3,0.3,0.86,-0.2,1.2,16,0.506,0.502,"$3,350,000",Free Agency
307,Jon Lester*\lestejo01,22,BOS,81.1,15,15,43,4.76,5.08,-0.18,0.19,104.5,5.7,8,0.8,,0,1.6,18,0.552,0.505,,Amateur Draft
419,Jonathan Papelbon\papeljo01,25,BOS,68.1,59,0,8,1.05,5.07,-0.14,-0.38,103.7,5.01,29,3,2.01,1.3,5,38,0.55,0.518,"$335,400",Amateur Draft
102,Matt Clement\clemema01,31,BOS,65.1,12,12,50,6.89,5.03,-0.19,0.19,103.4,5.6,-10,-0.9,,0,-0.3,-2,0.424,0.494,"$9,825,000",Free Agency
562,Mike Timlin\timlimi01,40,BOS,64,68,0,33,4.64,5.08,-0.2,-0.38,103.3,5.07,2,0.2,1.78,-0.1,0.9,10,0.504,0.501,"$3,023,894",Free Agency
132,Manny Delcarmen\delcama01,24,BOS,53.1,50,0,32,5.4,5.1,-0.19,-0.38,102.6,5.03,-3,-0.3,1.24,-0.2,0.2,4,0.495,0.498,,Amateur Draft
176,Keith Foulke\foulkke01,33,BOS,49.2,44,0,24,4.35,5.15,-0.18,-0.38,103.8,5.13,4,0.4,1,-0.1,0.8,10,0.509,0.502,"$7,750,000",Free Agency
139,Lenny DiNardo*\dinarle01,26,BOS,39,13,6,35,8.08,4.95,-0.22,-0.03,104.8,5.39,-12,-1.1,0.56,0,-0.6,-7,0.416,0.493,"$335,700",Free Agency
229,Craig Hansen\hansecr01,22,BOS,38,38,0,32,7.58,5.08,-0.19,-0.38,103.8,5.07,-11,-1,1.12,-0.2,-0.8,-6,0.473,0.494,,Amateur Draft
186,Kason Gabbard*\gabbaka01,24,BOS,25.2,7,4,11,3.86,4.97,-0.17,0.07,98.6,5.14,3,0.3,0.5,0,0.6,7,0.549,0.502,,Amateur Draft
324,Javier Lopez*\lopezja02,28,BOS,16.2,27,0,10,5.4,5.39,-0.15,-0.4,104.6,5.38,0,0,1.49,0,0.1,2,0.499,0.5,,Traded
