Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
231,Randy Johnson*\johnsra05,34,2TM,244.1,34,34,102,3.76,4.73,-0.05,0.17,97.7,4.83,29,3.5,,-0.2,5.7,55,0.603,0.507,"$6,000,000",Traded
361,Carlos Perez*\perezca01,27,2TM,241,34,34,109,4.07,4.59,0.11,0.16,97.2,4.51,12,1.3,,-0.2,3.1,33,0.537,0.503,"$1,500,000",Traded
474,Todd Stottlemyre\stottto01,33,2TM,221.2,33,33,107,4.34,4.68,0.06,0.16,101.2,4.85,13,1.3,,-0.1,3.2,33,0.54,0.505,"$4,900,000",Traded
176,Juan Guzman\guzmaju01,31,2TM,211,33,33,117,4.99,5.02,-0.01,0.18,98.2,5.12,3,0.3,,-0.1,2.3,28,0.509,0.501,"$5,000,000",Traded
311,Dave Mlicki\mlickda01,30,2TM,181.1,30,30,102,5.06,4.6,-0.07,0.16,96.3,4.66,-8,-0.8,,-0.1,0.7,8,0.475,0.499,"$1,250,000",Traded
239,Jeff Juden\judenje01,27,2TM,178.1,32,30,123,6.21,4.68,0.04,0.15,101.5,4.86,-27,-2.5,0.46,-0.1,-1,-10,0.422,0.49,"$1,000,000",Waivers
43,Willie Blair\blairwi01,32,2TM,175.1,34,25,101,5.18,4.69,0.11,0.13,99.7,4.7,-9,-0.9,0.47,-0.2,0.4,6,0.474,0.495,"$3,250,000",Free Agency
267,Esteban Loaiza\loaizes01,26,2TM,171,35,28,107,5.63,4.72,0.01,0.14,102,4.96,-13,-1.2,0.91,-0.1,0.3,4,0.467,0.497,"$450,000",Amateur Free Agent
341,Darren Oliver*\oliveda02,27,2TM,160.1,29,29,115,6.46,4.85,0.1,0.17,102,5.03,-25,-2.2,,-0.1,-0.8,-8,0.423,0.491,"$3,050,000",Traded
335,Hideo Nomo\nomohi01,29,2TM,157.1,29,28,88,5.03,4.64,-0.02,0.16,97.4,4.7,-6,-0.6,0.31,-0.1,0.7,8,0.48,0.498,"$2,800,000",Free Agency
46,Brian Bohanon*\bohanbr01,29,2TM,151.2,39,18,56,3.32,4.62,-0.06,0.05,94.6,4.47,19,2.1,1.02,-0.2,3.3,33,0.554,0.505,"$350,000",Traded
486,Amaury Telemaco\telemam01,24,2TM,148.2,41,18,75,4.54,4.73,0.08,0.04,98.3,4.62,1,0.1,0.6,-0.2,1.2,14,0.503,0.5,"$346,000",Waivers
433,Julio Santana\santaju01,25,2TM,145.2,35,19,77,4.76,5.1,0.6,0.07,102.5,4.68,-1,-0.1,0.47,-0.1,1.3,16,0.497,0.5,"$380,000",Waivers
40,Jason Bere\bereja01,27,2TM,127.1,27,22,91,6.43,4.73,0.05,0.12,100.3,4.81,-23,-1.9,0.16,0,-0.7,-9,0.429,0.492,"$870,000",Amateur Draft
440,Pete Schourek*\schoupe01,29,2TM,124,25,23,64,4.65,4.69,0.13,0.16,98.4,4.64,0,0,1.76,-0.1,1.1,12,0.5,0.5,"$1,600,000",Purchased
316,Mike Morgan\morgami01,38,2TM,120.2,23,22,62,4.62,5.11,-0.56,0.17,103.3,6.02,19,2.1,0.61,-0.1,3.2,32,0.59,0.512,"$1,300,000",Traded
546,Bobby Witt\wittbo01,34,2TM,116.2,31,18,94,7.25,4.84,0.1,0.06,102,4.91,-30,-2.7,0.57,0,-1.6,-18,0.414,0.492,"$3,250,000",Conditional Deal
521,David Weathers\weathda01,28,2TM,110,44,9,69,5.65,4.64,0.11,-0.12,104,4.59,-13,-1.2,0.7,-0.1,-0.4,-3,0.472,0.497,"$300,000",Waivers
184,Chris Haney*\haneych01,29,2TM,102.1,38,12,82,7.21,5.15,-0.07,-0.03,101.2,5.25,-22,-2,0.68,0,-1,-10,0.446,0.49,"$1,800,000",Purchased
479,Greg Swindell*\swindgr01,33,2TM,90.1,81,0,40,3.99,5.06,-0.37,-0.39,102.1,5.15,12,1.1,1.32,-0.1,2.1,22,0.514,0.505,"$1,300,000",Traded
454,Pete Smith\smithpe02,32,2TM,88.1,37,12,54,5.5,4.82,-0.2,-0.02,94.7,4.74,-7,-0.7,1.1,-0.1,0,1,0.481,0.497,"$975,000",Traded
235,Doug Jones\jonesdo01,41,2TM,85.1,69,0,44,4.64,4.85,0.18,-0.37,101.6,4.36,-3,-0.3,1.08,-0.2,0.3,6,0.496,0.498,"$2,500,000",Traded
445,Jeff Shaw\shawje01,31,2TM,85,73,0,22,2.33,4.57,-0.01,-0.35,97.1,4.1,17,1.7,2.13,0.8,3.3,24,0.524,0.506,"$650,000",Free Agency
302,Jose Mesa\mesajo01,32,2TM,84.2,76,0,50,5.31,4.82,0.18,-0.37,100.7,4.31,-9,-0.9,1.28,-0.3,-0.4,-1,0.488,0.497,"$1,700,000",Traded
395,Steve Reed\reedst01,33,2TM,80.1,70,0,29,3.25,4.9,0.11,-0.38,97.2,4.29,9,1,1.44,-0.1,1.8,17,0.515,0.506,"$1,000,000",Traded
476,Jeff Suppan\suppaje01,23,2TM,78.2,17,14,56,6.41,4.82,0.09,0.12,98,4.76,-14,-1.2,0.15,-0.2,-0.7,-7,0.432,0.492,"$214,000",Expansion Draft
127,Brian Edmondson\edmonbr01,25,2TM,76,53,0,38,4.5,4.77,0.08,-0.37,96,4.14,-3,-0.3,1.33,-0.2,0.2,4,0.494,0.5,"$340,000",Rule 5 Draft
374,Eric Plunk\plunker01,34,2TM,72.2,63,0,37,4.58,5.02,0.18,-0.38,101.9,4.54,0,0,1.21,-0.2,0.5,7,0.5,0.5,"$1,800,000",Free Agency
384,Bill Pulsipher*\pulsibi01,24,2TM,72.1,26,11,41,5.1,4.79,0.13,0.08,101.3,4.79,-2,-0.2,0.86,-0.1,0.3,4,0.491,0.499,,Traded
380,Jay Powell\powelja04,26,2TM,70.1,62,0,28,3.58,4.61,-0.04,-0.35,95.9,4.12,4,0.4,1.8,0.1,1.1,10,0.507,0.501,"$320,000",Traded
295,Greg McMichael\mcmicgr01,31,2TM,68,64,0,39,5.16,4.72,0.01,-0.36,98.1,4.26,-7,-0.7,1.36,-0.3,-0.4,-1,0.489,0.497,"$1,900,000",Traded
453,Aaron Small\smallaa01,26,2TM,67.2,47,0,48,6.38,4.8,-0.2,-0.37,98.3,4.54,-14,-1.3,0.82,0,-0.6,-7,0.473,0.496,"$395,000",Waivers
400,Dennys Reyes*\reyesde01,21,2TM,67.1,19,10,36,4.81,4.52,-0.01,0.04,102.6,4.69,-1,-0.1,0.93,-0.1,0.4,5,0.495,0.5,"$170,000",Traded
504,Todd Van Poppel\vanpoto01,26,2TM,66.1,22,11,52,7.06,4.65,-0.03,0.09,105.8,5.05,-15,-1.3,0.54,0,-0.7,-8,0.443,0.497,"$300,000",Traded
