Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
2,Austin Adams,28,2TM,24.1,22,2,10,3.70,5.09,-0.31,-0.34,93.5,4.74,3,0.3,1.28,0.0,0.5,5,.513,.502,,Traded
436,Mike Morin,28,2TM,23.2,24,0,12,4.56,4.84,0.40,-0.32,97.6,4.02,-1,-0.1,.73,0.0,0.1,1,.494,.499,,Free Agency
1,Austin Adams,32,2TM,16.2,15,0,13,7.02,4.83,-0.17,-0.32,103.8,4.86,-4,-0.3,.33,0.1,-0.1,-2,.478,.500,,Waivers
413,Adalberto Mejia*,26,2TM,16.2,16,0,17,9.18,5.01,0.32,-0.33,96.5,4.20,-9,-0.9,1.06,-0.1,-0.7,-7,.447,.496,"$560,000",Waivers
555,Trevor Rosenthal,29,2TM,11.1,17,0,19,15.09,5.00,-0.23,-0.34,106.7,5.23,-12,-1.1,.81,0.1,-1.0,-11,.433,.495,"$7,000,000",Free Agency
582,Tayler Scott,27,2TM,9.2,7,2,15,13.97,5.19,-0.70,-0.35,95.5,5.31,-9,-0.8,.16,0.3,-0.4,-8,.385,.497,,Waivers
670,Jonny Venters*,34,2TM,8.0,12,0,16,18.00,4.38,0.04,-0.30,108.3,4.38,-12,-1.1,1.18,0.0,-1.1,-11,.408,.495,"$2,250,000",Traded
142,Jimmy Cordero,27,2TM,4.2,4,0,4,7.71,5.04,-0.34,-0.34,99.4,5.01,-1,-0.1,.29,0.0,-0.1,-1,.467,.499,,Waivers
213,Wilmer Font,29,3TM,48.0,27,3,29,5.44,4.60,-0.19,-0.20,94.4,4.31,-5,-0.5,.72,0.0,-0.1,-1,.481,.499,"$560,400",Traded
64,Jesse Biddle*,27,3TM,28.0,30,0,33,10.61,5.05,-0.26,-0.34,103.5,5.12,-17,-1.6,.76,0.2,-1.1,-14,.448,.497,"$575,000",Waivers
558,Zac Rosscup*,31,3TM,18.0,28,0,15,7.50,5.01,-0.27,-0.34,99.4,4.89,-5,-0.5,1.05,0.1,-0.2,-3,.484,.499,"$610,000",Free Agency
259,Zack Greinke,35,ARI,135.0,21,21,45,3.00,4.60,0.48,0.20,102.7,4.45,24,2.6,,-0.1,3.7,34,.626,.516,"$34,500,000",Free Agency
521,Robbie Ray*,27,ARI,123.0,22,22,60,4.39,4.58,0.42,0.20,103.9,4.53,4,0.4,,-0.1,1.4,13,.520,.503,"$6,050,000",Traded
339,Merrill Kelly,30,ARI,119.1,21,21,60,4.53,4.67,0.53,0.20,100.8,4.37,0,0.0,,-0.1,1.0,9,.501,.500,"$2,000,000",Free Agency
245,Zack Godley,29,ARI,72.0,25,9,52,6.50,4.71,0.54,0.00,100.8,4.20,-17,-1.6,.61,0.0,-1.0,-12,.435,.490,"$609,400",Traded
686,Luke Weaver,25,ARI,62.1,11,11,22,3.18,4.55,0.46,0.20,102.9,4.41,10,1.0,,0.0,1.6,14,.595,.506,"$581,300",Traded
129,Taylor Clarke,26,ARI,51.2,12,11,37,6.45,4.85,0.56,0.18,101.8,4.55,-10,-0.9,.28,0.0,-0.5,-6,.423,.494,,Amateur Draft
30,Matt Andriese,29,ARI,45.2,37,0,30,5.91,4.70,0.49,-0.32,102.3,3.98,-9,-0.9,.92,-0.1,-0.5,-6,.476,.495,"$920,000",Traded
80,Archie Bradley,26,ARI,45.0,40,1,24,4.80,4.73,0.45,-0.33,103.6,4.10,-3,-0.3,1.08,-0.1,0.0,1,.493,.498,"$1,830,000",Amateur Draft
371,Yoan Lopez,26,ARI,39.2,46,0,14,3.18,4.67,0.51,-0.32,103.4,3.97,4,0.4,1.32,0.0,0.8,7,.509,.503,"$556,900",Amateur Free Agent
299,Yoshihisa Hirano,35,ARI,37.2,45,0,19,4.54,4.73,0.45,-0.32,103.3,4.09,-1,-0.1,1.36,-0.1,0.1,2,.497,.499,"$3,000,000",Free Agency
405,T.J. McFarland*,30,ARI,36.0,24,0,24,6.00,4.52,0.55,-0.31,104.9,3.84,-8,-0.8,1.02,-0.1,-0.6,-5,.468,.495,"$1,400,000",Free Agency
118,Andrew Chafin*,29,ARI,35.2,49,0,15,3.79,4.72,0.43,-0.32,103.5,4.11,2,0.2,1.19,-0.1,0.5,5,.504,.501,"$1,945,000",Amateur Draft
303,Greg Holland,33,ARI,33.0,36,0,11,3.00,4.73,0.39,-0.32,100.8,4.04,4,0.5,1.77,0.1,0.8,7,.513,.503,"$3,250,000",Free Agency
179,Jon Duplantier,24,ARI,25.0,8,3,12,4.32,4.91,0.48,-0.05,101.8,4.46,1,0.1,1.29,0.0,0.3,3,.511,.501,,Amateur Draft
722,Alex Young*,25,ARI,22.2,5,4,6,2.38,4.42,0.44,0.14,102.0,4.21,5,0.5,1.00,0.0,0.7,7,.608,.503,,Amateur Draft
351,Matt Koch,28,ARI,20.2,9,0,21,9.15,4.86,0.64,-0.33,97.8,3.80,-12,-1.1,.29,0.3,-0.6,-10,.381,.493,"$567,600",Traded
145,Stefan Crichton,27,ARI,12.2,11,0,5,3.55,4.89,0.44,-0.34,104.8,4.31,1,0.1,.48,-0.1,0.2,2,.512,.501,,Traded
589,Jimmie Sherfy,27,ARI,9.2,5,0,1,0.93,4.37,0.51,-0.30,106.9,3.80,3,0.3,.98,0.0,0.4,4,.569,.502,,Amateur Draft
440,John Ryan Murphy,28,ARI,3.0,2,0,9,27.00,5.55,1.09,-0.38,89.8,3.67,-8,-0.6,.01,0.3,-0.3,-7,.223,.497,"$900,000",Traded
328,Caleb Joseph,33,ARI,1.1,2,0,0,0.00,4.52,0.51,-0.31,103.0,3.81,1,0.1,.00,0.0,0.0,1,.530,.500,,Free Agency
645,Julio Teheran,28,ATL,118.1,22,22,51,3.88,4.45,0.19,0.19,103.5,4.61,12,1.2,,-0.1,2.2,21,.556,.508,"$11,166,667",Amateur Free Agent
219,Max Fried*,25,ATL,103.2,21,19,48,4.17,4.45,0.20,0.18,104.7,4.64,7,0.8,1.24,-0.1,1.6,15,.536,.505,"$565,000",Traded
608,Mike Soroka,21,ATL,102.1,17,17,32,2.81,4.54,0.20,0.19,99.8,4.52,21,2.3,,-0.1,3.2,29,.637,.514,,Amateur Draft
234,Kevin Gausman,28,ATL,69.1,14,14,49,6.36,4.53,0.20,0.19,102.9,4.64,-12,-1.1,,-0.1,-0.6,-7,.420,.493,"$9,350,000",Traded
212,Mike Foltynewicz,27,ATL,59.1,11,11,47,7.13,4.63,0.21,0.20,103.2,4.77,-14,-1.3,,0.0,-0.8,-10,.382,.492,"$5,475,000",Traded
651,Josh Tomlin,34,ATL,52.2,34,0,24,4.10,4.63,0.21,-0.24,103.0,4.30,2,0.2,.82,-0.1,0.6,6,.507,.501,"$100,000",Free Agency
316,Luke Jackson,27,ATL,49.0,45,0,20,3.67,4.42,0.17,-0.30,103.7,4.10,3,0.3,1.78,0.0,0.8,7,.507,.502,"$585,000",Free Agency
449,Sean Newcomb*,26,ATL,46.1,30,4,14,2.72,4.57,0.20,-0.16,103.2,4.34,9,1.0,1.22,0.0,1.4,13,.532,.506,"$575,000",Traded
342,Dallas Keuchel*,31,ATL,43.2,7,7,19,3.92,4.44,0.21,0.19,103.8,4.60,4,0.4,,0.0,0.8,7,.563,.503,"$13,000,000",Free Agency
653,Touki Toussaint,23,ATL,41.2,24,1,28,6.05,4.68,0.19,-0.18,101.5,4.37,-7,-0.7,1.14,-0.1,-0.4,-4,.472,.496,,Traded
687,Jacob Webb,25,ATL,32.1,36,0,10,2.78,4.62,0.19,-0.32,101.4,4.18,6,0.6,1.09,-0.1,0.8,8,.516,.504,,Amateur Draft
426,A.J. Minter*,25,ATL,25.2,32,0,21,7.36,4.61,0.19,-0.32,104.7,4.29,-8,-0.8,1.58,-0.3,-0.9,-6,.475,.495,"$575,000",Amateur Draft
606,Chad Sobotka,25,ATL,24.0,25,0,15,5.63,4.40,0.17,-0.30,107.2,4.21,-3,-0.3,.92,0.0,-0.2,-2,.487,.498,"$565,000",Amateur Draft
705,Dan Winkler,29,ATL,21.2,27,0,14,5.82,4.50,0.18,-0.31,100.5,4.02,-4,-0.4,1.34,-0.1,-0.3,-2,.486,.498,"$1,610,000",Rule 5 Draft
72,Jerry Blevins*,35,ATL,18.2,26,0,9,4.34,4.67,0.18,-0.32,102.0,4.26,0,0.0,1.08,0.0,0.2,2,.501,.500,,Purchased
702,Bryse Wilson,21,ATL,18.2,5,4,16,7.71,4.38,0.21,0.17,105.1,4.56,-6,-0.6,.03,0.0,-0.4,-5,.388,.497,"$565,000",Amateur Draft
713,Kyle Wright,23,ATL,16.2,4,4,18,9.72,4.47,0.22,0.20,107.5,4.78,-9,-0.7,,0.0,-0.6,-8,.316,.495,"$565,000",Amateur Draft
475,Wes Parsons,26,ATL,15.1,17,0,7,4.11,4.74,0.17,-0.33,107.3,4.56,1,0.1,1.21,0.0,0.2,2,.506,.501,"$565,000",Amateur Free Agent
106,Shane Carle,27,ATL,9.1,6,0,10,9.64,4.35,0.22,-0.30,106.9,4.09,-6,-0.5,.66,0.1,-0.4,-5,.413,.497,"$575,000",Traded
155,Grant Dayton*,31,ATL,8.1,10,0,3,3.24,4.96,0.19,-0.34,101.5,4.50,1,0.1,.42,-0.1,0.2,2,.513,.501,"$585,000",Waivers
675,Arodys Vizcaino,28,ATL,4.0,4,0,1,2.25,4.23,0.14,-0.29,108.0,4.11,1,0.1,1.24,0.0,0.1,1,.523,.501,"$4,800,000",Traded
721,Huascar Ynoa,21,ATL,3.0,2,0,6,18.00,4.45,0.27,-0.31,105.8,4.10,-5,-0.4,.06,0.2,-0.2,-4,.311,.498,,Traded
147,Charlie Culberson,30,ATL,2.0,2,0,0,0.00,4.74,0.24,-0.32,108.0,4.51,1,0.1,.00,-0.1,0.1,1,.554,.501,"$1,395,000",Traded
96,Dylan Bundy,26,BAL,98.0,19,19,61,5.60,5.03,-0.58,0.22,100.8,5.88,3,0.3,,-0.1,1.2,14,.516,.502,"$2,800,000",Amateur Draft
412,John Means*,26,BAL,98.0,21,17,39,3.58,4.76,-0.60,0.18,104.9,5.80,24,2.5,1.71,0.0,3.5,35,.621,.516,"$555,500",Amateur Draft
294,David Hess,25,BAL,68.0,16,13,63,8.34,4.99,-0.67,0.19,105.8,6.18,-16,-1.5,.41,0.0,-0.8,-9,.409,.491,"$563,500",Amateur Draft
720,Gabriel Ynoa,26,BAL,64.1,21,7,49,6.85,4.84,-0.70,0.00,99.5,5.52,-9,-0.9,.69,0.0,-0.3,-3,.458,.494,,Purchased
113,Miguel Castro,24,BAL,48.1,41,0,30,5.59,4.99,-0.59,-0.33,101.9,5.35,-1,-0.1,.82,-0.1,0.2,4,.497,.499,"$569,000",Traded
625,Dan Straily,30,BAL,47.2,14,8,53,10.01,5.11,-0.75,0.06,101.6,6.02,-21,-1.8,.43,0.1,-1.3,-16,.370,.489,"$575,000",Free Agency
221,Paul Fry*,26,BAL,38.2,40,0,20,4.66,5.00,-0.54,-0.33,102.3,5.33,3,0.3,1.33,-0.1,0.6,7,.507,.502,"$559,000",Traded
243,Mychal Givens,29,BAL,38.1,33,0,20,4.70,5.11,-0.45,-0.34,101.8,5.31,3,0.3,1.81,0.0,0.7,7,.508,.502,"$2,150,000",Amateur Draft
716,Jimmy Yacabonis,27,BAL,33.2,23,2,27,7.22,5.27,-0.65,-0.27,98.7,5.58,-6,-0.6,.75,0.0,-0.3,-2,.475,.496,"$559,000",Amateur Draft
71,Richard Bleier*,32,BAL,30.2,29,0,23,6.75,4.73,-0.77,-0.32,103.7,5.38,-5,-0.4,.92,-0.1,-0.2,-1,.485,.497,"$572,500",Traded
349,Branden Kline,27,BAL,27.2,21,0,20,6.51,4.92,-0.60,-0.33,103.0,5.34,-4,-0.3,1.05,-0.1,-0.2,-1,.484,.498,,Amateur Draft
708,Asher Wojciechowski,30,BAL,23.0,5,4,10,3.91,4.97,-0.47,0.21,98.8,5.59,4,0.4,.00,0.0,0.6,7,.589,.503,,Purchased
493,Evan Phillips,24,BAL,17.1,16,0,15,7.79,5.27,-0.55,-0.35,101.9,5.58,-4,-0.4,.93,0.0,-0.3,-2,.475,.498,,Traded
581,Tanner Scott*,24,BAL,16.0,14,0,9,5.06,5.00,-0.51,-0.33,99.9,5.18,0,0.0,.41,-0.1,0.1,2,.502,.500,,Amateur Draft
375,Josh Lucas,28,BAL,15.2,9,0,12,6.89,5.02,-0.59,-0.33,108.7,5.73,-2,-0.2,.35,0.0,0.0,0,.479,.499,,Free Agency
192,Tom Eshelman,25,BAL,14.1,3,3,15,9.42,4.94,-0.70,0.23,100.1,5.86,-6,-0.5,,0.0,-0.3,-4,.343,.497,,Traded
545,Josh Rogers*,24,BAL,14.1,5,0,14,8.79,5.49,-0.75,-0.37,98.3,5.77,-5,-0.4,.32,0.1,-0.2,-3,.414,.497,,Traded
133,Alex Cobb,31,BAL,12.1,3,3,16,11.68,5.70,-0.81,0.26,100.7,6.81,-7,-0.5,,0.0,-0.4,-5,.320,.497,"$14,000,000",Free Agency
518,Yefry Ramirez,25,BAL,10.1,4,1,9,7.84,4.75,-0.52,-0.14,103.6,5.30,-3,-0.3,.87,0.0,-0.2,-2,.433,.498,,Purchased
332,Nate Karns,31,BAL,5.1,4,2,1,1.69,5.54,-0.60,0.10,96.6,6.02,3,0.3,.19,0.0,0.3,3,.565,.502,"$800,000",Free Agency
712,Matt Wotherspoon,27,BAL,4.2,2,0,8,15.43,5.04,-0.90,-0.34,91.5,5.13,-5,-0.4,1.04,0.0,-0.4,-5,.292,.497,,Traded
462,Luis Ortiz,23,BAL,3.1,1,1,4,10.80,5.23,-0.60,0.24,102.0,6.19,-2,-0.1,,0.0,-0.1,-1,.355,.499,,Traded
697,Stevie Wilkerson,27,BAL,3.0,2,0,1,3.00,5.10,-0.66,-0.34,102.0,5.53,1,0.1,.00,-0.1,0.1,1,.542,.501,,Amateur Draft
241,Sean Gilmartin*,29,BAL,2.1,1,1,5,19.29,5.30,-1.11,0.24,90.0,5.99,-3,-0.3,,0.0,-0.2,-3,.249,.498,,Free Agency
8,Hanser Alberto,26,BAL,1.0,1,0,2,18.00,6.10,-0.77,-0.41,102.0,6.60,-1,-0.1,.00,0.1,-0.1,-1,.389,.499,"$578,000",Waivers
152,Chris Davis,33,BAL,1.0,1,0,1,9.00,5.35,-0.77,-0.36,102.0,5.88,0,0.0,.00,0.0,0.0,0,.467,.500,"$23,000,000",Free Agency
636,Jesus Sucre,31,BAL,1.0,1,0,0,0.00,4.34,-0.61,-0.29,102.0,4.75,1,0.1,.00,0.0,0.0,1,.553,.500,"$850,000",Free Agency
32,Pedro Araujo,25,BAL,0.2,1,0,2,27.00,4.68,-0.92,-0.31,94.0,4.97,-2,-0.1,.23,0.1,-0.1,-2,.361,.499,"$557,000",Rule 5 Draft
568,Chris Sale*,30,BOS,123.2,21,21,61,4.44,4.81,-0.19,0.22,102.0,5.32,12,1.2,,-0.1,2.4,26,.559,.508,"$15,000,000",Traded
540,Eduardo Rodriguez*,26,BOS,123.0,21,21,58,4.24,4.83,-0.23,0.22,102.4,5.41,16,1.7,,-0.1,2.8,29,.579,.510,"$4,300,000",Traded
503,Rick Porcello,30,BOS,116.2,21,21,79,6.09,4.84,-0.28,0.22,104.1,5.56,-7,-0.6,,-0.1,0.4,6,.469,.496,"$21,125,000",Traded
507,David Price*,33,BOS,98.1,19,19,46,4.21,4.81,-0.22,0.22,101.4,5.33,12,1.3,,-0.1,2.1,23,.566,.508,"$31,000,000",Free Agency
681,Marcus Walden,30,BOS,50.2,41,0,24,4.26,4.78,-0.23,-0.32,103.9,4.87,3,0.3,1.31,-0.1,0.8,9,.508,.502,,Free Agency
668,Hector Velazquez,30,BOS,46.0,24,8,32,6.26,4.98,-0.24,-0.06,102.0,5.25,-5,-0.5,.52,0.0,-0.1,0,.480,.497,"$568,500",Free Agency
711,Brandon Workman,30,BOS,45.2,47,0,12,2.36,4.75,-0.16,-0.32,102.0,4.69,12,1.2,1.51,0.2,1.8,17,.525,.507,"$1,150,000",Amateur Draft
85,Colten Brewer,26,BOS,44.0,43,0,23,4.70,4.97,-0.25,-0.33,102.4,5.01,2,0.2,.88,-0.1,0.5,6,.504,.501,"$557,000",Traded
47,Matt Barnes,29,BOS,40.1,45,0,19,4.24,4.77,-0.17,-0.32,102.5,4.73,2,0.2,1.85,0.0,0.6,7,.505,.501,"$1,600,000",Amateur Draft
81,Ryan Brasier,31,BOS,40.1,44,0,22,4.91,4.92,-0.25,-0.33,103.0,4.98,0,0.0,1.44,-0.1,0.3,5,.501,.500,"$577,500",Free Agency
285,Heath Hembree,30,BOS,34.2,39,0,15,3.89,4.86,-0.21,-0.32,100.8,4.78,3,0.3,.99,-0.1,0.6,7,.509,.502,"$1,312,500",Traded
689,Ryan Weber,28,BOS,24.0,8,3,15,5.63,4.58,-0.30,-0.06,103.0,4.96,-2,-0.2,.25,0.0,0.1,1,.479,.499,,Free Agency
644,Josh Taylor*,26,BOS,23.2,23,0,11,4.18,4.81,-0.22,-0.32,103.8,4.90,2,0.2,.86,-0.1,0.4,4,.508,.501,,Traded
189,Nathan Eovaldi,29,BOS,22.2,6,4,18,7.15,5.53,-0.27,0.21,95.2,5.72,-4,-0.3,.03,0.0,-0.1,-1,.445,.498,"$17,000,000",Traded
647,Tyler Thornburg,30,BOS,18.2,16,0,16,7.71,4.81,-0.24,-0.32,103.3,4.88,-6,-0.6,.18,0.2,-0.2,-4,.465,.497,"$1,750,000",Traded
600,Josh Smith,31,BOS,18.1,10,2,13,6.38,4.68,-0.26,-0.10,105.6,5.11,-3,-0.2,.51,0.0,-0.1,-1,.476,.498,,Free Agency
325,Brian Johnson*,28,BOS,14.0,7,2,11,7.07,4.79,-0.30,-0.01,100.1,5.08,-3,-0.3,.65,0.0,-0.2,-2,.459,.498,"$575,000",Amateur Draft
587,Mike Shawaryn,24,BOS,12.2,8,0,12,8.53,4.82,-0.20,-0.32,106.5,5.00,-5,-0.5,.61,0.1,-0.3,-4,.443,.497,,Amateur Draft
289,Darwinzon Hernandez*,22,BOS,9.1,6,1,4,3.86,4.43,-0.15,-0.14,107.3,4.78,1,0.1,.26,0.0,0.1,2,.516,.501,,Amateur Free Agent
353,Travis Lakins,25,BOS,9.1,7,0,6,5.79,4.39,-0.27,-0.29,102.5,4.47,-1,-0.1,1.06,0.0,-0.1,0,.482,.499,,Amateur Draft
715,Steven Wright,34,BOS,6.1,6,0,6,8.53,5.20,-0.30,-0.35,105.2,5.43,-2,-0.2,.46,0.0,-0.1,-1,.466,.499,"$1,375,000",Traded
505,Bobby Poyner*,26,BOS,4.0,3,0,7,15.75,4.53,-0.36,-0.30,107.0,4.91,-5,-0.4,.89,0.0,-0.4,-4,.363,.497,,Amateur Draft
514,Erasmo Ramirez,29,BOS,3.0,1,0,4,12.00,6.11,-0.34,-0.41,94.0,5.67,-2,-0.2,.20,0.1,-0.1,-2,.327,.499,,Free Agency
337,Trevor Kelley,25,BOS,1.0,1,0,3,27.00,4.69,-0.32,-0.32,94.0,4.42,-3,-0.2,.04,0.1,-0.1,-2,.301,.499,,Amateur Draft
456,Eduardo Nunez,32,BOS,1.0,1,0,1,9.00,4.44,-0.32,-0.30,102.0,4.55,0,0.0,.00,0.0,0.0,0,.454,.500,"$5,000,000",Free Agency
149,Yu Darvish,32,CHC,115.0,21,21,60,4.70,4.47,0.09,0.20,102.1,4.66,2,0.2,,-0.1,1.1,10,.509,.501,"$20,000,000",Free Agency
512,Jose Quintana*,30,CHC,112.0,20,19,60,4.82,4.57,0.11,0.18,102.7,4.77,1,0.2,1.17,-0.1,1.1,10,.508,.501,"$10,500,000",Traded
286,Kyle Hendricks,29,CHC,108.1,18,18,48,3.99,4.61,0.11,0.20,101.6,4.78,12,1.2,,-0.1,2.1,20,.568,.508,"$7,405,000",Traded
362,Jon Lester*,35,CHC,107.0,19,19,57,4.79,4.75,0.11,0.21,101.8,4.93,4,0.4,,-0.1,1.2,12,.520,.502,"$27,500,000",Free Agency
270,Cole Hamels*,35,CHC,99.2,17,17,36,3.25,4.74,0.10,0.21,103.5,5.02,21,2.3,,-0.1,3.2,29,.638,.514,"$20,000,000",Traded
121,Tyler Chatwood,29,CHC,50.0,22,4,24,4.32,4.53,0.11,-0.12,104.1,4.49,2,0.2,1.15,-0.1,0.6,6,.509,.501,"$12,500,000",Free Agency
126,Steve Cishek,33,CHC,46.1,48,0,14,2.72,4.67,0.10,-0.32,101.8,4.33,9,0.9,1.44,0.1,1.5,13,.519,.506,"$6,500,000",Free Agency
347,Brandon Kintzler,34,CHC,42.2,44,0,10,2.11,4.67,0.10,-0.32,101.0,4.29,11,1.1,1.30,0.1,1.6,14,.526,.507,,Traded
78,Brad Brach,33,CHC,38.2,40,0,26,6.05,4.62,0.10,-0.32,103.2,4.34,-7,-0.7,1.03,-0.1,-0.4,-4,.484,.496,"$1,650,000",Free Agency
562,Kyle Ryan*,27,CHC,37.1,45,0,15,3.62,4.83,0.10,-0.33,100.9,4.43,4,0.4,1.15,-0.1,0.7,7,.509,.503,"$555,000",Free Agency
631,Pedro Strop,34,CHC,27.1,31,0,16,5.27,4.66,0.09,-0.32,100.6,4.27,-3,-0.3,1.45,-0.1,-0.1,0,.492,.498,"$6,250,000",Traded
183,Carl Edwards Jr.,27,CHC,15.1,20,0,11,6.46,4.69,0.09,-0.32,103.0,4.41,-3,-0.3,1.30,-0.1,-0.3,-2,.484,.498,"$1,500,000",Traded
20,Adbert Alzolay,24,CHC,11.1,3,2,9,7.15,4.72,0.11,0.02,100.5,4.65,-3,-0.3,.93,0.0,-0.2,-2,.410,.498,,Amateur Free Agent
690,Allen Webster,29,CHC,11.0,12,0,7,5.73,4.64,0.12,-0.32,100.3,4.22,-2,-0.2,.84,0.0,-0.1,-1,.487,.499,,Free Agency
344,Craig Kimbrel,31,CHC,10.2,11,0,5,4.22,4.41,0.09,-0.30,99.1,3.99,0,0.0,1.92,0.0,0.1,1,.499,.500,"$10,000,000",Free Agency
554,Randy Rosario*,25,CHC,10.2,13,0,8,6.75,4.85,0.12,-0.33,104.0,4.58,-2,-0.2,.84,0.0,-0.1,-2,.482,.499,"$564,000",Waivers
422,Alec Mills,27,CHC,10.1,2,2,5,4.35,4.22,0.10,0.18,96.8,4.17,0,0.0,,0.0,0.1,1,.499,.500,,Traded
137,Tim Collins*,29,CHC,8.2,9,0,3,3.12,4.78,0.13,-0.33,95.7,4.13,1,0.1,.86,0.0,0.2,2,.513,.501,"$850,000",Free Agency
694,Rowan Wick,26,CHC,8.1,7,0,5,5.40,4.59,0.10,-0.32,99.8,4.18,-1,-0.1,.41,0.0,0.0,0,.486,.499,,Traded
386,Dillon Maples,27,CHC,8.0,10,0,5,5.63,4.83,0.06,-0.33,99.9,4.43,-1,-0.1,.96,0.0,0.0,0,.491,.499,,Amateur Draft
105,Victor Caratini,25,CHC,2.0,2,0,2,9.00,4.63,0.14,-0.32,102.0,4.25,-1,-0.1,.01,0.0,0.0,-1,.451,.499,"$569,500",Traded
115,Xavier Cedeno*,32,CHC,2.0,5,0,0,0.00,5.72,0.16,-0.39,105.1,5.42,1,0.1,.88,0.0,0.1,1,.525,.501,"$900,000",Free Agency
48,Tony Barnette,35,CHC,1.1,2,0,1,6.75,4.48,0.14,-0.31,102.0,4.12,0,0.0,.64,0.0,0.0,0,.482,.500,"$750,000",Free Agency
159,Daniel Descalso,32,CHC,1.0,1,0,2,18.00,4.47,0.18,-0.31,98.0,3.91,-2,-0.1,.01,0.1,-0.1,-1,.363,.499,"$1,500,000",Free Agency
454,James Norwood,25,CHC,1.0,1,0,0,0.00,4.10,0.07,-0.28,102.0,3.83,0,0.0,1.05,0.0,0.1,1,.546,.500,,Amateur Draft
455,Ivan Nova,32,CHW,119.2,21,21,77,5.79,4.71,-0.40,0.22,101.9,5.42,-5,-0.5,,-0.1,0.6,8,.478,.497,"$9,167,000",Traded
370,Reynaldo Lopez,25,CHW,119.0,21,21,78,5.90,4.63,-0.36,0.21,102.7,5.35,-7,-0.7,,-0.1,0.4,6,.468,.496,"$580,000",Traded
242,Lucas Giolito,24,CHW,117.2,20,20,48,3.67,4.87,-0.29,0.22,101.1,5.44,23,2.4,,-0.1,3.5,36,.622,.515,"$573,000",Traded
144,Dylan Covey,27,CHW,47.2,13,9,34,6.42,4.79,-0.41,0.16,100.3,5.38,-5,-0.5,1.39,-0.1,-0.1,0,.460,.497,"$571,000",Rule 5 Draft
43,Manny Banuelos*,28,CHW,45.2,13,8,35,6.90,4.65,-0.36,0.09,102.2,5.21,-9,-0.8,.50,0.0,-0.4,-4,.439,.495,"$559,000",Traded
