Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
535,Chris Stratton\stratch01,28,2TM,37.2,11,5,33,7.88,4.74,-0.11,0.01,98.7,4.80,-13,-1.1,.21,0.0,-0.7,-9,.400,.496,$567500,Traded
182,Wilmer Font\fontwi01,29,2TM,27.2,15,3,18,5.86,4.31,-0.01,-0.11,94.8,3.97,-5,-0.5,.78,0.0,-0.3,-3,.465,.498,$560400,Traded
611,Mike Wright\wrighmi01,29,2TM,24.1,17,0,27,9.99,5.09,-0.66,-0.34,97.2,5.25,-13,-1.2,.37,0.3,-0.6,-10,.430,.496,$567500,Amateur Draft
545,Anthony Swarzak\swarzan01,33,2TM,18.0,19,0,12,6.00,4.71,-0.44,-0.32,97.6,4.72,-2,-0.2,1.49,-0.1,-0.2,-1,.488,.498,$8500000,Traded
223,Javy Guerra\guerrja01,33,2TM,16.1,13,0,8,4.41,4.45,-0.33,-0.30,99.5,4.46,0,0.0,.75,0.0,0.2,2,.501,.500,$800000,Free Agency
480,Zac Rosscup*\rosscza01,31,2TM,15.0,21,0,12,7.20,4.87,-0.56,-0.32,95.2,4.86,-4,-0.3,1.11,0.1,-0.1,-2,.484,.500,$610000,Free Agency
28,Shawn Armstrong\armstsh01,28,2TM,14.2,15,0,9,5.52,4.78,-0.56,-0.32,102.3,5.12,-1,0.0,1.30,0.0,0.2,1,.498,.501,$559100,Waivers
54,Jesse Biddle*\biddlje01,27,2TM,14.0,18,0,13,8.36,4.82,0.22,-0.33,104.6,4.46,-6,-0.6,.95,0.0,-0.5,-5,.468,.497,$575000,Waivers
2,Austin Adams\adamsau02,28,2TM,8.2,7,0,3,3.12,5.02,-0.36,-0.34,94.6,4.79,2,0.2,.48,-0.1,0.2,3,.525,.501,,Traded
86,Trevor Cahill\cahiltr01,31,ANA,53.1,11,11,41,6.92,5.09,-0.07,0.23,97.8,5.27,-10,-0.9,,-0.1,-0.4,-4,.419,.495,$9000000,Free Agency
413,Felix Pena\penafe01,29,ANA,50.0,11,4,21,3.78,4.81,-0.06,0.21,97.6,4.95,7,0.7,.94,-0.1,1.1,12,.563,.504,$569000,Traded
239,Matt Harvey\harvema01,30,ANA,48.0,10,10,41,7.69,4.75,-0.07,0.22,100.0,5.03,-14,-1.2,,-0.1,-0.8,-9,.376,.492,$11000000,Free Agency
510,Tyler Skaggs*\skaggty01,27,ANA,47.0,9,9,25,4.79,4.44,-0.06,0.20,99.6,4.69,0,0.0,,-0.1,0.4,4,.496,.500,$3700000,Traded
87,Griffin Canning\cannigr01,23,ANA,32.1,6,6,11,3.06,4.37,-0.06,0.20,98.7,4.57,5,0.6,,0.0,0.9,9,.597,.504,,Amateur Draft
84,Ty Buttrey\buttrty01,26,ANA,28.1,26,0,4,1.27,4.78,-0.05,-0.32,98.5,4.45,10,1.0,1.60,0.2,1.5,13,.540,.506,$557250,Traded
47,Cam Bedrosian\bedroca01,27,ANA,25.1,25,4,11,3.91,4.71,-0.06,-0.29,99.8,4.46,2,0.2,1.10,-0.1,0.3,4,.507,.501,$1750000,Amateur Draft
445,Noe Ramirez\ramirno01,29,ANA,25.1,17,0,13,4.62,4.83,-0.06,-0.32,99.0,4.52,0,0.0,.36,-0.1,0.2,2,.499,.500,$569000,Waivers
461,Hansel Robles\robleha01,28,ANA,25.1,27,1,12,4.26,4.80,-0.06,-0.32,98.0,4.45,1,0.1,1.14,-0.1,0.2,3,.502,.500,$1400000,Waivers
36,Luke Bard\bardlu01,28,ANA,21.1,16,2,11,4.64,4.54,-0.06,-0.30,99.3,4.26,-1,-0.1,1.03,-0.1,0.1,1,.495,.499,$575000,Free Agency
195,Luis Garcia\garcilu03,32,ANA,20.0,22,1,7,3.15,4.85,-0.06,-0.32,97.4,4.47,3,0.3,.76,-0.1,0.4,5,.514,.502,$1675000,Traded
20,Justin Anderson\anderju01,26,ANA,18.2,19,0,11,5.30,4.81,-0.05,-0.32,96.7,4.39,-2,-0.2,1.20,-0.1,-0.1,0,.490,.499,$561500,Amateur Draft
10,Cody Allen\allenco01,30,ANA,18.0,20,0,10,5.00,4.98,-0.06,-0.33,98.4,4.63,-1,-0.1,.76,-0.1,0.1,1,.497,.500,$8500000,Free Agency
42,Jaime Barria\barrija01,22,ANA,14.1,4,1,13,8.16,4.68,-0.08,0.06,106.7,5.13,-5,-0.4,.95,0.0,-0.3,-3,.392,.497,,Amateur Free Agent
115,Taylor Cole\coleta01,29,ANA,12.2,8,1,8,5.68,5.18,-0.06,-0.35,97.4,4.77,-1,-0.1,.80,0.0,0.0,0,.485,.499,$557500,Free Agency
278,Jake Jewell\jewelja01,26,ANA,7.1,5,0,7,8.59,4.74,-0.06,-0.32,101.8,4.56,-3,-0.3,.58,0.0,-0.2,-3,.438,.498,,Amateur Draft
240,Andrew Heaney*\heanean01,28,ANA,5.0,1,1,2,3.60,4.37,-0.04,0.20,98.0,4.52,1,0.1,,0.0,0.1,1,.554,.500,$3400000,Traded
559,Nick Tropeano\tropeni01,28,ANA,5.0,1,0,3,5.40,5.81,-0.06,0.27,90.0,5.52,0,0.0,.87,0.0,0.1,1,.508,.500,$1075000,Traded
421,Dillon Peters*\peterdi01,26,ANA,3.0,3,0,1,3.00,4.75,-0.06,-0.32,108.3,4.86,1,0.1,.39,0.0,0.1,1,.521,.500,,Traded
127,John Curtiss\curtijo02,26,ANA,2.1,1,0,1,3.86,4.37,-0.07,-0.29,120.0,4.98,0,0.0,.04,0.0,0.0,1,.530,.500,,Traded
185,Sam Freeman*\freemsa01,32,ANA,2.0,1,0,1,4.50,5.29,-0.09,-0.35,98.0,4.93,0,0.0,.27,0.0,0.0,0,.510,.500,$100000,Free Agency
448,Matt Ramsey\ramsema01,29,ANA,1.0,1,0,0,0.00,5.29,-0.05,-0.35,98.0,4.89,1,0.1,.07,0.0,0.0,1,.556,.500,,Free Agency
581,Jared Walsh*\walshja01,25,ANA,1.0,1,0,1,9.00,5.27,-0.11,-0.35,98.0,4.92,0,0.0,.00,0.0,0.0,0,.457,.500,,Amateur Draft
220,Zack Greinke\greinza01,35,ARI,77.2,12,12,25,2.90,4.38,0.22,0.19,106.1,4.61,17,1.8,,-0.1,2.4,22,.654,.511,$34500000,Free Agency
449,Robbie Ray*\rayro02,27,ARI,62.2,12,12,31,4.45,4.34,0.20,0.19,106.2,4.60,2,0.3,,-0.1,0.7,7,.521,.502,$6050000,Traded
585,Luke Weaver\weavelu01,25,ARI,62.1,11,11,22,3.18,4.37,0.22,0.19,103.8,4.50,11,1.2,,-0.1,1.6,15,.605,.507,$581300,Traded
294,Merrill Kelly\kellyme01,30,ARI,59.2,11,11,32,4.83,4.41,0.27,0.19,104.2,4.52,-1,-0.1,,-0.1,0.4,3,.494,.500,$2000000,Free Agency
209,Zack Godley\godleza01,29,ARI,45.0,13,8,37,7.40,4.53,0.27,0.08,101.2,4.40,-14,-1.3,.85,0.0,-0.9,-11,.400,.492,$609400,Traded
24,Matt Andriese\andrima01,29,ARI,29.2,21,0,14,4.25,4.35,0.22,-0.30,104.4,4.00,0,0.0,.95,-0.1,0.2,2,.499,.500,$920000,Traded
66,Archie Bradley\bradlar01,26,ARI,23.1,22,0,14,5.40,4.61,0.24,-0.32,105.5,4.28,-2,-0.2,1.56,-0.1,-0.2,-1,.489,.499,$1830000,Amateur Draft
320,Yoan Lopez\lopezyo01,26,ARI,22.2,27,0,5,1.99,4.51,0.24,-0.31,106.7,4.23,6,0.6,1.15,0.0,0.8,8,.524,.504,$556900,Amateur Free Agent
303,Matt Koch\kochma01,28,ARI,20.2,9,0,21,9.15,4.71,0.31,-0.32,100.4,4.09,-11,-1.0,.29,0.3,-0.5,-10,.387,.494,$567600,Traded
257,Yoshihisa Hirano\hiranyo01,35,ARI,20.1,26,0,15,6.64,4.39,0.24,-0.30,105.3,4.05,-5,-0.5,1.25,-0.1,-0.5,-4,.479,.497,$3000000,Free Agency
99,Andrew Chafin*\chafian01,29,ARI,18.2,28,0,7,3.38,4.60,0.20,-0.32,105.9,4.33,2,0.2,1.31,0.0,0.4,4,.509,.502,$1945000,Amateur Draft
261,Greg Holland\hollagr01,33,ARI,17.2,18,0,3,1.53,4.46,0.17,-0.31,103.9,4.13,6,0.6,1.92,0.2,0.9,7,.532,.504,$3250000,Free Agency
108,Taylor Clarke\clarkta01,26,ARI,17.1,4,3,10,5.19,4.34,0.26,0.10,101.8,4.25,-1,-0.1,.27,0.0,0.0,0,.465,.499,,Amateur Draft
352,T.J. McFarland*\mcfartj01,30,ARI,14.0,8,0,8,5.14,4.08,0.26,-0.28,111.8,3.95,-2,-0.2,1.56,-0.1,-0.1,-1,.481,.499,$1400000,Free Agency
153,Jon Duplantier\duplajo01,24,ARI,12.0,5,0,3,2.25,4.37,0.20,-0.30,103.5,4.01,3,0.3,1.29,0.0,0.4,3,.555,.502,,Amateur Draft
505,Jimmie Sherfy\sherfji01,27,ARI,9.2,5,0,1,0.93,4.08,0.25,-0.28,107.6,3.82,3,0.4,.98,0.0,0.4,4,.571,.502,,Amateur Draft
380,John Ryan Murphy\murphjr01,28,ARI,3.0,2,0,9,27.00,5.43,0.52,-0.38,92.5,4.19,-8,-0.5,.01,0.3,-0.3,-7,.226,.497,$900000,Traded
284,Caleb Joseph\josepca01,33,ARI,1.0,1,0,0,0.00,4.36,0.24,-0.30,106.0,4.04,0,0.0,.00,0.0,0.0,1,.550,.500,,Free Agency
124,Stefan Crichton\crichst01,27,ARI,0.2,2,0,0,0.00,3.89,0.14,-0.27,134.0,4.67,0,0.0,1.03,0.0,0.0,0,.519,.500,,Traded
551,Julio Teheran\teherju01,28,ATL,66.1,12,12,28,3.80,4.45,0.31,0.19,103.8,4.50,7,0.7,,-0.1,1.2,11,.559,.504,$11166667,Amateur Free Agent
186,Max Fried*\friedma01,25,ATL,62.0,13,11,23,3.34,4.31,0.33,0.17,105.6,4.38,9,0.9,1.24,-0.1,1.4,13,.570,.506,$565000,Traded
200,Kevin Gausman\gausmke01,28,ATL,55.0,11,11,37,6.05,4.48,0.33,0.18,101.7,4.41,-9,-0.8,,-0.1,-0.4,-5,.424,.495,$9350000,Traded
521,Mike Soroka\sorokmi01,21,ATL,50.2,8,8,9,1.60,4.50,0.31,0.20,99.0,4.34,17,1.9,,-0.1,2.3,20,.738,.512,,Amateur Draft
181,Mike Foltynewicz\foltymi01,27,ATL,33.1,6,6,26,7.02,4.85,0.38,0.21,100.1,4.68,-8,-0.7,,0.0,-0.5,-6,.381,.496,$5475000,Traded
272,Luke Jackson\jackslu01,27,ATL,27.0,24,0,9,3.00,4.38,0.28,-0.30,104.9,3.98,4,0.4,1.85,0.1,0.7,5,.515,.502,$585000,Free Agency
555,Josh Tomlin\tomlijo01,34,ATL,27.0,18,0,14,4.67,4.69,0.38,-0.24,100.4,4.09,-1,-0.1,.89,-0.1,0.1,1,.494,.499,$100000,Free Agency
388,Sean Newcomb*\newcose01,26,ATL,24.1,13,3,8,2.96,4.58,0.38,-0.08,102.1,4.21,4,0.4,1.08,0.0,0.6,6,.531,.503,$575000,Traded
556,Touki Toussaint\toussto01,23,ATL,23.0,9,1,11,4.30,4.67,0.29,-0.06,97.9,4.23,0,0.0,1.60,0.0,0.2,2,.504,.500,,Traded
586,Jacob Webb\webbja01,25,ATL,16.2,19,0,3,1.62,4.74,0.28,-0.33,97.9,4.05,5,0.5,1.06,0.0,0.6,6,.527,.503,,Amateur Draft
603,Dan Winkler\winklda01,29,ATL,15.2,20,0,11,6.32,4.56,0.30,-0.31,100.3,3.96,-4,-0.4,1.52,-0.1,-0.4,-3,.481,.498,$1610000,Rule 5 Draft
410,Wes Parsons\parsowe01,26,ATL,14.1,15,0,7,4.40,4.76,0.29,-0.33,105.5,4.38,0,0.0,1.21,0.0,0.1,1,.502,.500,$565000,Amateur Free Agent
610,Kyle Wright\wrighky01,23,ATL,14.0,3,3,11,7.07,4.49,0.35,0.20,105.2,4.56,-4,-0.3,,0.0,-0.2,-3,.391,.498,$565000,Amateur Draft
519,Chad Sobotka\sobotch01,25,ATL,12.0,13,0,13,9.75,4.37,0.30,-0.30,108.2,4.08,-7,-0.7,.76,0.0,-0.6,-6,.446,.496,$565000,Amateur Draft
370,A.J. Minter*\minteaj01,25,ATL,11.0,15,0,12,9.82,4.55,0.35,-0.31,104.1,4.05,-7,-0.7,1.64,-0.2,-0.8,-6,.456,.496,$575000,Amateur Draft
89,Shane Carle\carlesh01,27,ATL,9.1,6,0,10,9.64,4.36,0.38,-0.30,105.0,3.86,-6,-0.5,.65,0.1,-0.4,-5,.410,.497,$575000,Traded
59,Jerry Blevins*\blevije01,35,ATL,7.0,12,0,4,5.14,4.58,0.31,-0.32,97.4,3.85,-1,-0.1,1.30,0.0,-0.1,0,.493,.499,,Purchased
570,Jonny Venters*\ventejo01,34,ATL,4.2,9,0,13,25.07,4.71,0.39,-0.32,106.1,4.24,-11,-1.0,.83,0.1,-0.9,-10,.391,.494,$2250000,Traded
600,Bryse Wilson\wilsobr02,21,ATL,4.1,2,1,4,8.31,4.11,0.32,0.07,107.4,4.16,-2,-0.2,.03,0.0,-0.1,-2,.411,.499,$565000,Amateur Draft
134,Grant Dayton*\daytogr01,31,ATL,4.0,5,0,0,0.00,4.90,0.40,-0.34,93.9,3.90,2,0.2,.30,-0.1,0.2,2,.538,.501,$585000,Waivers
575,Arodys Vizcaino\vizcaar01,28,ATL,4.0,4,0,1,2.25,4.37,0.23,-0.30,104.0,3.99,1,0.1,1.22,0.0,0.1,1,.522,.501,$4800000,Traded
126,Charlie Culberson\culbech01,30,ATL,1.0,1,0,0,0.00,4.31,0.34,-0.30,104.0,3.82,0,0.0,.00,0.0,0.0,1,.547,.500,$1395000,Traded
92,Andrew Cashner\cashnan01,32,BAL,59.1,11,11,32,4.85,4.88,-0.51,0.22,102.7,5.76,6,0.6,,-0.1,1.2,12,.558,.504,$9500000,Free Agency
80,Dylan Bundy\bundydy01,26,BAL,59.0,11,11,33,5.03,4.93,-0.46,0.23,99.7,5.60,4,0.4,,-0.1,0.9,10,.536,.502,$2800000,Amateur Draft
358,John Means*\meansjo01,26,BAL,54.2,13,9,21,3.46,4.64,-0.47,0.14,104.1,5.46,12,1.3,1.70,0.0,1.8,18,.600,.508,$555500,Amateur Draft
252,David Hess\hessda01,25,BAL,51.0,11,10,43,7.59,4.79,-0.52,0.20,104.0,5.72,-10,-1.0,.22,0.0,-0.5,-5,.413,.494,$563500,Amateur Draft
533,Dan Straily\straida01,30,BAL,38.2,10,8,37,8.61,4.95,-0.61,0.15,100.8,5.75,-12,-1.1,.61,0.0,-0.7,-8,.390,.493,$575000,Free Agency
95,Miguel Castro\castrmi01,24,BAL,26.1,23,0,20,6.84,4.86,-0.50,-0.32,101.3,5.10,-5,-0.5,.85,-0.1,-0.3,-2,.479,.497,$569000,Traded
207,Mychal Givens\givenmy01,29,BAL,23.2,20,0,15,5.70,4.94,-0.40,-0.33,102.0,5.11,-2,-0.2,1.84,-0.1,-0.1,1,.493,.499,$2150000,Amateur Draft
188,Paul Fry*\frypa01,26,BAL,21.2,22,0,9,3.74,4.95,-0.47,-0.33,102.2,5.20,4,0.4,1.75,0.1,0.6,6,.516,.502,$559000,Traded
615,Gabriel Ynoa\ynoaga01,26,BAL,21.2,10,1,15,6.23,4.56,-0.52,-0.21,100.6,4.91,-3,-0.3,.55,0.0,-0.1,-1,.470,.498,,Purchased
612,Jimmy Yacabonis\yacabji01,27,BAL,17.2,11,0,12,6.11,5.09,-0.56,-0.34,99.7,5.30,-2,-0.2,.97,-0.1,0.0,0,.486,.499,$559000,Amateur Draft
301,Branden Kline\klinebr01,27,BAL,15.2,12,0,10,5.74,4.75,-0.44,-0.32,103.8,5.07,-1,-0.1,1.38,-0.1,0.0,0,.491,.499,,Amateur Draft
425,Evan Phillips\phillev01,24,BAL,13.0,12,0,10,6.92,5.24,-0.44,-0.35,101.9,5.43,-2,-0.2,1.01,0.0,-0.1,-1,.483,.499,,Traded
