Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
92,Bartolo Colon\colonba01,29,2TM,233.1,33,33,85,3.28,4.63,-0.19,0.17,101.6,5.07,46,5.1,,-0.1,7.1,69,0.654,0.515,"$4,925,000",Amateur Free Agent
121,Ryan Dempster\dempsry01,25,2TM,209,33,33,127,5.47,4.44,-0.04,0.17,100.6,4.68,-19,-1.8,,-0.1,-0.2,-1,0.444,0.495,"$2,475,000",Traded
575,Jeff Weaver\weaveje01,25,2TM,199.2,32,25,88,3.97,4.71,-0.29,0.13,97.2,4.98,22,2.3,1.2,-0.1,4.2,45,0.571,0.507,"$2,350,000",Amateur Draft
552,Ismael Valdez\valdeis01,28,2TM,196,31,31,94,4.32,4.89,-0.1,0.18,103.9,5.37,22,2.4,,-0.1,4.3,45,0.577,0.512,"$2,500,000",Traded
159,Chuck Finley*\finlech01,39,2TM,190.2,32,32,97,4.58,4.52,-0.04,0.16,99.1,4.69,2,0.2,,-0.1,1.8,21,0.505,0.501,"$7,911,948",Free Agency
539,John Thomson\thomsjo01,28,2TM,181.2,30,30,116,5.75,4.65,0.11,0.18,108.2,5.09,-14,-1.3,,-0.1,0.1,2,0.456,0.497,"$1,100,000",Amateur Draft
147,Shawn Estes*\estessh01,29,2TM,160.2,29,29,94,5.27,4.55,-0.12,0.17,96.9,4.69,-11,-1,,-0.1,0.3,3,0.464,0.498,"$6,200,000",Traded
68,Dave Burba\burbada01,35,2TM,145.1,35,21,91,5.64,4.87,-0.18,0.11,103.9,5.36,-5,-0.5,0.95,-0.1,0.9,12,0.486,0.498,"$2,000,000",Free Agency
568,Pete Walker\walkepe01,33,2TM,140.1,38,20,73,4.68,4.78,-0.05,0.07,103.2,5.06,5,0.5,0.82,-0.1,1.9,21,0.514,0.503,,Free Agency
393,Carl Pavano\pavanca01,26,2TM,136,37,22,88,5.82,4.47,-0.09,0.09,100.2,4.67,-18,-1.7,0.96,-0.1,-0.7,-6,0.453,0.495,"$1,312,500",Traded
600,Jamey Wright\wrighja01,27,2TM,129.1,23,22,80,5.57,4.39,-0.04,0.16,98.5,4.53,-15,-1.5,0.06,-0.1,-0.5,-4,0.435,0.493,"$4,250,000",Traded
284,Ted Lilly*\lillyte01,26,2TM,100,22,16,43,3.87,5.01,-0.26,0.12,96.8,5.22,15,1.5,0.21,-0.1,2.4,26,0.569,0.507,"$237,150",Traded
542,Mike Timlin\timlimi01,36,2TM,96.2,72,1,35,3.26,4.44,0.25,-0.31,95.8,3.72,5,0.5,1.02,-0.2,1.1,13,0.507,0.502,"$5,250,000",Traded
440,Dennys Reyes*\reyesde01,25,2TM,82.2,58,5,52,5.66,4.8,0.02,-0.22,110.1,5,-6,-0.6,0.71,-0.1,0.1,2,0.49,0.5,"$900,000",Traded
63,Jim Brower\broweji01,29,2TM,80.1,52,0,40,4.48,4.48,-0.04,-0.31,103.8,4.37,-1,-0.1,0.72,-0.2,0.4,6,0.498,0.499,"$250,000",Traded
297,Sean Lowe\lowese01,31,2TM,79.1,51,1,58,6.58,4.51,0.1,-0.29,107.2,4.43,-19,-1.9,0.97,-0.2,-1.4,-12,0.462,0.493,"$950,000",Free Agency
348,Terry Mulholland*\mulhote01,39,2TM,79,37,3,56,6.38,4.79,-0.07,-0.18,94.3,4.43,-17,-1.7,0.54,0.4,-0.5,-9,0.454,0.494,"$3,250,000",Traded
148,Scott Eyre*\eyresc01,30,2TM,74.2,70,3,41,4.94,5.14,0,-0.28,102.9,5,0,0,1.3,-0.1,0.7,9,0.5,0.5,"$280,000",Waivers
