Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
148,Charlie Culberson,30,ATL,2.0,2,0,0,0.00,4.71,0.19,-0.32,106.0,4.45,1,0.1,.00,-0.1,0.1,1,.553,.501,"$1,395,000",Traded
97,Dylan Bundy,26,BAL,103.0,20,20,65,5.68,5.07,-0.53,0.23,100.7,5.87,2,0.2,,-0.1,1.2,13,.512,.501,"$2,800,000",Amateur Draft
413,John Means*,26,BAL,98.0,21,17,39,3.58,4.77,-0.54,0.18,104.8,5.75,24,2.5,1.71,0.0,3.4,34,.619,.515,"$555,500",Amateur Draft
295,David Hess,25,BAL,72.2,17,14,68,8.42,4.96,-0.61,0.19,104.8,6.03,-19,-1.7,.41,0.0,-1.0,-11,.400,.489,"$563,500",Amateur Draft
728,Gabriel Ynoa,26,BAL,69.1,23,7,50,6.49,4.85,-0.64,-0.02,99.3,5.43,-8,-0.8,.80,-0.1,-0.2,-1,.467,.495,,Purchased
114,Miguel Castro,24,BAL,52.2,44,0,31,5.30,5.00,-0.52,-0.33,101.5,5.27,0,0.0,.89,-0.1,0.4,6,.500,.500,"$569,000",Traded
630,Dan Straily,30,BAL,47.2,14,8,53,10.01,5.13,-0.68,0.06,101.6,5.97,-21,-1.8,.44,0.1,-1.3,-16,.369,.489,"$575,000",Free Agency
244,Mychal Givens,29,BAL,41.2,36,0,23,4.97,5.12,-0.42,-0.34,101.3,5.27,1,0.1,1.81,-0.1,0.5,6,.504,.501,"$2,150,000",Amateur Draft
222,Paul Fry*,26,BAL,40.2,42,0,20,4.43,5.03,-0.49,-0.34,102.1,5.30,4,0.4,1.43,0.0,0.8,8,.509,.502,"$559,000",Traded
724,Jimmy Yacabonis,27,BAL,37.0,25,3,28,6.81,5.25,-0.60,-0.28,98.4,5.48,-5,-0.5,.74,0.0,-0.2,-1,.479,.497,"$559,000",Amateur Draft
72,Richard Bleier*,32,BAL,32.0,31,0,23,6.47,4.77,-0.69,-0.32,103.7,5.34,-4,-0.4,1.03,-0.1,-0.2,-1,.488,.498,"$572,500",Traded
715,Asher Wojciechowski,30,BAL,30.0,6,5,12,3.60,5.00,-0.44,0.22,99.0,5.60,7,0.7,.00,0.0,1.0,10,.617,.504,,Purchased
350,Branden Kline,27,BAL,27.2,21,0,20,6.51,4.97,-0.55,-0.33,102.8,5.33,-4,-0.3,1.05,-0.1,-0.2,-1,.484,.498,,Amateur Draft
193,Tom Eshelman,25,BAL,22.2,5,4,20,7.94,5.00,-0.63,0.23,98.2,5.75,-5,-0.5,.82,0.0,-0.3,-3,.402,.497,,Traded
495,Evan Phillips,24,BAL,18.1,17,0,16,7.85,5.26,-0.51,-0.35,101.7,5.51,-5,-0.5,.88,0.0,-0.3,-3,.474,.497,,Traded
586,Tanner Scott*,24,BAL,17.0,15,0,12,6.35,5.08,-0.47,-0.34,99.8,5.20,-2,-0.2,.45,0.0,0.0,0,.486,.499,,Amateur Draft
376,Josh Lucas,28,BAL,15.2,9,0,12,6.89,5.01,-0.53,-0.33,108.7,5.67,-2,-0.2,.35,0.0,0.0,0,.478,.499,,Free Agency
550,Josh Rogers*,24,BAL,14.1,5,0,14,8.79,5.46,-0.69,-0.36,98.3,5.68,-5,-0.4,.32,0.1,-0.2,-3,.412,.497,,Traded
134,Alex Cobb,31,BAL,12.1,3,3,16,11.68,5.77,-0.74,0.26,100.7,6.81,-7,-0.5,,0.0,-0.4,-5,.320,.497,"$14,000,000",Free Agency
521,Yefry Ramirez,25,BAL,10.1,4,1,9,7.84,4.84,-0.47,-0.15,103.6,5.35,-3,-0.3,.87,0.0,-0.2,-2,.435,.498,,Purchased
333,Nate Karns,31,BAL,5.1,4,2,1,1.69,5.50,-0.54,0.10,96.5,5.93,3,0.3,.19,0.0,0.3,3,.564,.502,"$800,000",Free Agency
720,Matt Wotherspoon,27,BAL,4.2,2,0,8,15.43,5.14,-0.82,-0.34,92.3,5.19,-5,-0.4,1.04,0.0,-0.4,-5,.293,.497,,Traded
704,Stevie Wilkerson,27,BAL,4.0,3,0,1,2.25,5.13,-0.59,-0.34,101.1,5.45,1,0.1,.65,0.0,0.2,2,.548,.501,,Amateur Draft
463,Luis Ortiz,23,BAL,3.1,1,1,4,10.80,5.23,-0.55,0.24,102.0,6.14,-2,-0.1,,0.0,-0.1,-1,.354,.499,,Traded
242,Sean Gilmartin*,29,BAL,2.1,1,1,5,19.29,5.50,-1.01,0.25,90.0,6.09,-3,-0.2,,0.0,-0.2,-3,.250,.498,,Free Agency
649,Dillon Tate,25,BAL,2.0,1,0,3,13.50,4.77,-0.45,-0.32,92.0,4.51,-2,-0.2,.13,0.1,-0.1,-2,.335,.499,,Traded
9,Hanser Alberto,26,BAL,1.0,1,0,2,18.00,6.10,-0.76,-0.41,102.0,6.58,-1,-0.1,.00,0.1,-0.1,-1,.389,.499,"$578,000",Waivers
153,Chris Davis,33,BAL,1.0,1,0,1,9.00,5.48,-0.76,-0.37,102.0,5.99,0,0.0,.00,0.0,0.0,0,.469,.500,"$23,000,000",Free Agency
641,Jesus Sucre,31,BAL,1.0,1,0,0,0.00,4.24,-0.54,-0.28,102.0,4.59,1,0.1,.00,0.0,0.0,1,.552,.500,"$850,000",Free Agency
33,Pedro Araujo,25,BAL,0.2,1,0,2,27.00,4.67,-0.81,-0.31,96.0,4.97,-2,-0.1,.23,0.1,-0.1,-2,.361,.499,"$557,000",Rule 5 Draft
573,Chris Sale*,30,BOS,129.0,22,22,67,4.67,4.85,-0.17,0.22,102.2,5.35,10,1.0,,-0.1,2.2,24,.545,.506,"$15,000,000",Traded
544,Eduardo Rodriguez*,26,BOS,128.2,22,22,61,4.27,4.90,-0.20,0.22,102.8,5.47,17,1.8,,-0.1,2.9,31,.581,.511,"$4,300,000",Traded
505,Rick Porcello,30,BOS,122.1,22,22,85,6.25,4.86,-0.24,0.22,104.3,5.55,-9,-0.9,,-0.1,0.2,4,.460,.495,"$21,125,000",Traded
509,David Price*,33,BOS,102.2,20,20,50,4.38,4.83,-0.19,0.22,101.8,5.34,11,1.1,,-0.1,2.1,22,.556,.507,"$31,000,000",Free Agency
687,Marcus Walden,30,BOS,54.1,45,0,26,4.31,4.81,-0.19,-0.32,104.3,4.88,4,0.3,1.25,-0.1,0.8,9,.508,.502,,Free Agency
719,Brandon Workman,30,BOS,47.2,49,0,12,2.27,4.81,-0.14,-0.32,102.3,4.73,13,1.3,1.46,0.2,2.0,18,.527,.508,"$1,150,000",Amateur Draft
674,Hector Velazquez,30,BOS,46.0,24,8,32,6.26,5.01,-0.20,-0.06,102.2,5.26,-5,-0.5,.53,0.0,0.0,0,.480,.497,"$568,500",Free Agency
86,Colten Brewer,26,BOS,45.0,45,0,23,4.60,5.00,-0.22,-0.33,102.8,5.02,2,0.2,.92,-0.1,0.5,7,.505,.501,"$557,000",Traded
48,Matt Barnes,29,BOS,42.2,47,0,19,4.01,4.82,-0.14,-0.32,102.8,4.77,4,0.4,1.83,0.0,0.8,8,.508,.502,"$1,600,000",Amateur Draft
82,Ryan Brasier,31,BOS,40.1,44,0,22,4.91,4.93,-0.21,-0.33,103.1,4.96,0,0.0,1.44,-0.1,0.3,5,.501,.500,"$577,500",Free Agency
286,Heath Hembree,30,BOS,36.2,42,0,19,4.66,4.92,-0.19,-0.33,101.4,4.84,1,0.1,.93,-0.1,0.4,5,.502,.500,"$1,312,500",Traded
650,Josh Taylor*,26,BOS,25.2,26,0,12,4.21,4.94,-0.19,-0.33,104.2,5.00,2,0.2,.83,-0.1,0.4,5,.509,.501,,Traded
190,Nathan Eovaldi,29,BOS,24.2,8,4,20,7.30,5.55,-0.22,0.16,96.0,5.70,-4,-0.4,.31,0.0,-0.2,-2,.450,.498,"$17,000,000",Traded
696,Ryan Weber,28,BOS,24.0,8,3,15,5.63,4.57,-0.25,-0.06,103.4,4.93,-2,-0.2,.26,0.0,0.1,1,.478,.499,,Free Agency
653,Tyler Thornburg,30,BOS,18.2,16,0,16,7.71,4.79,-0.20,-0.32,103.5,4.84,-6,-0.6,.18,0.2,-0.2,-4,.465,.497,"$1,750,000",Traded
605,Josh Smith,31,BOS,18.1,10,2,13,6.38,4.69,-0.22,-0.10,105.6,5.08,-3,-0.2,.51,0.0,-0.1,-1,.475,.498,,Free Agency
326,Brian Johnson*,28,BOS,14.0,7,2,11,7.07,4.83,-0.25,-0.01,100.1,5.08,-3,-0.3,.65,0.0,-0.2,-2,.459,.498,"$575,000",Amateur Draft
592,Mike Shawaryn,24,BOS,12.2,8,0,12,8.53,4.85,-0.17,-0.32,106.5,5.00,-5,-0.5,.61,0.1,-0.3,-4,.443,.497,,Amateur Draft
290,Darwinzon Hernandez*,22,BOS,11.2,9,1,6,4.63,4.61,-0.13,-0.17,107.5,4.90,0,0.0,.37,0.0,0.1,2,.504,.500,,Amateur Free Agent
354,Travis Lakins,25,BOS,9.1,7,0,6,5.79,4.38,-0.23,-0.29,102.7,4.43,-1,-0.1,1.07,0.0,-0.1,0,.481,.499,,Amateur Draft
723,Steven Wright,34,BOS,6.1,6,0,6,8.53,5.18,-0.26,-0.35,105.5,5.38,-2,-0.2,.46,0.0,-0.1,-2,.465,.499,"$1,375,000",Traded
507,Bobby Poyner*,26,BOS,4.0,3,0,7,15.75,4.50,-0.30,-0.30,107.0,4.82,-5,-0.4,.89,0.0,-0.4,-4,.362,.497,,Amateur Draft
516,Erasmo Ramirez,29,BOS,3.0,1,0,4,12.00,6.11,-0.29,-0.41,92.0,5.50,-2,-0.2,.20,0.1,-0.1,-2,.324,.499,,Free Agency
338,Trevor Kelley,25,BOS,1.0,1,0,3,27.00,4.67,-0.30,-0.32,96.0,4.46,-3,-0.2,.04,0.1,-0.1,-2,.302,.499,,Amateur Draft
457,Eduardo Nunez,32,BOS,1.0,1,0,1,9.00,4.46,-0.30,-0.30,102.0,4.55,0,0.0,.00,0.0,0.0,0,.454,.500,"$5,000,000",Free Agency
150,Yu Darvish,32,CHC,121.0,22,22,62,4.61,4.54,0.08,0.20,102.6,4.78,4,0.4,,-0.1,1.4,13,.519,.503,"$20,000,000",Free Agency
287,Kyle Hendricks,29,CHC,120.1,20,20,48,3.59,4.67,0.09,0.20,102.0,4.88,19,2.1,,-0.1,3.0,28,.603,.513,"$7,405,000",Traded
514,Jose Quintana*,30,CHC,116.2,21,20,63,4.86,4.62,0.10,0.18,103.9,4.89,2,0.2,1.17,-0.1,1.2,11,.511,.501,"$10,500,000",Traded
363,Jon Lester*,35,CHC,114.0,20,20,57,4.50,4.79,0.10,0.21,103.0,5.05,9,0.9,,-0.1,1.8,18,.546,.506,"$27,500,000",Free Agency
271,Cole Hamels*,35,CHC,99.2,17,17,36,3.25,4.76,0.09,0.21,104.7,5.11,22,2.4,,-0.1,3.2,30,.643,.515,"$20,000,000",Traded
122,Tyler Chatwood,29,CHC,50.1,23,4,24,4.29,4.56,0.09,-0.12,105.2,4.58,2,0.2,1.29,-0.1,0.6,6,.511,.502,"$12,500,000",Free Agency
127,Steve Cishek,33,CHC,48.1,51,0,17,3.17,4.73,0.09,-0.32,102.8,4.44,8,0.8,1.43,0.1,1.3,11,.515,.505,"$6,500,000",Free Agency
348,Brandon Kintzler,34,CHC,44.2,47,0,12,2.42,4.72,0.08,-0.32,102.2,4.40,11,1.1,1.29,0.0,1.5,14,.523,.507,,Traded
567,Kyle Ryan*,27,CHC,40.2,48,0,16,3.54,4.86,0.09,-0.33,102.0,4.53,5,0.5,1.15,-0.1,0.8,8,.511,.503,"$555,000",Free Agency
79,Brad Brach,33,CHC,39.0,41,0,26,6.00,4.66,0.08,-0.32,104.1,4.43,-6,-0.6,1.04,-0.1,-0.4,-3,.485,.496,"$1,650,000",Free Agency
636,Pedro Strop,34,CHC,27.2,32,0,16,5.20,4.69,0.08,-0.32,101.9,4.36,-2,-0.2,1.57,-0.1,-0.1,0,.493,.499,"$6,250,000",Traded
184,Carl Edwards Jr.,27,CHC,15.1,20,0,11,6.46,4.71,0.08,-0.32,104.1,4.49,-3,-0.3,1.30,-0.1,-0.3,-2,.485,.498,"$1,500,000",Traded
345,Craig Kimbrel,31,CHC,11.2,13,0,8,6.17,4.62,0.08,-0.32,99.4,4.19,-2,-0.2,2.05,-0.2,-0.3,-1,.482,.499,"$10,000,000",Free Agency
21,Adbert Alzolay,24,CHC,11.1,3,2,9,7.15,4.81,0.09,0.02,101.8,4.82,-3,-0.3,.93,0.0,-0.2,-2,.415,.498,,Amateur Free Agent
697,Allen Webster,29,CHC,11.0,12,0,7,5.73,4.68,0.11,-0.32,101.6,4.32,-2,-0.2,.83,0.0,-0.1,-1,.487,.499,,Free Agency
701,Rowan Wick,26,CHC,11.0,10,0,5,4.09,4.70,0.07,-0.32,100.6,4.32,0,0.0,.77,0.0,0.1,1,.505,.500,,Traded
559,Randy Rosario*,25,CHC,10.2,13,0,8,6.75,4.89,0.10,-0.34,104.8,4.66,-2,-0.2,.84,0.0,-0.1,-1,.483,.499,"$564,000",Waivers
423,Alec Mills,27,CHC,10.1,2,2,5,4.35,4.18,0.09,0.18,97.9,4.18,0,0.0,,0.0,0.1,1,.498,.500,,Traded
138,Tim Collins*,29,CHC,8.2,9,0,3,3.12,4.79,0.11,-0.33,97.0,4.22,1,0.1,.86,0.0,0.2,2,.514,.501,"$850,000",Free Agency
387,Dillon Maples,27,CHC,8.0,10,0,5,5.63,4.86,0.06,-0.33,100.3,4.48,-1,-0.1,.95,0.0,0.0,0,.491,.499,,Amateur Draft
106,Victor Caratini,25,CHC,2.0,2,0,2,9.00,4.63,0.13,-0.32,104.0,4.35,-1,-0.1,.01,0.0,0.0,-1,.452,.499,"$569,500",Traded
116,Xavier Cedeno*,32,CHC,2.0,5,0,0,0.00,5.67,0.14,-0.39,106.5,5.47,1,0.1,.89,0.0,0.1,1,.526,.501,"$900,000",Free Agency
49,Tony Barnette,35,CHC,1.1,2,0,1,6.75,4.67,0.11,-0.32,104.0,4.40,0,0.0,.65,0.0,0.0,0,.484,.500,"$750,000",Free Agency
160,Daniel Descalso,32,CHC,1.0,1,0,2,18.00,4.51,0.15,-0.31,98.0,3.97,-2,-0.1,.00,0.1,-0.1,-1,.364,.499,"$1,500,000",Free Agency
