date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2019-05-26,2019,0,,STL,ATL,1519.51878791905,1518.89622723482,0.535375508849821,0.464624491150179,,,1524.55894378375,1520.00471634774,Jack Flaherty,Julio Teheran,53.2382813557178,52.9659218746109,15.447194821027518,9.55357281513123,0.5494126294369865,0.45058737056301346,,,,
2019-05-26,2019,0,,OAK,SEA,1538.26628239892,1488.11894209084,0.6051155882623181,0.39488441173768185,,,1522.31525013006,1479.25601765157,Brett Anderson,Mike Leake,47.9575734370459,47.0086389533417,-5.717166887565676,0.11500977646631726,0.5872118778174581,0.4127881221825419,,,,
2019-05-26,2019,0,,ANA,TEX,1495.03287850078,1500.0769224261,0.5272527774454209,0.4727472225545791,,,1495.74985948459,1477.83223898454,Andrew Heaney,Ariel Jurado,50.4822503684714,46.6827588583302,9.814416205807,-12.536227607166035,0.5914487979134919,0.4085512020865081,,,,
2019-05-26,2019,0,,SFG,ARI,1453.96534898987,1523.76750065631,0.43446461118007196,0.565535388819928,,,1452.25164265589,1513.12288766428,Shaun Anderson,Luke Weaver,47.7850890835639,51.980476488277,2.622440217633465,2.34218114769079,0.4475351703837623,0.5524648296162378,,,,
2019-05-26,2019,0,,COL,BAL,1509.81046583973,1428.18581748199,0.6474899984270266,0.3525100015729734,,,1508.943573624,1410.98077985337,German Marquez,David Hess,59.7713043226932,44.0794540716299,38.48262455256425,-10.65237834750007,0.72808298220742,0.27191701779258004,,,,
2019-05-26,2019,0,,CHC,CIN,1546.31248958384,1488.68484097159,0.6153568961771971,0.38464310382280287,,,1538.35944726648,1502.81051219762,Jose Quintana,Tanner Roark,53.5540646143552,51.6247347035271,4.576221222656426,1.5211978016051775,0.5891317777395644,0.4108682222604356,,,,
2019-05-26,2019,0,,KCR,NYY,1458.31776787248,1561.24134853296,0.3883339850467202,0.6116660149532798,,,1448.48057884732,1575.27921026922,Danny Duffy,Domingo German,51.1066321298685,51.7149868765084,14.038482148385661,-7.193265549237244,0.3847259001250912,0.6152740998749088,,,,
2019-05-26,2019,0,,MIN,CHW,1548.53739077439,1463.54367605504,0.6519038295418368,0.3480961704581632,,,1545.14299130779,1458.64631902858,Jake Odorizzi,Dylan Covey,55.0464523352451,44.6527155640179,15.13145451300622,-12.051661805414716,0.6883782962986729,0.31162170370132714,,,,
2019-05-26,2019,0,,MIL,PHI,1536.6926292758,1508.68784729609,0.5742869335796094,0.42571306642039064,,,1532.82050164276,1529.71317006697,Brandon Woodruff,Zach Eflin,52.2111141672068,51.1882205475822,9.359266038571205,1.115464261442451,0.5506995302562344,0.4493004697437656,,,,
2019-05-26,2019,0,,HOU,BOS,1581.18813126106,1560.88442273572,0.5634148167500022,0.43658518324999784,,,1585.41936183776,1552.1308225189,Justin Verlander,Eduardo Rodriguez,63.9888378222694,52.0520965310629,40.317623476510136,-8.578207982592282,0.6482250641955564,0.35177493580444363,,,,
2019-05-26,2019,0,,WSN,FLA,1492.10965915573,1434.79574331431,0.6149293421766187,0.38507065782338135,,,1513.61478543376,1426.78427276941,Erick Fedde,Caleb Smith,46.0892337098509,54.6837530093356,-39.56435681493403,22.347587699458444,0.5699379303497698,0.4300620696502302,,,,
2019-05-26,2019,0,,PIT,LAD,1492.42555473159,1568.58662563753,0.42549312816984663,0.5745068718301534,,,1491.9266378478,1575.05144431462,Chris Archer,Kenta Maeda,49.3020689689338,51.9669473366932,-4.10322995392886,-11.888021281500537,0.4266488898344624,0.5733511101655375,,,,
2019-05-26,2019,0,,NYM,DET,1491.59275467842,1432.1515857289,0.6178248471055502,0.3821751528944498,,,1512.5106611858,1426.72249229905,Zack Wheeler,Spencer Turnbull,54.1717741769745,51.2142169491958,10.374877449229418,16.62821982189647,0.6447393475179637,0.3552606524820363,,,,
2019-05-26,2019,0,,CLE,TBD,1514.24251363322,1548.2519667651,0.48559922295805386,0.5144007770419461,,,1532.65734445715,1539.88178993648,Trevor Bauer,Ryne Stanek,57.5314819228687,49.5061831932198,12.129030262538867,-19.14392819873261,0.568709890575593,0.43129010942440704,,,,
