date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2017-09-30,2017,0,,SFG,SDP,1461.88271634443,1451.29416857461,0.5496131250538409,0.45038687494615914,1460.29632040185,1452.88056451719,1466.02309993068,1447.64863263464,Matt Cain,Jhoulys Chacin,42.0273246607899,50.6576535238494,-31.939038660195823,26.91269703121338,0.4763050666002584,0.5236949333997416,1464.69652688927,1448.97520567605,2,3
2017-09-30,2017,0,,CHC,CIN,1557.00792411976,1462.0447584939,0.6648107307166247,0.33518926928337534,1559.46678283774,1459.58589977592,1559.53424408051,1453.87385613751,Jon Lester,Jackson Stephens,49.8865084333152,47.4607539931921,-9.799768432686243,4.433091757671362,0.6602602656271839,0.3397397343728161,1562.04207794124,1451.36602227678,9,0
2017-09-30,2017,0,,NYY,TOR,1566.24554733473,1501.00248097439,0.6256791507506793,0.37432084924932074,1567.17601395249,1500.07201435663,1561.7753223638,1495.61943118658,CC Sabathia,Marcus Stroman,52.1449945981863,53.672359931409,-2.6190301562307385,19.294178998049944,0.5969653314071295,0.4030346685928705,1562.80583294913,1494.58892060125,2,1
2017-09-30,2017,0,,BOS,HOU,1556.04106674789,1562.67840154859,0.524966103986847,0.47503389601315305,1558.04510890293,1560.67435939355,1552.45874235252,1569.42356137961,Drew Pomeranz,Lance McCullers Jr.,52.8484900495805,52.1049045403195,0.9802762876356361,0.7463289831358403,0.5104595903580607,0.48954040964193934,1554.54063288786,1567.34167084427,6,3
2017-09-29,2017,0,,SFG,SDP,1458.33333558492,1454.84354933412,0.5394786343757303,0.4605213656242697,1461.88271634443,1451.29416857461,1462.67025131136,1451.00148125396,Chris Stratton,Jordan Lyles,48.5487639245549,43.7017182138065,-0.7400137202497007,-6.946502552593248,0.5592422435368637,0.4407577564631363,1466.02309993068,1447.64863263464,8,0
2017-09-29,2017,0,,ANA,SEA,1508.81356984697,1504.46519280402,0.5407063006963134,0.4592936993036866,1510.0575540823,1503.22120856869,1511.05647974018,1508.40117019348,Tyler Skaggs,Marco Gonzales,49.4599122076152,42.9861889885233,2.620022858551311,-21.95505121847333,0.5678233842627178,0.43217661573728217,1512.20552913507,1507.25212079859,6,5
2017-09-29,2017,0,,STL,MIL,1522.86896606317,1509.97206681201,0.5529001867310327,0.4470998132689673,1520.82194488495,1512.01908799023,1518.61155562033,1506.51880360378,John Gant,Chase Anderson,46.7346471854895,54.7816489034744,-11.865937571460723,23.432055897085355,0.5042140613193087,0.4957859386806913,1516.78591614906,1508.34444307505,3,5
2017-09-29,2017,0,,KCR,ARI,1489.23268751263,1531.95267243562,0.4730858159499011,0.5269141840500988,1490.68941492638,1530.49594502187,1478.53024139982,1538.08179935157,Ian Kennedy,Zack Greinke,45.9964532802041,56.5527429308485,-9.05312046267341,21.968711183389136,0.4065340347065635,0.5934659652934364,1480.21921977597,1536.39282097542,2,1
2017-09-29,2017,0,,MIN,DET,1516.19987463238,1444.53948356255,0.6342899727818216,0.36571002721817836,1517.62616517736,1443.11319301757,1510.96795506149,1444.26575050085,Kyle Gibson,Matthew Boyd,49.0188115461317,47.7871401162059,5.12072048855926,1.5765683073113734,0.6319314154667184,0.3680685845332816,1512.40727871626,1442.82642684608,6,3
2017-09-29,2017,0,,COL,LAD,1507.7250735503,1554.60781398401,0.46711662257168696,0.532883377428313,1511.81913489306,1550.51375264125,1508.10013649684,1564.7149691995,Chad Bettis,Hyun-Jin Ryu,49.2166143536047,49.258666263076,-6.720914280808285,-15.702598750711996,0.47021706512700284,0.5297829348729972,1512.16469546485,1560.65041023149,9,1
2017-09-29,2017,0,,TEX,OAK,1492.14144945555,1491.12256521802,0.5359429632156641,0.46405703678433585,1493.67338788142,1489.59062679215,1496.03899683122,1492.49187427866,Martin Perez,Raul Alcantara,48.0027869661279,44.9166908778233,-4.727177438164874,-8.665938287261268,0.5451881913851432,0.4548118086148568,1497.53171473167,1490.99915637821,5,3
2017-09-29,2017,0,,TBD,BAL,1497.41569957986,1491.16809980624,0.5434201514369352,0.45657984856306477,1500.65135725789,1487.93244212821,1498.2949097122,1481.47088853182,Jake Odorizzi,Wade Miley,49.2842616854255,44.35675192538,-2.86595472798624,-8.840462660496508,0.5634780945435476,0.4365219054564524,1501.34655104398,1478.41924720004,7,0
2017-09-29,2017,0,,FLA,ATL,1479.53572769204,1469.02868920816,0.5494969759912242,0.45050302400877584,1480.77818962084,1467.78622727936,1481.58242271802,1468.19159704416,Dan Straily,Luiz Gohara,48.1732476502478,48.2591755783572,14.113039468239615,2.821207377334639,0.5696050388992061,0.4303949611007939,1482.75271202355,1467.02130773863,6,5
2017-09-29,2017,0,,CLE,CHW,1602.01305735246,1467.10335628701,0.7139727625939298,0.28602723740607017,1603.92764109239,1465.18877254708,1603.58362019155,1464.06269119551,Trevor Bauer,Mike Pelfrey,52.3480671209263,41.8628663739578,-19.681366171765884,-24.635532907427176,0.7274820713614348,0.27251792863856517,1605.35911057619,1462.28720081087,10,1
2017-09-29,2017,0,,BOS,HOU,1557.50552864872,1561.21393964776,0.5291687864584995,0.4708312135415005,1556.04106674789,1562.67840154859,1553.75599968581,1568.12630404632,Doug Fister,Charlie Morton,48.494057095087,52.6705285237853,-19.382415608762415,3.9235012295728566,0.4803284946841779,0.5196715053158221,1552.45874235252,1569.42356137961,2,3
2017-09-29,2017,0,,WSN,PIT,1545.1194585787,1481.79106265358,0.6230942550184967,0.3769057449815033,1547.16906551945,1479.74145571283,1555.74113644265,1481.75705108801,Stephen Strasburg,Gerrit Cole,59.8361504566625,51.7194822820294,31.28434002945825,13.019014580039643,0.6613207328615758,0.3386792671384242,1557.50006129401,1479.99812623665,6,1
2017-09-29,2017,0,,PHI,NYM,1462.05871662672,1462.87148686636,0.5333196522246749,0.4666803477753251,1464.45333024637,1460.47687324671,1465.46460443257,1465.71445629999,Ben Lively,Matt Harvey,48.2787192742893,43.4134324995304,-0.31649899294268596,-11.898638096684724,0.5526579070740957,0.4473420929259043,1467.7318422163,1463.44721851626,6,2
2017-09-29,2017,0,,CHC,CIN,1556.19203859037,1462.86064402329,0.6627143376857898,0.3372856623142102,1557.00792411976,1462.0447584939,1558.79845386464,1454.60964635338,Jose Quintana,Robert Stephenson,55.715316275421,48.5027317272893,17.414581049056736,9.623135732132194,0.6854316818191084,0.3145683181808916,1559.53424408051,1453.87385613751,5,4
2017-09-29,2017,0,,NYY,TOR,1564.46941438212,1502.778613927,0.6208778463031477,0.3791221536968523,1566.24554733473,1501.00248097439,1560.21961992979,1497.17513362059,Masahiro Tanaka,Joe Biagini,52.7828281940805,44.7551187960839,2.0513747171429673,-22.508534773362733,0.6545912220639905,0.34540877793600955,1561.7753223638,1495.61943118658,4,0
2017-09-28,2017,0,,KCR,DET,1491.94845693351,1441.82371414167,0.6050845047080033,0.39491549529199665,1489.23268751263,1444.53948356255,1481.44151549706,1441.35447640361,Danny Duffy,Daniel Norris,54.1944654209233,46.1399507211611,29.100570160770697,-5.3381765775807635,0.6381076053667712,0.36189239463322875,1478.53024139982,1444.26575050085,1,4
2017-09-28,2017,0,,CHW,ANA,1465.63716693567,1510.27975919831,0.47032782819150265,0.5296721718084973,1467.10335628701,1508.81356984697,1462.44481496961,1512.67435596608,Dylan Covey,Bud Norris,40.6776405460576,47.7794114518282,-30.158466443628203,-4.979829479176353,0.4265529095505352,0.5734470904494648,1464.06269119551,1511.05647974018,5,4
2017-09-28,2017,0,,TEX,OAK,1494.46542204761,1488.79859262596,0.5425905389946638,0.4574094610053362,1492.14144945555,1491.12256521802,1498.41083238544,1490.12003872444,Miguel Gonzalez,Sean Manaea,50.0083852640535,47.5649955759317,5.145376889823603,4.967487052162572,0.551599427577577,0.44840057242242304,1496.03899683122,1492.49187427866,1,4
2017-09-28,2017,0,,STL,CHC,1524.20076775863,1554.86023689491,0.49041742701870367,0.5095825729812964,1522.86896606317,1556.19203859037,1519.82226373246,1557.58774575251,Lance Lynn,Kyle Hendricks,49.9131558155626,56.2710458730848,3.2784218511412186,20.78586292281854,0.4551157966880919,0.5448842033119081,1518.61155562033,1558.79845386464,1,2
2017-09-28,2017,0,,FLA,ATL,1476.55996532183,1472.00445157837,0.541002404195111,0.45899759580488897,1479.53572769204,1469.02868920816,1478.43868997023,1471.33532979195,Dillon Peters,Julio Teheran,44.3562623537955,50.5418820390567,-3.100234553338276,12.970424022308716,0.5208695344983386,0.4791304655016614,1481.58242271802,1468.19159704416,7,1
2017-09-28,2017,0,,BOS,HOU,1562.43108950538,1556.2883787911,0.5432703383545853,0.45672966164541473,1557.50552864872,1561.21393964776,1558.60008010981,1563.28222362232,Eduardo Rodriguez,Brad Peacock,53.8195933996334,52.2872720021487,4.338717549924685,2.1960536253653653,0.5360002560498445,0.46399974395015553,1553.75599968581,1568.12630404632,2,12
2017-09-28,2017,0,,WSN,PIT,1544.13925606231,1482.77126516997,0.6204403394572783,0.3795596605427217,1545.1194585787,1481.79106265358,1554.5390852329,1482.95910229776,Edwin Jackson,Ivan Nova,40.2647953881228,47.8447670010379,-60.36596390154499,-5.435334390686115,0.5585941833439104,0.4414058166560896,1555.74113644265,1481.75705108801,5,4
2017-09-28,2017,0,,NYY,TBD,1567.42328461972,1494.46182934226,0.6360255363806786,0.3639744636193214,1564.46941438212,1497.41569957986,1563.11753631827,1495.39699332372,Sonny Gray,Jake Faria,53.5663046986785,51.2798196793586,4.298608954488169,5.839890481895979,0.626940463146315,0.373059536853685,1560.21961992979,1498.2949097122,6,9
2017-09-28,2017,0,,MIL,CIN,1508.91575419491,1463.91695664039,0.5980121018060236,0.4019878981939764,1509.97206681201,1462.86064402329,1505.44073120368,1455.68771875348,Brent Suter,Sal Romano,50.2087535567912,48.7314957086284,1.6614155682328808,10.801710867828852,0.5919278362004897,0.4080721637995103,1506.51880360378,1454.60964635338,4,3
2017-09-28,2017,0,,CLE,MIN,1600.66146477296,1517.55146721188,0.6494391193793996,0.3505608806206004,1602.01305735246,1516.19987463238,1602.0992819251,1512.45229332794,Carlos Carrasco,Ervin Santana,56.8343248065986,53.5708241079177,2.8487836692537356,27.3341982589656,0.6255692770245397,0.3744307229754603,1603.58362019155,1510.96795506149,5,2
2017-09-27,2017,0,,LAD,SDP,1551.93761956327,1457.51374375486,0.6641186002687768,0.3358813997312232,1554.60781398401,1454.84354933412,1562.41113077011,1453.30531968335,Rich Hill,Clayton Richard,55.4229149139832,46.1810414939273,14.301767482766762,3.7149118617831727,0.695754405569228,0.30424559443077204,1564.7149691995,1451.00148125396,10,0
2017-09-27,2017,0,,KCR,DET,1490.35205543191,1443.42011564327,0.6006842747425114,0.3993157252574886,1491.94845693351,1441.82371414167,1479.87205138192,1442.92394051875,Jason Hammel,Jordan Zimmermann,46.8543088924656,43.1840810697163,-5.08888541609755,-18.652460301706178,0.6056166387313401,0.3943833612686599,1481.44151549706,1441.35447640361,7,4
2017-09-27,2017,0,,MIL,CIN,1513.15149578234,1459.68121505296,0.6096770182384381,0.3903229817615619,1508.91575419491,1463.91695664039,1509.74581279369,1451.38263716347,Brandon Woodruff,Homer Bailey,50.5841533692768,46.4488012578193,1.8469016953261261,1.087571243556424,0.6173916268741847,0.3826083731258153,1505.44073120368,1455.68771875348,0,6
2017-09-27,2017,0,,CHW,ANA,1463.704025449,1512.21290068498,0.46478728245843476,0.5352127175415653,1465.63716693567,1510.27975919831,1460.27298063611,1514.84619029958,Reynaldo Lopez,Garrett Richards,46.3681700177406,54.8141943142063,-3.2941801289513974,27.763914283522073,0.4122241761353808,0.5877758238646191,1462.44481496961,1512.67435596608,6,4
2017-09-27,2017,0,,NYM,ATL,1459.66833548677,1475.20760295796,0.5121735665896601,0.48782643341033993,1462.87148686636,1472.00445157837,1462.39313093804,1474.6566551539,Robert Gsellman,Sean Newcomb,43.0439972610545,47.780122070162,-13.140209352219069,0.04912794436210959,0.4979091763990052,0.5020908236009948,1465.71445629999,1471.33532979195,7,1
2017-09-27,2017,0,,CLE,MIN,1599.55016425195,1518.66276773289,0.64652072268093,0.35347927731907003,1600.66146477296,1517.55146721188,1600.87536916029,1513.67620609275,Danny Salazar,Adalberto Mejia,51.1477595338421,48.191531279686,-22.951974497950644,2.023429809540025,0.6215997394025954,0.3784002605974046,1602.0992819251,1512.45229332794,4,2
2017-09-27,2017,0,,BOS,TOR,1560.9093012208,1504.30040221158,0.6139679007186125,0.3860320992813875,1562.43108950538,1502.778613927,1556.85149575411,1498.92371797629,Rick Porcello,Marco Estrada,48.826054564181,52.3769151110261,-19.745656802286607,11.580955620553194,0.5723103803881611,0.42768961961183893,1558.60008010981,1497.17513362059,10,7
2017-09-27,2017,0,,PIT,BAL,1480.99123437408,1492.94813060213,0.5173244815408705,0.4826755184591295,1482.77126516997,1491.16809980624,1481.14960141386,1483.28038941572,Chad Kuhl,Gabriel Ynoa,49.4344394001328,49.8457832282296,1.8807138102003131,16.096332281500366,0.5110126251739366,0.48898737482606336,1482.95910229776,1481.47088853182,5,3
2017-09-27,2017,0,,PHI,WSN,1459.80527120081,1546.39270148822,0.41089125258228654,0.5891087474177135,1462.05871662672,1544.13925606231,1463.14959663976,1556.85409302571,Mark Leiter Jr.,Tanner Roark,46.2718588744226,51.5591855575642,-10.610887583130928,-8.579583065206574,0.3982063043993915,0.6017936956006085,1465.46460443257,1554.5390852329,7,5
2017-09-27,2017,0,,NYY,TBD,1565.47507354852,1496.41004041346,0.6308174765735065,0.3691825234264935,1567.42328461972,1494.46182934226,1561.47108149042,1497.04344815157,Luis Severino,Matt Andriese,57.7705007222442,47.7199931796886,24.7054271685865,-11.002692014198027,0.671413006468194,0.328586993531806,1563.11753631827,1495.39699332372,6,1
2017-09-27,2017,0,,STL,CHC,1526.77312881035,1552.28787584319,0.4978201176006434,0.5021798823993566,1524.20076775863,1554.86023689491,1522.40424975072,1555.00575973425,Michael Wacha,John Lackey,49.2093703710902,49.9536510180353,-0.1308782824242769,-8.249089668493967,0.4993044778573778,0.5006955221426221,1519.82226373246,1557.58774575251,1,5
2017-09-27,2017,0,,ARI,SFG,1531.0529879808,1459.23302003974,0.6345030302471382,0.36549696975286183,1531.95267243562,1458.33333558492,1536.94315774645,1463.80889291648,Braden Shipley,Jeff Samardzija,44.0437424276842,51.4950324845007,-37.368145254578444,13.789388859965424,0.5657822958047866,0.43421770419521344,1538.08179935157,1462.67025131136,4,3
2017-09-27,2017,0,,OAK,SEA,1487.44774460622,1505.81604082376,0.5081039634954716,0.4918960365045284,1488.79859262596,1504.46519280402,1488.73896666769,1509.78224225023,Kendall Graveman,Erasmo Ramirez,48.3391484027832,50.3518420625025,8.69627261427932,12.09679158917677,0.4993613286396613,0.5006386713603387,1490.12003872444,1508.40117019348,6,5
2017-09-27,2017,0,,COL,FLA,1505.14978808992,1479.13525078221,0.5714836107837598,0.42851638921624025,1507.7250735503,1476.55996532183,1505.80746570221,1480.73136076486,Jon Gray,Adam Conley,55.4698008639129,44.5642754610642,23.236257937378777,-3.0917278244314645,0.6068429409895835,0.39315705901041653,1508.10013649684,1478.43868997023,15,9
2017-09-27,2017,0,,TEX,HOU,1498.40306509924,1552.35073573947,0.45700825824743485,0.5429917417525651,1494.46542204761,1556.2883787911,1501.19805281015,1560.49500319761,Nick Martinez,Justin Verlander,43.480736745578,60.746059755814,-26.278919239702212,42.47879290113323,0.354575535139675,0.645424464860325,1498.41083238544,1563.28222362232,2,12
2017-09-26,2017,0,,LAD,SDP,1549.73476046473,1459.7166028534,0.6584380283940499,0.34156197160595014,1551.93761956327,1457.51374375486,1560.13999765097,1455.57645280249,Alex Wood,Dinelson Lamet,53.7072714716846,50.9155419322421,5.496465544749865,25.626686457158545,0.651171440313804,0.34882855968619597,1562.41113077011,1453.30531968335,9,2
2017-09-26,2017,0,,OAK,SEA,1489.75855319924,1503.50523223074,0.5147514327970508,0.4852485672029492,1487.44774460622,1505.81604082376,1490.80739051911,1507.71381839881,Daniel Mengden,James Paxton,47.8634519871893,54.8902610732754,6.3606219011052545,33.35310525336414,0.4713944359540808,0.5286055640459192,1488.73896666769,1509.78224225023,3,6
2017-09-26,2017,0,,ARI,SFG,1528.63965642277,1461.64635159777,0.6280358023362829,0.37196419766371713,1531.0529879808,1459.23302003974,1534.82845932395,1465.92359133898,Robbie Ray,Matt Moore,54.8900056211897,46.9814546958943,13.6079169057067,-9.317056799756559,0.6607795687445024,0.3392204312554976,1536.94315774645,1463.80889291648,11,4
2017-09-26,2017,0,,COL,FLA,1502.51526465214,1481.76977421999,0.5640402638916556,0.4359597361083444,1505.14978808992,1479.13525078221,1503.09509782985,1483.44372863722,Tyler Anderson,Jose Urena,52.489835339405,48.9505997847317,10.842373625444376,16.65473058740418,0.554240431955545,0.44575956804445505,1505.80746570221,1480.73136076486,6,0
2017-09-26,2017,0,,KCR,DET,1489.324599526,1444.44757154918,0.5978435834283962,0.40215641657160384,1490.35205543191,1443.42011564327,1478.86241112364,1443.93358077703,Jason Vargas,Anibal Sanchez,48.7802986360276,44.5335590871186,4.617573753290478,-11.861039485556358,0.6029633797359547,0.3970366202640453,1479.87205138192,1442.92394051875,2,1
2017-09-26,2017,0,,CHW,ANA,1466.739449532,1509.17747660198,0.4734904277886037,0.5265095722113964,1463.704025449,1512.21290068498,1463.22906538381,1511.89010555188,Chris Volstad,Parker Bridwell,47.4,49.1836155570766,0.5995066957809038,1.1445354496472013,0.463789058820473,0.5362109411795271,1460.27298063611,1514.84619029958,3,9
2017-09-26,2017,0,,TEX,HOU,1502.74174892448,1548.01205191423,0.46942775869000475,0.5305722413099953,1498.40306509924,1552.35073573947,1505.62272368061,1556.07033232715,Cole Hamels,Dallas Keuchel,54.517870829029,54.6660096616717,24.741711640124798,14.490372111002598,0.47670856426549113,0.5232914357345089,1501.19805281015,1560.49500319761,3,14
2017-09-26,2017,0,,STL,CHC,1525.38744104514,1553.6735636084,0.49383208669050715,0.5061679133094928,1526.77312881035,1552.28787584319,1521.00886326825,1556.40114621672,Carlos Martinez,Jake Arrieta,53.2106313147251,54.8225076668547,18.59770403687412,13.461868931866864,0.49099722087784864,0.5090027791221514,1522.40424975072,1555.00575973425,8,7
