date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2019-07-14,2019,0,,BOS,LAD,1556.87373738359,1576.99067784217,0.5055879392220964,0.49441206077790356,,,1549.74858267902,1580.79395099718,David Price,Hyun-Jin Ryu,57.2558510819051,57.2645281991778,18.946719018745753,11.85623608388365,0.5000649251520691,0.49993507484793087,,,,
2019-07-14,2019,0,,SDP,ATL,1471.41772540226,1537.05876296122,0.44035903020059075,0.5596409697994092,,,1480.7450058209,1533.44068622648,Cal Quantrill,Mike Soroka,46.3487393097283,54.2542105532888,-8.935255308673048,26.03440818595244,0.4093901147650889,0.5906098852349111,,,,
2019-07-14,2019,0,,OAK,CHW,1553.11901749991,1463.45202905869,0.6579832545622437,0.3420167454377563,,,1536.27305786231,1460.72999870051,Brett Anderson,Reynaldo Lopez,49.6698483068534,46.582021451312,-3.1158561361882007,-4.187162946677325,0.6408793580204127,0.35912064197958726,,,,
2019-07-14,2019,0,,ANA,SEA,1515.73061830706,1471.91169848729,0.5963782856504714,0.40362171434952865,,,1511.05774491265,1465.97633061383,Jose Suarez,Yusei Kikuchi,46.4789650179644,44.1505500244891,-13.416689925132198,-8.629127695542627,0.5914843893647608,0.4085156106352392,,,,
2019-07-14,2019,0,,COL,CIN,1510.62135934554,1497.54561375624,0.55315467237308,0.44684532762692,,,1511.73063402456,1507.79105921949,Antonio Senzatela,Tyler Mahle,47.5043098298345,48.6461201906994,-16.801684715578673,-18.86723277275867,0.5430738097093563,0.45692619029064374,,,,
2019-07-14,2019,0,,TEX,HOU,1510.65735999649,1559.65708329575,0.46408446920463375,0.5359155307953662,,,1489.84610979479,1567.95621290082,Ariel Jurado,Justin Verlander,47.694192201114,61.6332230405038,-14.297198234264947,33.31849040722439,0.3576494814380911,0.642350518561909,,,,
2019-07-14,2019,0,,CHC,PIT,1534.48303638422,1502.24077112998,0.5802394671481115,0.4197605328518885,,,1532.68740603513,1500.56482987523,Jose Quintana,Trevor Williams,51.335484226304,52.1649532685656,-4.199438242883729,17.659441706701262,0.5491501861891706,0.45084981381082945,,,,
2019-07-14,2019,0,,STL,ARI,1506.80124916115,1521.76552265853,0.5130005248412232,0.48699947515877684,,,1513.50754927944,1515.2597623325,Adam Wainwright,Zack Greinke,49.2477984822773,60.1874801604151,-2.4595704443232123,40.08016788935525,0.47083069380133236,0.5291693061986676,,,,
2019-07-14,2019,0,,KCR,DET,1447.44458946726,1411.20247979858,0.5858368741931663,0.4141631258068337,,,1441.72178713066,1411.51799669264,Homer Bailey,Jordan Zimmermann,46.8622280575209,45.1164534986373,-5.751122323924913,-9.381347492506672,0.5824695310005996,0.4175304689994004,,,,
2019-07-14,2019,0,,MIL,SFG,1512.70929911357,1476.39054729737,0.585943916397175,0.414056083602825,,,1514.18719200926,1469.52300451113,Jhoulys Chacin,Tyler Beede,49.2999390367076,45.3375163981363,-1.7241021661334572,-10.085028832057565,0.6090670263999444,0.39093297360005563,,,,
2019-07-14,2019,0,,FLA,NYM,1449.02683526905,1479.24637471968,0.4910503192061423,0.5089496807938577,,,1443.68713313318,1499.67181982851,Sandy Alcantara,Jacob deGrom,48.9246859684491,60.7109762622115,-8.644236048079733,43.32278691368994,0.38148146643181324,0.6185185335681868,,,,
2019-07-14,2019,0,,CLE,MIN,1523.24051887539,1547.49283019221,0.499636894890767,0.500363105109233,,,1535.26940871517,1543.04144959965,Shane Bieber,Jose Berrios,57.6206458883664,55.3845454478748,13.125734834593912,14.4743545141549,0.5214000092135826,0.47859999078641735,,,,
2019-07-14,2019,0,,PHI,WSN,1490.91901283991,1526.31415127679,0.4836069551346193,0.5163930448653806,,,1511.47462190103,1534.34216695568,Jake Arrieta,Anibal Sanchez,47.3103665896539,52.0255833962493,-10.957456821685106,-15.160112258244075,0.5076772376081492,0.4923227623918508,,,,
2019-07-14,2019,0,,NYY,TOR,1572.07949490564,1458.86286453555,0.6878060831050864,0.3121939168949136,,,1581.23624820296,1461.82229872572,Masahiro Tanaka,Marcus Stroman,54.2379896835617,52.1726590293408,10.346586971374164,23.45941891005256,0.6791947201539047,0.3208052798460953,,,,
2019-07-14,2019,0,,BAL,TBD,1416.6592350683,1548.06054160021,0.35017919787113216,0.6498208021288678,,,1403.34206281739,1541.05388850218,Thomas Eshelman,Ryne Stanek,47.4855778601623,49.9140621346801,3.5344092250956205,-20.73016830860014,0.3740456139018714,0.6259543860981286,,,,
2019-07-13,2019,0,,ANA,SEA,1512.9158550726,1474.72646172175,0.5885540068456349,0.41144599315436514,1515.73061830706,1471.91169848729,1508.73415988935,1468.29991563713,Matt Harvey,Wade LeBlanc,45.2737618134353,47.3696814431723,-18.58403866212767,5.55035502801866,0.5577374416622102,0.4422625583377898,1511.05774491265,1465.97633061383,9,2
2019-07-13,2019,0,,SDP,ATL,1473.07324579805,1535.40324256543,0.4450614071357425,0.5549385928642575,1471.41772540226,1537.05876296122,1482.05879538964,1532.12689665774,Joey Lucchesi,Julio Teheran,50.5968879577884,50.7133527969125,11.165944154039444,9.51265168516017,0.46492198609539415,0.5350780139046059,1480.7450058209,1533.44068622648,5,7
