HOMEODDS,HOMEPREDICTION,AWAYODDS,AWAYPREDICTION,RESULT
2.1,0.43905613,1.79,0.56094384,1.0
1.68,0.39620352,2.32,0.6037965,1.0
2.71,0.41915864,1.5,0.5808414,0.0
1.7,0.64133596,2.25,0.358664,1.0
1.76,0.33411652,2.15,0.6658835,0.0
1.89,0.665769,1.97,0.33423102,1.0
1.95,0.27102658,1.9,0.72897345,1.0
1.92,0.5043111,1.94,0.49568886,0.0
1.75,0.3939835,2.16,0.60601646,1.0
1.64,0.4250463,2.38,0.57495373,0.0
1.93,0.42394644,1.94,0.57605356,1.0
2.22,0.55013835,1.71,0.44986165,0.0
2.27,0.51126826,1.68,0.48873183,1.0
1.78,0.66090095,2.13,0.3390991,1.0
1.79,0.4499491,2.11,0.55005085,1.0
1.94,0.62050074,1.92,0.3794993,1.0
1.56,0.7771792,2.55,0.22282082,1.0
1.41,0.47563308,3.09,0.524367,0.0
1.96,0.41487384,1.91,0.5851262,1.0
1.9,0.110026605,1.97,0.8899734,0.0
1.68,0.6158677,2.28,0.38413233,1.0
1.9,0.5020653,1.95,0.49793473,0.0
2.57,0.39112076,1.55,0.60887927,0.0
1.76,0.6105338,2.15,0.38946623,0.0
2.01,0.4130774,1.86,0.5869226,0.0
1.81,0.3151475,2.08,0.68485254,0.0
1.71,0.75769466,2.23,0.24230532,1.0
1.67,0.5456128,2.28,0.45438716,0.0
1.56,0.6834115,2.57,0.31658855,0.0
1.64,0.43328053,2.36,0.5667195,1.0
2.15,0.5692401,1.74,0.43075988,0.0
1.6,0.34736156,2.45,0.6526384,0.0
1.99,0.38425174,1.86,0.6157482,0.0
2.81,0.3801421,1.45,0.6198579,1.0
1.99,0.49369016,1.87,0.5063098,0.0
1.86,0.6541365,2.0,0.34586352,1.0
1.61,0.55973613,2.38,0.44026378,1.0
1.93,0.6014128,1.9,0.39858723,1.0
1.86,0.38768965,2.0,0.61231035,1.0
1.85,0.4096686,2.02,0.5903314,0.0
2.36,0.50678986,1.64,0.49321008,1.0
1.82,0.48984873,2.05,0.51015127,0.0
1.77,0.7014997,2.13,0.29850033,1.0
1.88,0.45546836,1.98,0.54453164,1.0
1.67,0.4786428,2.31,0.5213572,1.0
1.75,0.3152924,2.15,0.68470764,0.0
1.76,0.41373208,2.14,0.5862679,0.0
1.84,0.6528589,2.04,0.34714112,1.0
1.68,0.28916702,2.28,0.71083295,0.0
2.42,0.4524346,1.62,0.5475654,1.0
2.31,0.34823057,1.66,0.65176946,0.0
1.94,0.59445524,1.92,0.40554476,1.0
1.77,0.63654965,2.12,0.36345038,1.0
1.75,0.73751336,2.16,0.26248667,1.0
1.94,0.56949276,1.93,0.43050724,1.0
1.71,0.48505157,2.23,0.51494837,0.0
3.41,0.3020666,1.34,0.6979334,0.0
1.99,0.2805405,1.87,0.71945953,0.0
1.63,0.56209797,2.4,0.43790203,0.0
1.91,0.67096466,1.95,0.32903537,0.0
1.93,0.3343661,1.93,0.66563386,0.0
1.56,0.4962796,2.52,0.5037204,0.0
2.06,0.66837704,1.82,0.33162296,1.0
1.78,0.2570268,2.12,0.7429732,0.0
2.76,0.4882881,1.48,0.51171184,0.0
1.64,0.5226374,2.37,0.4773625,1.0
2.62,0.5968714,1.54,0.40312865,1.0
2.37,0.47094363,1.64,0.5290563,0.0
2.01,0.5790043,1.86,0.42099577,1.0
1.63,0.7474585,2.39,0.25254148,1.0
1.79,0.3354882,2.1,0.6645118,0.0
2.85,0.47061205,1.46,0.52938795,0.0
1.92,0.28750873,1.94,0.7124913,0.0
2.72,0.2712737,1.5,0.72872627,0.0
1.55,0.5224378,2.59,0.47756216,1.0
1.73,0.44792697,2.2,0.55207306,0.0
1.79,0.6084331,2.1,0.39156687,0.0
1.77,0.7131966,2.13,0.28680345,1.0
2.14,0.5303088,1.76,0.46969122,1.0
1.77,0.5200911,2.13,0.47990882,0.0
1.92,0.29725462,1.95,0.70274544,0.0
1.59,0.5254951,2.46,0.47450486,1.0
2.17,0.37218153,1.75,0.62781847,1.0
1.62,0.6509267,2.42,0.34907326,1.0
1.8,0.7595148,2.08,0.24048518,1.0
1.58,0.4321207,2.49,0.56787926,1.0
2.0,0.23640068,1.87,0.7635994,0.0
1.67,0.53242064,2.3,0.46757936,1.0
1.73,0.4699953,2.2,0.5300047,1.0
2.3,0.291435,1.67,0.708565,0.0
2.52,0.53706986,1.58,0.46293017,1.0
1.72,0.60665405,2.21,0.39334604,0.0
1.84,0.6621009,2.05,0.33789906,0.0
1.94,0.55577964,1.92,0.44422036,1.0
2.05,0.46532458,1.83,0.5346754,0.0
2.35,0.32404998,1.66,0.67595,0.0
1.91,0.34729275,1.95,0.6527073,1.0
2.07,0.51910937,1.81,0.4808906,1.0
1.86,0.5512479,2.0,0.4487521,0.0
1.53,0.45779335,2.65,0.54220665,1.0
2.5,0.4726365,1.58,0.52736354,0.0
2.46,0.20138945,1.6,0.7986105,0.0
2.5,0.24466011,1.58,0.75533986,0.0
1.58,0.80538845,2.48,0.19461156,1.0
1.8,0.5488569,2.08,0.45114306,1.0
1.96,0.63857037,1.9,0.36142963,1.0
1.71,0.7202256,2.23,0.2797744,1.0
1.79,0.33498892,2.1,0.66501105,0.0
1.98,0.49160764,1.89,0.50839233,0.0
1.97,0.49848992,1.89,0.5015101,0.0
2.13,0.45102632,1.77,0.5489736,0.0
2.33,0.29712254,1.66,0.70287746,0.0
1.92,0.42384556,1.94,0.5761544,0.0
1.52,0.50904346,2.58,0.4909565,0.0
2.11,0.2681298,1.76,0.73187023,0.0
1.76,0.25873774,2.15,0.7412622,1.0
1.46,0.6396835,2.82,0.3603166,1.0
1.78,0.6900306,2.12,0.30996937,1.0
2.06,0.52601546,1.82,0.47398454,0.0
2.27,0.49146274,1.66,0.50853735,1.0
1.73,0.61805737,2.14,0.38194272,0.0
1.82,0.44889918,2.0,0.5511008,1.0
1.85,0.5785428,2.01,0.4214572,1.0
1.79,0.39425415,2.01,0.6057458,0.0
1.69,0.5131494,2.2,0.48685062,1.0
1.54,0.7314491,2.62,0.2685509,1.0
1.49,0.6750116,2.76,0.3249884,0.0
2.07,0.45201656,1.82,0.54798347,0.0
2.97,0.24443904,1.43,0.75556093,0.0
2.16,0.16565688,1.75,0.8343432,0.0
1.64,0.6491937,2.37,0.3508064,1.0
1.81,0.71982896,2.07,0.28017104,1.0
1.42,0.6542234,3.02,0.34577656,1.0
2.06,0.6053525,1.82,0.39464745,1.0
1.97,0.5421372,1.9,0.4578628,1.0
2.45,0.56556946,1.61,0.4344305,0.0
2.12,0.32759276,1.77,0.67240727,0.0
2.09,0.57719946,1.81,0.4228005,1.0
1.31,0.4367354,3.69,0.5632646,0.0
2.31,0.48582098,1.67,0.51417905,1.0
1.47,0.733219,2.83,0.26678094,1.0
1.5,0.73266834,2.72,0.26733163,1.0
1.46,0.64713335,2.81,0.35286662,0.0
1.79,0.46301323,2.1,0.5369867,0.0
1.49,0.42888433,2.77,0.5711156,1.0
1.96,0.24685706,1.9,0.75314295,1.0
1.47,0.68579686,2.83,0.3142031,1.0
1.86,0.6645879,2.01,0.33541206,0.0
1.83,0.62262386,2.04,0.37737617,1.0
1.94,0.44173023,1.92,0.55826974,0.0
1.84,0.5817203,2.02,0.4182797,0.0
1.82,0.32947955,2.03,0.6705205,0.0
1.8,0.60983855,2.08,0.39016145,1.0
1.59,0.36053082,2.45,0.6394692,0.0
1.76,0.4912907,2.14,0.5087093,0.0
1.8,0.26164854,2.09,0.7383515,1.0
1.25,0.7221302,4.08,0.27786985,1.0
1.71,0.6142071,2.23,0.38579297,0.0
1.66,0.62337184,2.29,0.37662807,1.0
1.49,0.3695169,2.74,0.6304831,0.0
2.08,0.3785195,1.79,0.62148046,1.0
1.82,0.36450186,2.04,0.63549817,0.0
1.35,0.54839575,3.41,0.45160422,1.0
1.85,0.6131268,2.0,0.3868732,1.0
2.69,0.34808555,1.5,0.6519144,1.0
1.64,0.67584705,2.34,0.32415295,1.0
2.07,0.50898296,1.78,0.49101707,1.0
1.67,0.5241256,2.31,0.47587445,1.0
1.82,0.5569287,2.06,0.44307128,0.0
2.23,0.60005283,1.68,0.3999471,1.0
1.85,0.40261078,2.01,0.59738916,0.0
1.81,0.52998936,2.07,0.47001064,0.0
2.29,0.45065215,1.67,0.5493478,0.0
1.72,0.36235717,2.21,0.6376428,0.0
2.06,0.44570687,1.82,0.55429304,1.0
1.55,0.7196034,2.56,0.28039658,0.0
1.68,0.5751671,2.23,0.4248329,1.0
2.08,0.4357976,1.8,0.5642024,0.0
1.7,0.4877177,2.25,0.5122823,0.0
1.59,0.57885116,2.48,0.42114887,1.0
1.85,0.5200692,2.02,0.47993082,1.0
1.79,0.59014785,2.11,0.40985218,1.0
1.57,0.59905237,2.53,0.40094763,0.0
2.06,0.40740275,1.82,0.5925972,1.0
1.49,0.7322236,2.74,0.2677764,1.0
1.82,0.5751645,2.07,0.4248355,1.0
2.07,0.37655047,1.81,0.6234495,0.0
1.91,0.64291674,1.95,0.35708326,1.0
1.46,0.38389933,2.82,0.6161007,0.0
1.5,0.67720294,2.7,0.32279712,0.0
1.98,0.5446971,1.88,0.4553029,1.0
1.78,0.46598014,2.11,0.5340198,0.0
2.06,0.53441626,1.82,0.46558374,0.0
1.99,0.53578234,1.87,0.4642177,0.0
1.64,0.63787484,2.39,0.36212513,0.0
2.0,0.41632226,1.87,0.58367777,1.0
1.71,0.48096707,2.23,0.519033,0.0
2.04,0.4620564,1.83,0.53794366,0.0
1.47,0.46906048,2.79,0.53093946,0.0
2.11,0.4037406,1.79,0.5962594,1.0
1.88,0.6013609,1.99,0.39863905,0.0
1.64,0.48010778,2.36,0.5198922,0.0
1.93,0.3212908,1.92,0.6787092,0.0
1.33,0.776655,3.53,0.22334498,1.0
1.83,0.5335373,2.05,0.46646273,0.0
1.59,0.59795016,2.5,0.40204984,1.0
1.71,0.43126613,2.22,0.56873393,0.0
1.61,0.56999046,2.44,0.43000954,0.0
2.44,0.5789041,1.6,0.4210959,0.0
1.49,0.47870934,2.75,0.52129066,1.0
1.92,0.6124986,1.94,0.3875014,1.0
1.56,0.7218128,2.55,0.27818722,0.0
1.83,0.5530642,2.06,0.44693583,0.0
1.58,0.6151456,2.5,0.3848544,1.0
1.93,0.26673362,1.94,0.7332664,0.0
2.04,0.3735672,1.84,0.6264328,1.0
1.77,0.38057274,2.12,0.6194273,1.0
1.84,0.7197693,2.03,0.28023073,1.0
2.59,0.30629873,1.55,0.69370127,0.0
1.54,0.62198764,2.62,0.3780124,1.0
2.17,0.59249246,1.74,0.4075075,0.0
1.43,0.4352878,2.98,0.56471217,0.0
1.67,0.43340418,2.3,0.56659585,0.0
1.69,0.42017472,2.24,0.5798253,1.0
1.64,0.734922,2.35,0.26507807,1.0
2.12,0.6227596,1.78,0.37724033,1.0
1.82,0.5879718,2.05,0.41202822,1.0
1.58,0.53437066,2.52,0.46562937,0.0
1.84,0.27451998,2.04,0.72548,0.0
1.84,0.39021236,2.03,0.60978764,1.0
1.91,0.6502018,1.95,0.34979817,1.0
2.14,0.33124012,1.76,0.6687599,0.0
1.52,0.4749915,2.67,0.5250085,1.0
2.25,0.57629484,1.7,0.42370516,0.0
2.32,0.516349,1.66,0.483651,0.0
2.03,0.24702412,1.84,0.7529758,0.0
2.06,0.322679,1.82,0.67732096,0.0
1.53,0.5024688,2.65,0.49753118,1.0
1.78,0.66193813,2.11,0.3380619,0.0
1.49,0.6270236,2.73,0.37297642,1.0
1.62,0.4995049,2.42,0.5004951,1.0
1.84,0.3575255,2.03,0.64247453,0.0
1.63,0.7218394,2.4,0.27816054,1.0
1.63,0.59522253,2.39,0.40477747,1.0
1.54,0.6069306,2.63,0.39306933,1.0
1.78,0.47564244,2.12,0.5243576,1.0
1.9,0.69210577,1.96,0.3078942,1.0
1.51,0.6307117,2.7,0.3692883,1.0
1.92,0.7343271,1.94,0.26567295,1.0
1.69,0.52124584,2.26,0.47875416,1.0
1.91,0.35325497,1.95,0.646745,0.0
1.75,0.45081726,2.17,0.5491827,0.0
2.71,0.3482741,1.5,0.6517259,1.0
1.74,0.50872755,2.19,0.49127242,0.0
1.96,0.5206726,1.9,0.47932735,1.0
1.96,0.42977712,1.9,0.57022285,1.0
1.76,0.4635653,2.15,0.5364347,1.0
1.77,0.75633186,2.14,0.24366815,1.0
1.73,0.7153233,2.21,0.28467667,1.0
1.87,0.5276201,2.0,0.47238,0.0
2.48,0.21688351,1.59,0.7831165,0.0
1.77,0.6630144,2.13,0.33698565,1.0
2.05,0.49650693,1.83,0.50349313,1.0
1.78,0.60439277,2.12,0.39560726,0.0
2.17,0.57637155,1.75,0.4236285,0.0
1.53,0.56928635,2.65,0.43071365,1.0
2.36,0.3666871,1.64,0.6333129,1.0
2.08,0.52925354,1.81,0.47074643,0.0
2.4,0.44017905,1.61,0.55982095,1.0
2.31,0.3610273,1.67,0.6389727,0.0
2.0,0.4516655,1.87,0.54833454,0.0
1.74,0.66359997,2.18,0.3364,1.0
1.68,0.51672685,2.29,0.4832731,1.0
1.55,0.5646692,2.59,0.4353308,1.0
1.92,0.6777303,1.94,0.32226965,0.0
2.08,0.5881019,1.81,0.41189814,1.0
1.83,0.25812426,2.03,0.7418757,0.0
1.43,0.6853188,2.96,0.31468117,1.0
1.88,0.70664406,1.99,0.2933559,0.0
1.61,0.4822294,2.43,0.51777065,0.0
2.18,0.3404991,1.74,0.65950096,0.0
2.1,0.56550336,1.79,0.4344966,0.0
1.65,0.43037122,2.36,0.56962883,0.0
2.05,0.6967065,1.83,0.30329356,0.0
1.75,0.7048067,2.16,0.29519325,1.0
1.74,0.4791956,2.18,0.52080435,0.0
2.27,0.18833585,1.68,0.8116641,0.0
1.62,0.61426467,2.4,0.3857353,1.0
1.5,0.68226576,2.72,0.31773424,1.0
1.9,0.46754992,1.96,0.5324501,1.0
1.85,0.5753448,2.01,0.42465523,0.0
1.43,0.5652966,2.98,0.43470338,1.0
1.84,0.57596177,2.04,0.4240383,0.0
1.51,0.5354152,2.68,0.46458483,0.0
2.36,0.33240572,1.64,0.6675943,0.0
1.86,0.42667326,2.0,0.57332677,0.0
1.48,0.49452075,2.75,0.5054792,1.0
1.74,0.70067906,2.17,0.29932097,1.0
1.75,0.5084644,2.16,0.49153557,1.0
2.09,0.666444,1.79,0.333556,1.0
1.84,0.53928965,2.02,0.46071035,0.0
2.03,0.5034117,1.83,0.4965883,1.0
1.6,0.40521872,2.44,0.5947813,0.0
1.93,0.36396408,1.93,0.63603586,0.0
1.77,0.51752985,2.13,0.4824702,1.0
2.2,0.5304882,1.72,0.4695118,0.0
1.54,0.7332698,2.6,0.2667302,1.0
1.52,0.431825,2.63,0.56817496,0.0
1.84,0.40709254,2.03,0.59290737,0.0
1.87,0.4810642,1.99,0.51893574,1.0
1.37,0.7064528,3.26,0.29354727,1.0
2.06,0.5586698,1.81,0.44133025,1.0
1.76,0.52148104,2.14,0.47851887,0.0
2.1,0.61295056,1.78,0.38704944,0.0
1.81,0.33732516,2.05,0.6626749,0.0
1.8,0.4702676,2.09,0.5297324,0.0
1.86,0.38796005,2.01,0.6120399,1.0
2.15,0.45831838,1.76,0.5416816,1.0
2.12,0.51650804,1.77,0.48349202,0.0
1.38,0.66617644,3.24,0.33382353,0.0
2.05,0.6344847,1.82,0.3655153,0.0
1.68,0.5945358,2.29,0.40546414,1.0
2.23,0.5192995,1.7,0.48070058,1.0
1.75,0.4102707,2.16,0.5897293,1.0
1.82,0.49397004,2.07,0.50603,1.0
1.87,0.5969771,2.0,0.40302283,1.0
1.73,0.67635155,2.19,0.32364854,0.0
1.57,0.45339218,2.53,0.5466078,1.0
2.03,0.41690758,1.85,0.58309245,1.0
1.5,0.54173845,2.7,0.4582615,1.0
2.23,0.6097662,1.71,0.39023387,0.0
1.38,0.66435313,3.24,0.33564678,0.0
2.25,0.43672135,1.69,0.5632786,0.0
1.95,0.40887105,1.91,0.59112895,0.0
1.54,0.60307336,2.61,0.3969267,1.0
1.75,0.7100167,2.16,0.28998324,1.0
1.67,0.66193974,2.3,0.33806026,1.0
2.15,0.40642577,1.76,0.5935742,0.0
1.74,0.6872759,2.17,0.31272408,0.0
1.94,0.43124294,1.91,0.56875706,0.0
2.11,0.44358572,1.78,0.55641425,0.0
1.38,0.5144589,3.26,0.4855411,1.0
1.71,0.6108759,2.23,0.3891241,1.0
1.73,0.56901413,2.19,0.4309859,1.0
2.32,0.44415167,1.66,0.5558483,0.0
1.86,0.66673833,2.0,0.33326164,1.0
1.59,0.56542116,2.48,0.43457887,1.0
1.75,0.64129734,2.15,0.3587026,0.0
1.67,0.73200536,2.29,0.26799464,1.0
1.86,0.41856125,1.98,0.5814387,0.0
2.11,0.58116186,1.78,0.41883805,0.0
1.53,0.72041416,2.63,0.27958578,1.0
1.58,0.54017663,2.49,0.45982343,1.0
2.0,0.44286916,1.86,0.5571308,1.0
2.5,0.41198784,1.58,0.58801216,0.0
2.01,0.42417777,1.86,0.57582223,1.0
1.66,0.45778015,2.32,0.5422199,0.0
1.79,0.6613784,2.1,0.33862162,1.0
2.31,0.4943051,1.67,0.50569487,1.0
1.37,0.58137375,3.29,0.41862628,1.0
1.32,0.6811297,3.55,0.31887037,1.0
1.52,0.7135189,2.65,0.2864811,0.0
1.69,0.4863289,2.27,0.5136711,1.0
1.74,0.57273525,2.18,0.42726472,1.0
1.61,0.6828308,2.44,0.3171692,1.0
1.37,0.52991176,3.29,0.47008827,0.0
1.74,0.6388646,2.19,0.36113545,0.0
1.49,0.5131201,2.73,0.48687986,0.0
2.22,0.5672701,1.71,0.43272984,1.0
1.75,0.42280862,2.12,0.57719135,0.0
2.18,0.42415422,1.74,0.5758458,1.0
1.94,0.40833622,1.91,0.5916637,1.0
1.61,0.44238782,2.43,0.5576122,0.0
1.55,0.59269017,2.58,0.40730983,1.0
1.78,0.68453455,2.11,0.31546545,0.0
1.71,0.4197641,2.23,0.58023596,0.0
1.57,0.59565485,2.53,0.40434524,0.0
2.03,0.6274854,1.84,0.37251464,1.0
1.86,0.60966,2.0,0.39033997,0.0
2.07,0.49682453,1.81,0.5031755,0.0
1.82,0.7000475,2.06,0.29995254,1.0
1.45,0.53869545,2.88,0.46130455,1.0
1.67,0.62115604,2.29,0.378844,0.0
2.52,0.54647696,1.57,0.45352304,1.0
1.84,0.41316506,2.02,0.5868349,0.0
2.08,0.43034324,1.8,0.5696567,1.0
1.69,0.4492594,2.25,0.5507406,0.0
1.71,0.3827399,2.24,0.6172601,0.0
1.56,0.6949539,2.56,0.30504614,1.0
2.11,0.43477285,1.79,0.56522715,0.0
1.51,0.42379874,2.7,0.57620126,1.0
1.74,0.54192865,2.15,0.4580714,0.0
1.71,0.64471954,2.22,0.35528043,1.0
1.84,0.5189976,2.04,0.48100242,1.0
1.69,0.42555314,2.27,0.57444686,1.0
1.51,0.5115447,2.7,0.48845524,0.0
1.38,0.7314946,3.23,0.2685054,1.0
1.82,0.51257455,2.05,0.48742536,0.0
1.99,0.49581203,1.88,0.504188,1.0
1.56,0.45754808,2.55,0.5424519,1.0
1.66,0.5411281,2.33,0.45887193,0.0
1.81,0.5953749,2.07,0.40462512,1.0
1.96,0.535803,1.9,0.464197,1.0
2.15,0.5837419,1.75,0.41625807,0.0
2.74,0.4653713,1.49,0.5346287,1.0
2.2,0.5529632,1.73,0.4470367,1.0
1.53,0.4614587,2.62,0.5385413,0.0
1.83,0.53690886,2.03,0.4630912,1.0
2.07,0.46851426,1.82,0.53148574,1.0
1.3,0.5892375,3.71,0.41076252,1.0
2.62,0.3913662,1.54,0.60863376,0.0
2.05,0.50443214,1.82,0.4955679,1.0
1.63,0.65635717,2.37,0.34364286,1.0
1.98,0.54447293,1.87,0.45552716,1.0
1.65,0.51877,2.35,0.48123002,1.0
1.95,0.5023687,1.91,0.4976313,0.0
1.83,0.5458036,2.04,0.4541964,1.0
1.54,0.40005255,2.61,0.59994745,0.0
1.9,0.5393558,1.96,0.4606442,0.0
2.08,0.5838278,1.81,0.41617224,0.0
1.95,0.60898423,1.91,0.39101577,0.0
2.55,0.43696082,1.56,0.5630392,0.0
1.98,0.5145906,1.87,0.4854094,0.0
1.59,0.49168035,2.49,0.5083197,1.0
2.35,0.46825475,1.65,0.53174525,0.0
1.93,0.405264,1.93,0.59473604,1.0
2.19,0.4188769,1.74,0.58112305,0.0
1.92,0.51785684,1.93,0.48214307,0.0
