HOMEODDS,HOMEPREDICTION,AWAYODDS,AWAYPREDICTION,RESULT,MONTH,DAY
1.92,0.48918036,1.93,0.5108197,0.0,04,27
1.54,0.79608613,2.58,0.20391387,1.0,04,27
1.71,0.4772561,2.21,0.52274394,0.0,04,27
1.72,0.5711948,2.19,0.42880514,0.0,04,28
1.58,0.7942253,2.48,0.20577477,1.0,04,28
2.04,0.4470107,1.83,0.5529893,1.0,04,28
1.8,0.49236175,2.07,0.5076383,1.0,04,28
1.59,0.5415641,2.45,0.45843595,1.0,04,28
2.06,0.54227567,1.81,0.45772433,1.0,04,28
2.03,0.59630936,1.83,0.40369067,1.0,04,28
1.46,0.5489207,2.84,0.4510793,1.0,04,28
1.95,0.6617182,1.9,0.33828187,0.0,04,28
1.69,0.72727203,2.24,0.272728,1.0,04,28
2.12,0.36646563,1.77,0.6335344,0.0,04,28
1.89,0.45963272,1.96,0.5403673,0.0,04,28
1.47,0.78079563,2.82,0.21920438,1.0,04,28
1.92,0.5030053,1.94,0.4969947,0.0,04,28
1.91,0.8093512,1.94,0.19064878,1.0,04,28
1.71,0.68086934,2.22,0.31913066,1.0,04,29
1.75,0.74741656,2.14,0.25258344,0.0,04,29
1.67,0.6016249,2.32,0.398375,0.0,04,29
1.64,0.55032754,2.35,0.44967246,1.0,04,29
1.9,0.5469401,1.96,0.4530599,1.0,04,29
2.47,0.4542268,1.58,0.54577327,1.0,04,29
1.49,0.7750434,2.71,0.22495663,0.0,04,30
1.96,0.7039306,1.91,0.29606938,0.0,04,30
1.6,0.67519575,2.44,0.3248042,1.0,04,30
2.7,0.3064567,1.5,0.69354326,0.0,04,30
1.91,0.5765088,1.97,0.42349118,1.0,04,30
1.86,0.4817471,2.01,0.5182529,0.0,04,30
1.94,0.55283064,1.92,0.4471694,1.0,04,30
2.38,0.42038903,1.62,0.579611,0.0,04,30
2.34,0.36178684,1.64,0.6382131,0.0,04,30
1.71,0.69033015,2.2,0.3096699,1.0,05,01
2.21,0.47790164,1.72,0.5220983,1.0,05,01
1.91,0.6809262,1.94,0.31907374,0.0,05,01
1.73,0.3574367,2.2,0.6425633,1.0,05,01
1.58,0.44659907,2.45,0.55340093,0.0,05,01
2.21,0.42602503,1.72,0.57397497,1.0,05,01
2.15,0.37881127,1.74,0.62118876,0.0,05,01
1.52,0.62493205,2.62,0.37506795,0.0,05,01
1.39,0.8200958,3.11,0.17990418,1.0,05,01
1.69,0.72585505,2.24,0.274145,0.0,05,01
2.09,0.43000576,1.79,0.5699943,1.0,05,01
1.69,0.5953935,2.23,0.40460652,1.0,05,01
1.69,0.5426801,2.25,0.45731995,0.0,05,01
1.58,0.5008492,2.45,0.49915075,1.0,05,01
2.25,0.42628625,1.69,0.5737137,1.0,05,01
1.68,0.68180573,2.26,0.31819418,1.0,05,01
1.68,0.5096222,2.29,0.49037784,0.0,05,02
1.54,0.63548994,2.58,0.36451012,1.0,05,02
2.24,0.5362127,1.69,0.4637873,1.0,05,02
1.86,0.5052288,2.01,0.49477112,0.0,05,02
2.44,0.38953507,1.59,0.61046493,0.0,05,02
1.67,0.7613033,2.32,0.23869666,1.0,05,02
1.87,0.6927215,2.0,0.30727848,1.0,05,02
1.93,0.7703133,1.92,0.22968666,1.0,05,03
2.98,0.24166718,1.43,0.75833285,0.0,05,03
1.65,0.6155344,2.33,0.38446558,1.0,05,03
1.58,0.57568383,2.5,0.42431617,1.0,05,03
1.82,0.4740802,2.06,0.52591974,0.0,05,03
1.67,0.7911392,2.29,0.20886081,0.0,05,03
1.65,0.54515433,2.33,0.45484567,1.0,05,03
1.67,0.7055028,2.29,0.29449722,1.0,05,03
2.39,0.27691808,1.62,0.72308195,0.0,05,03
2.65,0.44039708,1.51,0.5596029,0.0,05,03
1.83,0.5373414,2.04,0.46265852,0.0,05,04
1.82,0.7927988,2.05,0.20720121,1.0,05,04
1.5,0.58507645,2.72,0.41492355,1.0,05,04
1.9,0.6291423,1.96,0.37085775,0.0,05,04
2.36,0.28210923,1.63,0.71789074,0.0,05,04
2.52,0.2725213,1.57,0.72747874,1.0,05,04
1.85,0.5040758,2.04,0.49592412,0.0,05,04
1.94,0.5452898,1.92,0.45471016,1.0,05,04
2.29,0.50142795,1.68,0.49857208,0.0,05,04
2.58,0.45057747,1.54,0.54942256,0.0,05,04
1.75,0.7910663,2.16,0.20893373,1.0,05,04
1.78,0.54380715,2.11,0.45619282,1.0,05,04
1.7,0.7828709,2.24,0.21712908,1.0,05,04
1.92,0.4278334,1.94,0.5721666,0.0,05,04
2.33,0.33223942,1.65,0.66776055,0.0,05,04
1.82,0.6497445,2.05,0.35025552,1.0,05,05
1.71,0.4906476,2.22,0.50935245,0.0,05,05
2.03,0.29669383,1.84,0.70330614,0.0,05,05
2.02,0.5391236,1.84,0.46087635,1.0,05,05
1.57,0.5715954,2.5,0.42840463,1.0,05,05
2.32,0.4485118,1.66,0.5514882,0.0,05,05
1.58,0.604077,2.48,0.39592305,1.0,05,05
1.79,0.76963884,2.09,0.23036115,1.0,05,05
1.73,0.45424855,2.18,0.5457515,1.0,05,05
2.88,0.4522544,1.45,0.5477456,0.0,05,05
1.72,0.6053151,2.18,0.39468488,1.0,05,05
1.55,0.77337056,2.58,0.22662951,0.0,05,05
1.93,0.42257297,1.94,0.5774271,1.0,05,05
1.81,0.79808676,2.07,0.20191318,1.0,05,05
1.67,0.8012515,2.29,0.19874851,1.0,05,06
1.41,0.72183645,3.13,0.27816352,0.0,05,06
1.69,0.5012736,2.26,0.49872637,1.0,05,06
2.46,0.4212534,1.59,0.57874656,1.0,05,06
1.89,0.48309478,1.98,0.5169052,0.0,05,06
1.45,0.4340653,2.86,0.56593466,1.0,05,06
1.91,0.4817586,1.95,0.51824135,1.0,05,06
1.72,0.6475586,2.21,0.3524413,0.0,05,07
1.64,0.49681783,2.35,0.50318223,1.0,05,07
2.8,0.37728694,1.47,0.6227131,0.0,05,07
1.66,0.6345192,2.3,0.3654808,1.0,05,07
2.25,0.42770502,1.69,0.57229507,0.0,05,07
2.17,0.6194008,1.74,0.38059926,0.0,05,07
1.57,0.4201665,2.51,0.5798335,1.0,05,07
1.82,0.4497608,2.08,0.55023915,1.0,05,07
1.8,0.65209484,2.08,0.34790516,0.0,05,07
1.39,0.7590954,3.18,0.24090464,1.0,05,07
1.35,0.8412395,3.38,0.15876055,0.0,05,07
1.63,0.73106694,2.38,0.26893306,1.0,05,07
2.01,0.30947226,1.86,0.69052774,0.0,05,07
1.81,0.57414246,2.07,0.4258575,0.0,05,08
1.49,0.5136681,2.74,0.48633185,1.0,05,08
1.64,0.40633512,2.35,0.5936649,0.0,05,08
1.64,0.7160655,2.35,0.2839345,0.0,05,08
2.37,0.3903218,1.63,0.6096782,1.0,05,08
1.49,0.7249114,2.75,0.2750886,1.0,05,08
1.81,0.42946917,2.08,0.5705309,0.0,05,08
3.39,0.31532696,1.35,0.6846731,0.0,05,08
2.15,0.4702903,1.75,0.52970964,0.0,05,08
1.85,0.67145926,2.02,0.3285407,1.0,05,08
1.57,0.7845743,2.5,0.21542571,1.0,05,08
1.41,0.8615389,3.07,0.13846102,1.0,05,08
1.8,0.75083613,2.08,0.24916382,1.0,05,08
1.72,0.74702656,2.21,0.2529734,1.0,05,08
1.41,0.75515854,3.07,0.24484143,1.0,05,09
2.51,0.60785246,1.58,0.39214757,0.0,05,09
1.48,0.7663671,2.76,0.23363295,1.0,05,09
1.6,0.7316653,2.44,0.2683347,1.0,05,09
1.8,0.72555935,2.09,0.2744407,0.0,05,09
1.71,0.52677554,2.23,0.47322446,1.0,05,09
1.66,0.66494316,2.3,0.33505684,1.0,05,09
1.81,0.6141311,2.06,0.38586885,0.0,05,10
2.56,0.512263,1.55,0.48773697,0.0,05,10
1.75,0.61193144,2.16,0.3880686,1.0,05,10
1.48,0.6401565,2.79,0.35984346,1.0,05,10
1.52,0.69894725,2.65,0.3010528,1.0,05,10
1.59,0.4155509,2.47,0.58444905,0.0,05,10
1.52,0.85853666,2.65,0.14146331,1.0,05,10
1.9,0.41107115,1.96,0.5889288,0.0,05,10
1.62,0.64867395,2.39,0.35132605,1.0,05,10
1.56,0.62589025,2.55,0.37410972,1.0,05,11
1.45,0.6840535,2.88,0.31594655,0.0,05,11
1.62,0.6660683,2.41,0.3339317,0.0,05,11
1.8,0.6674772,2.08,0.33252284,1.0,05,11
1.62,0.5742084,2.39,0.42579156,0.0,05,11
2.12,0.4781888,1.77,0.52181125,0.0,05,11
1.72,0.70932645,2.24,0.29067352,1.0,05,11
1.69,0.44358698,2.25,0.556413,1.0,05,11
1.35,0.7447312,3.49,0.25526884,1.0,05,11
2.26,0.628916,1.68,0.371084,0.0,05,11
1.75,0.35897863,2.15,0.6410214,0.0,05,11
1.57,0.4746039,2.52,0.52539605,0.0,05,11
1.36,0.85877496,3.33,0.14122503,1.0,05,11
1.45,0.75166166,2.88,0.24833834,1.0,05,11
2.28,0.44092685,1.67,0.5590731,0.0,05,11
1.51,0.61344934,2.7,0.3865507,0.0,05,11
2.39,0.52812815,1.62,0.4718719,1.0,05,12
1.73,0.5803233,2.17,0.41967672,1.0,05,12
1.85,0.5451359,2.01,0.4548641,0.0,05,12
1.53,0.46618363,2.62,0.53381634,0.0,05,12
1.33,0.843608,3.51,0.156392,1.0,05,12
1.48,0.7042522,2.78,0.29574782,0.0,05,12
1.93,0.63323265,1.93,0.36676738,0.0,05,12
1.59,0.62990427,2.47,0.3700957,0.0,05,12
