1.71,0.9999939,2.23,6.124577e-06,1.0
1.79,0.9999361,2.11,6.384094e-05,1.0
2.42,6.498994e-14,1.62,1.0,0.0
2.47,1.3689102e-14,1.6,1.0,0.0
2.49,0.99611855,1.59,0.0038814964,1.0
2.04,0.999571,1.84,0.00042899064,1.0
2.08,0.9998616,1.81,0.000138398,1.0
2.06,6.602871e-30,1.82,1.0,0.0
1.77,1.0725231e-17,2.14,1.0,0.0
1.33,4.7659704e-10,3.56,1.0,0.0
2.57,0.99724823,1.56,0.0027517984,1.0
1.87,0.99757165,2.01,0.0024283424,1.0
2.12,1.0471124e-14,1.78,1.0,0.0
2.78,8.011538e-23,1.48,1.0,0.0
2.26,6.562414e-16,1.69,1.0,0.0
2.3,0.5350751,1.67,0.46492484,0.0
1.93,0.5619638,1.93,0.43803614,0.0
2.56,0.5126898,1.56,0.4873102,1.0
1.69,0.99883074,2.28,0.001169311,1.0
1.6,1.1552968e-12,2.46,1.0,0.0
2.02,5.8721387e-28,1.86,1.0,0.0
1.93,0.660777,1.93,0.33922303,0.0
1.81,0.99999535,2.07,4.6095643e-06,1.0
2.32,1.3233772e-20,1.67,1.0,0.0
1.96,0.3879647,1.9,0.61203533,0.0
2.74,0.32460988,1.5,0.6753901,0.0
1.95,0.32432204,1.91,0.67567796,1.0
1.94,0.53537375,1.92,0.46462625,0.0
2.06,0.33757985,1.83,0.66242015,0.0
2.04,0.5893316,1.84,0.41066834,0.0
1.88,0.7279318,1.99,0.27206823,1.0
1.91,2.4932662e-22,1.95,1.0,0.0
1.67,0.71622443,2.3,0.28377563,0.0
2.08,1.0201756e-28,1.81,1.0,0.0
1.49,0.52679014,2.77,0.47320992,1.0
1.85,0.3601705,2.02,0.6398295,0.0
1.86,0.5462435,2.01,0.45375654,1.0
1.89,2.7251267e-13,1.98,1.0,0.0
2.3,0.78836334,1.68,0.21163665,0.0
1.94,0.25508595,1.93,0.74491405,0.0
2.4,0.2569265,1.63,0.7430735,0.0
2.1,0.27686137,1.8,0.72313863,0.0
2.16,2.76105e-20,1.75,1.0,0.0
2.24,0.71753156,1.7,0.2824684,1.0
1.89,1.2928288e-14,1.98,1.0,0.0
1.53,0.7281672,2.65,0.27183288,1.0
1.72,0.42488512,2.22,0.5751149,1.0
1.89,0.36580214,1.98,0.63419783,1.0
1.84,0.25840065,2.04,0.7415994,0.0
2.3,0.4288047,1.67,0.5711953,1.0
1.44,0.70197374,2.94,0.29802623,1.0
1.56,0.6086003,2.57,0.39139968,1.0
2.07,0.20077267,1.82,0.7992273,0.0
1.99,0.7560074,1.89,0.24399261,1.0
1.61,0.48830366,2.45,0.5116963,1.0
2.0,0.35733095,1.88,0.642669,0.0
1.89,0.07342045,1.98,0.92657954,0.0
1.89,0.2869843,1.97,0.71301574,0.0
1.58,0.627961,2.51,0.37203905,1.0
1.84,0.55014503,2.03,0.4498549,0.0
1.52,0.7665,2.67,0.23350002,1.0
1.79,0.7998891,2.11,0.20011091,1.0
2.13,0.37959778,1.77,0.62040216,1.0
1.87,0.48350602,2.0,0.5164939,1.0
1.4,0.80378586,3.16,0.19621415,1.0
2.52,0.7993822,1.57,0.20061783,1.0
1.75,0.51452696,2.16,0.48547298,1.0
1.76,0.2691269,2.15,0.7308731,0.0
1.97,0.34013122,1.9,0.6598688,1.0
2.8,0.408322,1.48,0.59167796,1.0
1.39,0.6817227,3.21,0.3182773,1.0
1.74,0.8654679,2.18,0.13453218,1.0
1.58,0.7895099,2.52,0.21049015,1.0
2.17,0.7653141,1.75,0.23468591,1.0
2.32,0.5049133,1.66,0.49508676,1.0
1.84,0.31317022,2.03,0.6868298,0.0
1.44,0.6467446,2.93,0.3532554,0.0
1.73,0.6930445,2.2,0.30695558,1.0
1.96,0.27583674,1.91,0.72416323,0.0
1.61,0.4625735,2.44,0.53742653,1.0
2.13,0.17610449,1.77,0.82389545,0.0
1.63,0.5251521,2.39,0.47484788,0.0
1.41,0.57208234,3.08,0.42791763,1.0
1.65,0.7523034,2.35,0.24769658,1.0
1.61,0.3426837,2.42,0.6573163,0.0
1.95,0.07338195,1.92,0.92661804,0.0
1.74,0.26203448,2.19,0.7379656,0.0
1.95,0.6668528,1.91,0.33314717,1.0
1.38,0.737806,3.25,0.26219398,0.0
1.66,0.43292972,2.34,0.56707025,1.0
1.83,0.6306454,2.05,0.36935464,0.0
1.96,0.2982714,1.9,0.7017286,0.0
1.43,0.76915985,3.01,0.23084012,1.0
1.65,0.58541,2.34,0.41458997,0.0
1.55,0.6453938,2.59,0.35460618,0.0
2.07,0.54668075,1.81,0.45331928,1.0
2.06,0.35938242,1.82,0.6406176,0.0
1.34,0.41482192,3.46,0.5851781,0.0
2.19,0.36208084,1.73,0.6379191,1.0
1.73,0.5757644,2.21,0.42423552,1.0
1.57,0.60981387,2.54,0.3901861,1.0
1.42,0.7339554,3.04,0.2660446,1.0
1.62,0.43085796,2.41,0.569142,0.0
1.83,0.18902743,2.05,0.8109726,0.0
1.61,0.56737566,2.44,0.43262437,0.0
1.91,0.76038903,1.95,0.23961097,1.0
2.2,0.31575847,1.73,0.68424153,0.0
1.4,0.6573026,3.13,0.34269738,0.0
1.59,0.7939654,2.49,0.20603466,1.0
2.11,0.58313566,1.8,0.4168643,1.0
1.76,0.42474383,2.16,0.57525617,0.0
1.31,0.5541851,3.67,0.44581485,1.0
2.15,0.47469646,1.76,0.5253035,1.0
1.68,0.6611348,2.29,0.33886525,1.0
1.85,0.42891064,2.03,0.57108945,0.0
1.5,0.670171,2.75,0.32982895,1.0
1.53,0.6731527,2.65,0.32684734,0.0
1.45,0.7326717,2.91,0.26732832,1.0
1.51,0.73749596,2.7,0.26250407,0.0
1.66,0.53914434,2.33,0.46085566,1.0
1.57,0.14483261,2.55,0.8551674,0.0
1.36,0.6332594,3.38,0.3667406,1.0
2.04,0.28743032,1.84,0.7125697,0.0
1.64,0.6277283,2.37,0.3722717,0.0
2.0,0.4470111,1.87,0.5529889,0.0
1.66,0.57872295,2.33,0.42127702,0.0
2.99,0.44034082,1.43,0.5596592,0.0
1.56,0.53611165,2.57,0.46388835,1.0
1.55,0.37595388,2.58,0.6240461,0.0
2.24,0.30946532,1.7,0.69053465,0.0
1.34,0.67267954,3.45,0.32732043,1.0
1.7,0.22786815,2.25,0.77213186,0.0
1.87,0.48520756,2.0,0.5147924,0.0
1.73,0.783178,2.2,0.2168221,1.0
1.4,0.5816448,3.13,0.4183552,1.0
2.17,0.31275284,1.75,0.68724716,0.0
2.36,0.38120663,1.64,0.61879337,0.0
1.94,0.5968746,1.93,0.4031254,1.0
1.54,0.38854325,2.63,0.6114568,0.0
1.93,0.43284625,1.94,0.56715375,0.0
1.99,0.28543097,1.88,0.71456903,0.0
1.67,0.4265734,2.31,0.57342666,0.0
1.48,0.69273007,2.78,0.3072699,1.0
1.74,0.6177826,2.17,0.38221735,1.0
2.14,0.45983413,1.76,0.54016584,0.0
1.5,0.8063936,2.73,0.1936064,1.0
1.43,0.6365386,3.01,0.36346135,1.0
2.26,0.31181467,1.7,0.6881854,0.0
2.41,0.4874751,1.62,0.5125249,1.0
1.93,0.45905223,1.93,0.5409478,0.0
1.61,0.32623047,2.42,0.67376953,1.0
1.64,0.27464303,2.37,0.72535694,0.0
1.8,0.7006162,2.09,0.29938382,1.0
1.97,0.5835063,1.9,0.41649368,1.0
1.82,0.53090715,2.07,0.46909288,0.0
2.35,0.5474105,1.65,0.45258948,1.0
1.67,0.249703,2.31,0.75029695,0.0
2.08,0.3499169,1.81,0.65008307,1.0
2.24,0.38428876,1.71,0.6157112,0.0
1.64,0.42306116,2.36,0.57693887,1.0
1.97,0.47097424,1.89,0.52902585,0.0
1.34,0.7595664,3.47,0.24043363,1.0
1.74,0.5283939,2.18,0.471606,1.0
1.9,0.8006729,1.96,0.19932714,1.0
1.95,0.55101514,1.91,0.44898492,0.0
1.59,0.53351504,2.48,0.46648496,1.0
1.99,0.2931687,1.88,0.7068313,0.0
1.54,0.66808015,2.61,0.3319199,0.0
1.52,0.455023,2.66,0.544977,0.0
1.45,0.760894,2.9,0.23910601,1.0
2.32,0.38840798,1.66,0.611592,0.0
1.53,0.28177938,2.64,0.7182206,0.0
2.0,0.59304625,1.87,0.40695384,1.0
1.43,0.53165984,3.0,0.46834013,1.0
2.35,0.30098256,1.65,0.69901747,0.0
2.22,0.26462302,1.72,0.735377,0.0
1.49,0.56840813,2.77,0.4315918,0.0
2.44,0.34619159,1.61,0.6538084,0.0
1.56,0.26109093,2.55,0.73890907,0.0
1.4,0.73506635,3.14,0.26493365,1.0
1.68,0.7168996,2.27,0.28310046,0.0
2.62,0.30225372,1.54,0.6977463,0.0
1.89,0.32186425,1.98,0.67813575,1.0
1.91,0.63119596,1.96,0.36880404,0.0
1.4,0.6424456,3.13,0.35755435,1.0
2.45,0.276087,1.61,0.72391295,0.0
1.65,0.6466521,2.35,0.3533479,0.0
2.1,0.35180533,1.79,0.64819473,1.0
2.07,0.5917008,1.82,0.40829918,1.0
1.62,0.73295575,2.41,0.26704425,1.0
1.5,0.3524265,2.71,0.64757353,1.0
2.09,0.33664498,1.81,0.66335505,0.0
1.56,0.63227123,2.57,0.3677288,1.0
1.41,0.60739696,3.12,0.39260307,0.0
1.78,0.59433985,2.12,0.4056601,0.0
1.88,0.20752081,1.99,0.7924792,0.0
2.45,0.27197254,1.6,0.7280275,0.0
1.89,0.41080746,1.98,0.5891925,1.0
1.54,0.6527667,2.61,0.34723333,0.0
1.91,0.63210565,1.96,0.36789438,1.0
1.45,0.7815438,2.9,0.21845616,1.0
2.48,0.29397985,1.6,0.7060201,0.0
1.49,0.38622433,2.78,0.6137757,1.0
1.72,0.55811924,2.22,0.44188073,0.0
1.49,0.29627535,2.77,0.7037247,0.0
1.46,0.70937353,2.87,0.29062647,1.0
1.77,0.43738332,2.13,0.5626167,1.0
1.96,0.53963494,1.9,0.4603651,0.0
1.3,0.62167317,3.78,0.3783268,0.0
1.3,0.6779502,3.81,0.32204983,1.0
1.76,0.2924818,2.14,0.7075181,0.0
1.57,0.3228519,2.54,0.6771481,0.0
1.59,0.4212444,2.48,0.5787556,1.0
2.12,0.6305875,1.78,0.36941248,1.0
1.79,0.40760848,2.11,0.59239155,0.0
1.66,0.55529124,2.34,0.44470882,1.0
2.28,0.36576506,1.69,0.6342349,0.0
1.97,0.5831765,1.89,0.41682345,1.0
1.53,0.57278997,2.67,0.42720997,1.0
1.29,0.614543,3.85,0.38545704,0.0
1.99,0.49676862,1.88,0.50323135,1.0
1.71,0.30796015,2.23,0.69203985,0.0
1.53,0.54492384,2.67,0.4550761,1.0
2.73,0.48085028,1.5,0.5191497,0.0
1.99,0.23314835,1.88,0.76685166,0.0
1.65,0.33239457,2.34,0.66760546,0.0
1.92,0.60901314,1.94,0.3909868,0.0
1.65,0.52319944,2.34,0.4768006,1.0
1.77,0.35129306,2.14,0.6487069,0.0
1.66,0.677142,2.33,0.322858,1.0
1.53,0.5861069,2.63,0.41389307,1.0
1.61,0.4445423,2.44,0.5554577,0.0
2.9,0.33701012,1.45,0.66298985,0.0
2.69,0.5220946,1.51,0.47790545,0.0
1.81,0.34638023,2.07,0.65361977,1.0
2.09,0.52643985,1.8,0.47356015,1.0
2.06,0.35689422,1.82,0.64310575,1.0
1.71,0.53752106,2.22,0.46247894,1.0
1.47,0.61851573,2.81,0.38148424,1.0
1.5,0.59231323,2.75,0.40768677,1.0
2.02,0.5559772,1.85,0.44402274,1.0
1.9,0.29101267,1.94,0.70898736,1.0
1.82,0.6558084,2.07,0.34419155,1.0
1.62,0.62960774,2.42,0.37039226,0.0
1.94,0.41153228,1.93,0.5884678,0.0
2.49,0.31179956,1.59,0.6882004,0.0
2.63,0.49556255,1.54,0.50443745,0.0
2.05,0.5522155,1.83,0.4477844,1.0
