1.56,0.55866045,2.55,0.46816918,1.0,05,28,NYY,OAK
1.57,0.6399188,2.53,0.15105884,0.0,05,28,TOR,TEX
1.78,0.48387307,2.12,0.59927666,1.0,05,28,CLE,KCR
1.51,0.6214735,2.7,0.30794376,0.0,05,28,BOS,SEA
2.05,0.40141445,1.83,0.61594546,0.0,05,28,PHI,CIN
1.67,0.60946834,2.29,0.43946466,0.0,05,28,WSN,SDP
2.0,0.5402605,1.87,0.4730946,1.0,05,28,CHW,DET
1.43,0.6794807,2.96,0.14210533,1.0,05,28,HOU,BAL
1.79,0.37993428,2.1,0.70503604,1.0,05,28,MIL,ARI
1.93,0.38311842,1.93,0.63013834,0.0,05,28,MIN,TBD
1.77,0.5186278,2.13,0.48117423,1.0,05,28,COL,STL
1.49,0.5717986,2.75,0.4545628,1.0,05,28,SFG,ATL
1.61,0.4892272,2.42,0.5971473,1.0,05,28,LAD,CHC
1.82,0.4963793,2.06,0.48641205,0.0,05,28,PIT,NYM
1.9,0.43465206,1.96,0.6145032,1.0,05,29,BAL,NYY
2.5,0.29400203,1.58,0.72663003,1.0,05,29,CHW,BOS
2.04,0.35624802,1.83,0.7141959,0.0,05,29,MIN,HOU
1.9,0.3181171,1.96,0.71708006,0.0,05,29,STL,LAD
1.67,0.53338027,2.3,0.47937477,0.0,05,29,COL,SEA
1.94,0.4016688,1.92,0.61849517,0.0,05,29,SFG,WSN
1.96,0.4422395,1.9,0.6063408,1.0,05,29,PIT,ARI
1.37,0.6203979,3.29,0.43778852,1.0,05,29,CLE,OAK
1.72,0.5218224,2.2,0.47466934,1.0,05,29,NYM,MIL
2.9,0.37071276,1.45,0.5238375,1.0,05,29,SDP,CHC
1.93,0.5423562,1.93,0.34495112,0.0,05,29,KCR,DET
1.47,0.5032922,2.82,0.588131,1.0,05,29,TOR,CIN
1.74,0.357423,2.18,0.71463317,0.0,05,29,TEX,TBD
1.83,0.59836954,2.05,0.31484428,0.0,05,29,ANA,ATL
1.6,0.5698785,2.46,0.460951,1.0,05,30,CLE,OAK
2.05,0.23270243,1.83,0.79116994,0.0,05,30,STL,LAD
2.41,0.42424673,1.62,0.6187908,0.0,05,30,BAL,NYY
1.81,0.52209574,2.07,0.47502595,0.0,05,30,PIT,ARI
1.49,0.5110914,2.73,0.58584887,1.0,05,30,TOR,CIN
1.69,0.46118164,2.26,0.60804224,0.0,05,30,COL,SEA
1.78,0.53242064,2.12,0.47130522,1.0,05,30,NYM,MIL
1.96,0.32825428,1.9,0.7201703,1.0,05,30,TEX,TBD
2.5,0.36638844,1.58,0.632686,0.0,05,30,CHW,BOS
1.89,0.19710225,1.96,0.7994648,0.0,05,30,MIN,HOU
2.18,0.43792042,1.73,0.5087199,1.0,05,30,KCR,DET
1.8,0.42177477,2.08,0.61300135,0.0,05,30,SFG,WSN
1.79,0.54499286,2.1,0.4678466,1.0,05,30,ANA,ATL
2.26,0.53807086,1.69,0.34008616,1.0,05,30,SDP,CHC
1.92,0.51117265,1.93,0.47841603,0.0,05,31,PIT,ARI
1.8,0.51806855,2.08,0.47689384,1.0,05,31,TOR,CIN
2.28,0.20237449,1.69,0.7983872,0.0,05,31,MIN,HOU
2.94,0.548716,1.44,0.19282188,1.0,05,31,SDP,CHC
1.62,0.6104369,2.41,0.31363377,0.0,05,31,CLE,OAK
1.87,0.39870965,1.99,0.625296,1.0,05,31,BAL,NYY
